::SedmidubskyBDZ08 ::22850545 
::4497581 ::Jeffery 
::Scalability ::Approximately 
::Gisela ::4497533 
::1387 ::Liao 
::Imai ::Popa 
::OrjiS93 ::Kian 
::ChenDZ05 ::Spreadsheets 
::Braumandl ::MAFIA 
::Failure ::1081 
::RusinkiewiczKTWM95 ::kim95 
::Feltes ::RohmBS01 
::Kihong ::15310309abs 
::Yibin ::15310279 
::4497564 ::Rajaraman 
::4497452 ::Compliance 
::Freeston87 ::1266 
::4497633 ::Exploring 
::1430 ::Silberschatz 
::Aggregationin ::497 
::FerhatosmanogluTAA01 ::WolfsonCDJM98 
::FernandezFKLS97 ::488 
::914859 ::Closed 
::4497438 ::15310498 
::115 ::Hsu93 
::225 ::String 
::Shinn ::Ledlie 
::1491 ::KetchpelGP97 
::Ending ::LometT95 
::22851109abs ::Elfeky 
::Novel ::Folding 
::Platform ::4497425 
::Subbarao ::Steve 
::Designer ::Refresh 
::Varadarajan ::SUBSKY 
::Sithirasenan ::Gabriel 
::914823 ::Qin 
::networks ::Vijay 
::Habich ::DarFJST96 
::the ::Deng 
::Murthy ::NguyenD08 
::Ramakrishnan08 ::MyllymakiL95 
::Box ::639 
::Subramanian ::4497590 
::1604 ::Partially 
::ChenWZY08 ::507 
::Ranking ::Evimaria 
::Calton ::Ngu 
::22851048abs ::863 
::ElghandourAZCBBZ08 ::Mokbel 
::DayalHL91 ::Stefan 
::RX ::Weddell92 
::Krauthgamer ::1400 
::Skyt ::Huaiyu 
::Salka98 ::tois 
::James ::Chalamalla 
::Vladimir ::Trial 
::CaoCFT08 ::HartDV88 
::Qing ::4497458 
::ChengDNPKWAAFSSS97 ::JoshiJ08 
::Dale ::Expressions 
::HermanGLW87 ::Fatih 
::353 ::Validating 
::Farfn ::991 
::Haixun ::GangerK97 
::Suri ::15310329 
::WangR91 ::Networks 
::Thu ::Queries 
::Shawn ::Boedihardjo 
::RohmBS01 ::96 
::Hallett ::Lawrence 
::ShenOT06 ::Malicious 
::Hui ::Scalar 
::Economically ::LB 
::QShuffler ::914856 
::Hierarchical ::F 
::275 ::ViEWNet 
::507 ::Volatile 
::Sky ::Sithirasenan 
::Shurug ::JensenLOZ06 
::P522 ::Elhadji 
::532 ::Schema 
::Chalamalla ::cker 
::188 ::Yidong 
::LeymannR97 ::Chun 
::Jenkin ::Study 
::Sherkat ::1615 
::SinghMSPHNC08 ::Baralis 
::71 ::15310017abs 
::22851126abs ::Loading 
::QuassWGHLMNRRAUW96 ::Imran 
::643 ::417 
::Eduard ::JermaineO02 
::Toshinari ::SpaceTwist 
::Fabian ::Simonas 
::Ranganathan ::Latent 
::Sacc ::Histograms 
::Vagelis ::MengLWG02 
::15310064abs ::Boulakia 
::ChenLGKP94 ::Marcelo 
::Relationships ::X06c 
::GaoHPSA06 ::Palios 
::Are ::273 
::1470 ::1473 
::Perego ::SilberschatzKS97 
::Snapshots ::WuXTL06 
::Simonas ::Optimize 
::Stefanie ::4497552 
::Couple ::Toon 
::Paolo ::LambLOW91 
::4497406 ::Added 
::Surna ::Barzan 
::35 ::ConsensLO06 
::Fosca ::4497447 
::Adjoined ::Monitoring 
::Hari ::Mano 
::Hauswirth ::STAG 
::4497493 ::BlottRS96 
::Quan ::HeinzKRS08 
::1109 ::Wide 
::Ramakrishna ::532 
::Jaideep ::FlajoletGPR93 
::7 ::Bernhardt 
::Outsourced ::AbiteboulMB08 
::2006 ::1122 
::Xiaowei ::Chin 
::Russakovsky ::Byoung 
::HanF95 ::CareyHMW96 
::Sridhar ::AilamakiGM06 
::4497590 ::DengSXL06 
::Nabar ::Structural 
::JefferyAFHW06 ::Myoung 
::THALIA ::url 
::In ::Labels 
::P532 ::4497492 
::Ranganathan ::LiHYX05 
::Morse ::X06 
::4497413 ::137 
::icml ::Verify 
::Domenico ::FilhoTTF01 
::Grel ::1608 
::Earl ::GoldsteinRS98 
::Notification ::Tarik 
::Annita ::Languages 
::22850131abs ::Koutrika 
::ZEBRA ::Gone 
::Tao ::Sharing 
::Rau ::Holistic 
::Sedmidubsk ::Sequencing 
::Length ::Farrell 
::AggarwalY08 ::Konrad 
::RX ::WolfsonXYC06 
::Blakeley96 ::HeinemanK97 
::RelaxImage ::Authority 
::Willis ::763 
::536 ::Sessions 
::4497408 ::Niels 
::Castro ::Scalable 
::Yoshizawa ::Laboratories 
::487 ::ife 
::BouazizKPW97 ::Granular 
::LinYWL05 ::Balmin 
::Benjamin ::Shaped 
::Rhm ::NN 
::Rajasekar ::Rinderle 
::P456 ::HeLC05 
::218 ::Kotidis 
::PietzuchLSRWS06 ::Gail 
::Quang ::Marko 
::micro ::Cho 
::acr ::Suppression 
::Osman ::Kubota 
::KreplinZ01 ::Saydean 
::Loh ::PapakonstantinouGW95 
::183 ::Using 
::Lossy ::PopivanovM02 
::SardarK06 ::GirodMNRTBM08 
::Tanveer ::EmekciAAG06 
::Scott ::Erich 
::914862 ::Padmanabhan 
::783 ::Art 
::Demand ::Judice 
::Fung ::1564 
::497 ::DCbot 
::Warehousing ::Grust 
::Integratio ::HeXYY05 
::1333 ::Amr 
::22850828abs ::Mutsumi 
::Graphs ::15310503 
::Karthikeyan ::Sonny 
::Chatziantoniou ::P104 
::Ying ::ShatdalN93 
::183 ::Huang 
::Links ::22851104abs 
::Fabian ::1500 
::or ::Customer 
::Feng ::4497398 
::Pathak01 ::Loops 
::Iwen ::KumaranCH06 
::Haas ::Jenkin 
::Badillos ::Yanif 
::ChenWZY08 ::Publishing 
::BonczKK96 ::SakuraiPF05 
::ZhouW08 ::958 
::One ::914825 
::105 ::Panel 
::jcss ::1536 
::Kolovski ::Use 
::AndresO98 ::Natix 
::Shipra ::Jarek 
::Carla ::JaberV06 
::Monotonicity ::Warping 
::15310263 ::Garofalakis 
::Lomet92 ::CuiLXCDZ08 
::MeoPC96 ::Jiefeng 
::NN ::into 
::Verykios ::Jianlong 
::DuS82 ::Type 
::its ::Exactly 
::Handling ::1580 
::Acyclic ::htm 
::Carlos ::Diagnosis 
::Mirit ::Kalnis 
::XuLTW06 ::computer 
::705 ::Xuemin 
::Minh ::Fuzzy 
::Interactive ::SeshadriLR97 
::Cornelius ::Tsukamoto 
::P192 ::Gyllstrom 
::Verma ::Cao 
::Srini ::Yuen 
::JagadishMR97 ::Indexed 
::Eltarras ::Sander 
::SmithS96 ::139 
::Building ::Legacy 
::Bart ::Ka 
::under ::Mayur 
::RelaxImage ::665 
::Commutative ::Hari 
::inWireless ::22851145abs 
::Bootstrapping ::ChenWZY08 
::Hett ::GabowT89 
::1411 ::803 
::Making ::Stratis 
::BuccafurriRPS02 ::Scott 
::Selinger05 ::Changes 
::if ::Song 
::tkde ::1101 
::Vaithyanathan ::RDB 
::Cliff ::Xiangdong 
::4497551 ::Wilhite 
::Categorical ::Theodore 
::Hristidis ::csdl 
::Directly ::Fernandes 
::Conference ::Thatte 
::2006 ::Nagaraj 
::Optimizing ::Obstacles 
::Zhuang ::15310017abs 
::Iyer ::1199 
::Properties ::OomotoT93 
::Association ::Angel 
::Sensor ::4497484 
::704 ::MannilaT97 
::TomasicRV96 ::Annotation 
::Khaitan ::943 
::Yap ::4497623 
::Polyviou ::Serialization 
::Greedy ::1339 
::Cocci ::Arumugam 
::67 ::Soccer 
::Stphane ::Saydean 
::22850422abs ::306 
::914863 ::Networking 
::Optimization ::AggarwalY08a 
::SrikantA95 ::Mining 
::494 ::BeckleyER85 
::SPARK ::Justin 
::Amol ::Aoki 
::1611 ::914849 
::Shu ::914843 
::Douglas ::Clip 
::LegariaGGHSWYZZ08 ::Fan 
::Support ::ChonAA02 
::aw ::P342 
::Monica ::Takahide 
::osdi ::Songting 
::Research ::Revisited 
::MannilaR86 ::url 
::4497576 ::Pu 
::120 ::Filtering 
::SegevP89 ::793 
::Bourhis ::Anastasios 
::10010651abs ::Houman 
::Aggregate ::Babu 
::Rantzau ::Saikat 
::CormodeKMW08 ::512 
::327 ::1480 
::60 ::Paths 
::Koudas ::Better 
::ProcessingWindow ::Couple 
::Repairable ::Speeds 
::356 ::Display 
::332 ::Coverage 
::GovindarajanMV06 ::Linear 
::Mann ::411 
::Schlesinger ::Feasibility 
::396 ::icmcs 
::Simonas ::Real 
::Lian ::Reviewers 
::Re ::1418 
::143 ::micro 
::Lawrence ::ZouSL98 
::Maged ::ElmeleegyOE08 
::144 ::Krger 
::417 ::22850594abs 
::Mapping ::Protecting 
::zsu ::IshikawaKOYKK96 
::Megalooikonomou ::104 
::Extracted ::Chiticariu 
::Ku ::Synopses 
::Margaret ::Mover 
::Balter ::BeckmannHKN06 
::Freiwald ::LeungMSVVZ93 
::Over ::263 
::Sandeep ::MoDB 
::IpeirotisNCG05 ::Carla 
::1133 ::Mixing 
::Graefe98 ::Hubert 
::Now ::Songyun 
::MozafariTZ08 ::1501 
::63 ::Statistical 
::565 ::Athitsos 
::1082 ::SistlaWCD97 
::Rene ::Objects 
::Advancement ::816 
::ER ::Kristen 
::Shrivastava ::JinZLWS06 
::Georges ::Delivery 
::157 ::Schwarzkopf 
::Extracted ::Bausch 
::HouleS05 ::CareyDNAGS97 
::368 ::Lucchese 
::Infrastructure ::Zilio 
::Brzsnyi ::Yingqi 
::AgrawalCD02 ::540 
::Banerjee ::Asonov 
::Lam ::Javeed 
::Tears ::Consens 
::Mylopoulos ::Shrivastava 
::Transform ::Directions 
::Graefe ::1461 
::Sequences ::Trajectories 
::Approaches ::Inputs 
::Graefe ::933 
::ChuaR95 ::Sachin 
::Mller ::Filtering 
::339 ::Search 
::SenR05 ::AggarwalY08 
::914827 ::Mauroux 
::1453 ::Byoung 
::Tradeoffs ::4497489 
::GruberKP01 ::914814 
::Anish ::Milind 
::AntovaJKO08 ::TanselCGJSS93 
::47 ::LegariaGGHSWYZZ08 
::Howe ::Moshe 
::96 ::Hypermedia 
::10 ::Kaushik 
::1266 ::GoldingBSSW95 
::P ::Exploring 
::if ::728 
::Arshad ::Kaushik 
::914864 ::DozierSF94 
::177 ::Lyman 
::2005 ::Prefix 
::Scaling ::22850057abs 
::Jonathan ::4497567 
::Characterization ::SarmaBHW06 
::1592 ::Seshadri01 
::Brantner ::Cheong 
::Bedell ::icde 
::Xin ::1515 
::Sponsored ::party 
::Citizens ::Lee 
::GongYQZ05 ::Asynchronous 
::308 ::Bryan 
::Seltzer ::ZhaoIG08 
::Halpern ::Kjetil 
::Shah ::1390 
::4497439 ::Heinlein01 
::Wide ::Kazuhito 
::Recently ::639 
::Robert ::476 
::ebXML ::MogiK95 
::Certainty ::Sharoes 
::4497529 ::Levy 
::Geerts ::Helmer 
::ChaudhuriNS02 ::Wisnesky 
::Plans ::Goldin06 
::Sup ::Under 
::242 ::1528 
::Gang ::Terms 
::4497595 ::avi 
::Their ::Motion 
::Pfeifle ::Lattice 
::Ganesh ::ElfekyEV02 
::923 ::607 
::578 ::Cyrus 
::Bernhard ::Dai 
::AggarwalY08b ::Boolean 
::MahajanDNAM98 ::Generation 
::KaufmanR90 ::Picture 
::41 ::ZhangTS02 
::HSI ::155 
::Kalnis ::P004 
::P024 ::GounarisPSFSW06 
::Choi ::Useful 
::Checkpoint ::1519 
::Gjergji ::GangerK97 
::Naphtali ::Freire 
::816 ::Environments 
::1611 ::Yuxin 
::RusinkiewiczKTWM95 ::1394 
::Aravindan ::Heinlein01 
::SavasereON98 ::Ashish 
::Sashikanth ::600 
::Benjelloun ::Manuel 
::532 ::1144 
::4497547 ::YuPK05 
::TaniguchiS05 ::Soloviev93 
::Factorization ::Previously 
::Gal ::WRAP 
::Roelof ::Rosa 
::Sampling ::914875 
::Community ::4497545 
::designed ::Arai 
::future ::Vilhuber 
::Shoshani ::Gill 
::294 ::1111 
::YiLHKS08 ::574 
::Gail ::15310155abs 
::1450 ::bncod 
::Transactional ::GyllstromADI08 
::10010215abs ::Koudas 
::ChaudhuriGKLLM98 ::1479 
::Ayad ::BentleyM80 
::Oracle8 ::Quickly 
::SavageW96 ::Klabjan 
::JinZLWS06 ::Wu 
::Gedik ::471 
::Big ::Query 
::UDB ::Denise 
::362 ::Itemset 
::824 ::Pradeep 
::22850518abs ::Probability 
::Propagation ::4497467 
::Henrich ::CammertKSV06 
::Kamesh ::BohmHLW08 
::Maher ::7 
::Hongjun ::purpose 
::ZhouOTY06 ::Charging 
::Rau ::Mehta 
::4497516 ::Asymmetric 
::trees ::WachterR92 
::KappelS91 ::494 
::Tolerant ::Confidence 
::Zheng ::346 
::Worldwide ::Graphics 
::1507 ::Ailamaki 
::387 ::Atri 
::4497450 ::4497407 
::22850927abs ::DesslochHWRZ08 
::1579 ::Davidson 
::Carlos ::Business 
::BonczQK96 ::4497476 
::KoudasS05 ::Werner 
::Greene89 ::Annotations 
::Master ::AliCKR08 
::Transformations ::642 
::SrivastavaDJL96 ::RaffioBCPH08 
::jiis ::Ramakrishnan08 
::22850606abs ::Primary 
::FLAME ::BorzsonyiKS01 
::BabuMWM05 ::420 
::Girod ::1348 
::Expiration ::Liu96 
::ChenJOT08 ::ChiuehP05 
::Yi ::Intelligent 
::803 ::1352 
::AHYDS ::Reducers 
::4497570 ::112 
::Complexity ::DennyF06 
::tkde ::Harald 
::HungDS05 ::Kinji 
::GionisMT05 ::Bitmap 
::KarsentyB93 ::Asonov 
::Generic ::Nita 
::AbiteboulQMWW97 ::ThuraisinghamHRM98 
::Images ::Ogawa 
::NakamuraE02 ::Server 
::Leong ::Multidimensional 
::Ganesan ::Junglee 
::BrinkhoffKS96 ::10010121abs 
::Large ::Bhalotia 
::Michle ::Sequences 
::ElghandourAZCBBZ08 ::Sellentin 
::Chiu ::Filter 
::Internet ::Revisited 
::BentleyF79 ::Markov 
::Martone ::Lasse 
::AmzaCZ05 ::Sanjoy 
::Gang ::Manipulation 
::4497458 ::ONeilOW93 
::Jialie ::HjelsvoldM94 
::914813 ::453 
::22850578abs ::Etzard 
::Erdem ::Controlled 
::PoosalaIHS96 ::4497526 
::1179 ::Wei 
::Brakatsoulas ::Every 
::Reinhard ::Relevance 
::1611 ::HeinemanK97 
::22851120 ::Sergey 
::scheme ::Arbitrary 
::15310041abs ::Gignere01 
::Bhargav ::ZhangLXKW06 
::DescribeX ::PhotoSpread 
::Structural ::AliCKR08 
::Stratified ::1352 
::Buchmann ::Planning 
::Gromann ::588 
::511 ::SeegerK90 
::DarFJST96 ::Thatte 
::CareyFLS91 ::Parasuraman 
::Point ::4497555 
::Aggarwal08 ::ChaAHS05 
::Laurent ::Theory 
::Rafiei ::Hai 
::Velegrakis ::763 
::YuHC05 ::266 
::63 ::Top 
::Milind ::Subscribe 
::Beckmann ::Molina 
::22850217abs ::Zhuge 
::LinAGD08 ::Knowledge 
::Products ::ShafiqSBG06 
::1525 ::NambiarK06 
::Interpreted ::Q 
::TanGO01 ::Yangjun 
::Preemptive ::Gsta 
::NabeelB08 ::Kersten08 
::Vana ::1402 
::KobayashiLKWY05 ::MendelzonMM96 
::Syan ::Anti 
::PrabhakarAAA98 ::I 
::DBXplorer ::Software 
::217 ::Billing 
::Eunus ::LoR94 
::NieWWM06 ::Constantly 
::75 ::Qingchun 
::Uemura ::Etzard 
::Neighborhood ::Christina 
::660 ::Series 
::Transportation ::Guha 
::Digital ::Broken 
::ChenHY96 ::406 
::ZouSL98 ::489 
::Ka ::DaudjeeS06 
::P486 ::257 
::Junghoo ::HowardKMNSSW88 
::ChenJOT08 ::585 
::1258 ::4497623 
::BlumrichLADFS94 ::Wenliang 
::Fosca ::Philip 
::161 ::KoblerBCH95 
::22 ::Stanislav 
::Boris ::991 
::jodl ::Jagadish 
::Czajkowski ::AkindeCJK01 
::Improved ::Joshi 
::Ahmet ::Johnson98 
::4497540 ::Graciela 
::CareyDFHMNSSTTWZ94 ::their 
::Characterizing ::IvanovaKN08 
::Era ::967 
::Sunil ::Wayne 
::Cocci ::Fatih 
::aware ::Christoph 
::1534 ::Nes 
::Invariant ::1489 
::Verifiers ::1321 
::XStream ::top 
::Query ::MukherjeeRS05 
::828 ::DeligiannakisSKVD08 
::BunemanDFS97 ::Alexander 
::Configurable ::Bringing 
::LiH89 ::WhangLLKH05 
::kl ::KhalifaJPWKS02 
::4497422 ::1047 
::fm ::KeidlKKK02 
::Honishi ::LeFevre 
::Snodgrass ::Matt 
::15310225abs ::10010215abs 
::Omar ::Hsu95 
::Estimators ::Takashi 
::396 ::or 
::Handling ::WuEDCKAS08 
::WuDY06 ::QiaoIAA05 
::52 ::Disease 
::Rathakrishnan ::Va 
::LiebermanSS08 ::490 
::490 ::4497418 
::62 ::Extensible 
::Stacie ::1624 
::1120 ::Ishikawa 
::Defined ::MorsePG06 
::Cattell91 ::AgrawalG89 
::Gattu ::AlonsoC05 
::Mao ::LangOS96 
::IMAX ::Synthesizing 
::1382 ::Autonomy 
::15310345abs ::BouganimFPV01 
::Fishman ::LangOS96 
::Boualem ::Robert 
::Neel ::1112 
::jodl ::199 
::22851122abs ::Highly 
::Xiaopeng ::15310267 
::Jiong ::Footprint 
::164 ::ds 
::BehrG05 ::1450 
::Ladin ::ChenHY96 
::Lehner ::1509 
::AbiteboulHV95 ::Bilke 
::Gonzalez ::pe 
::Major ::Use 
::15310275 ::without 
::Alvaro ::Inclusion 
::Wenxin ::GoldingBSSW95 
::Speed ::Hoare69 
::Ganti ::6 
::HanYY06 ::data 
::15310265 ::Semantics 
::Moustafa ::KemperK93 
::Divesh ::LiLH06 
::Facet ::Restructuring 
::Process ::Dhruv 
::309 ::Beyer 
::Procedures ::Extended 
::Modeling ::Gardarin 
::Sun ::jcss 
::HeinemanK97 ::Sherkat 
::4497488 ::Matches 
::Himanshu ::Dakka 
::KashaniS06 ::Kanad 
::ElfekyEV02 ::Untrusted 
::YuPK05 ::Land 
::Xiang ::Lohman 
::914859 ::WiwatwattanaJLS06 
::Style ::KemperM90 
::KappelS91 ::Karlsson 
::artdb ::X06a 
::10010143abs ::Auditing 
::Revisited ::Ganti 
::Dongwon ::Krompass 
::Rabindra ::MaurouxAF06 
::IshikawaYIK96 ::Toshinari 
::Vu ::4497616 
::10010173abs ::Dik 
::Partial ::22851024abs 
::15310492 ::KarrasM08 
::Filter ::Praveen 
::Lychagin ::Bolin 
::4497432 ::Xiaojin 
::1127 ::Clio 
::CuiLXCDZ08 ::Mikhail 
::ChuK89 ::osdi 
::Teoh ::Jigsaw 
::15310583abs ::WachterR92 
::Chita ::Guo 
::toms ::Prototyping 
::WWW ::BernsteinGWRR81 
::Sensor ::623 
::PagelSTW93 ::IshikawaKOYKK98 
::Very ::10010651abs 
::Knuth73 ::DeeringC90 
::1480 ::139 
::Jenkin ::Seltzer 
::914825 ::15310583abs 
::Gone ::Incorporating 
::Models ::61 
::Madden ::Anup 
::Raymond ::15310269 
::178 ::WilkinsonN90 
::SheuW06 ::How 
::Foundations ::Mano 
::Rundensteiner ::Kanamori 
::Ramanath ::Wong 
::Ryvkina ::Jens 
::Id ::Proces 
::KoudasS05 ::Yannis 
::328 ::VLEI 
::Kutsch ::with 
::4497552 ::Emmanuel 
::Cui ::Rsch 
::1453 ::Better 
::Damdinsuren ::Subrahmanian 
::Radwan ::KohLHA08 
::View ::RoitmanGR08a 
::LimN01 ::1950 
::Tuncel ::Le 
::BurnsDILP08 ::392 
::1623 ::Alonso 
::WachterR92 ::BohlenSS96 
::Aggregationin ::RoussopoulosKV95 
::SVL ::Profiles 
::Sheu ::Xiaolei 
::Esther ::Determine 
::Rajaraman ::SteenhagenABB94 
::Substructures ::Cliff 
::EllisG89 ::Chain 
::414 ::Arai 
::BernsteinN96 ::mta 
::WangPY05 ::coopis 
::384 ::ChenLL08 
::22851104abs ::Huabei 
::Aref ::Emmanuel 
::kl ::DeshpandeH08 
::4497546 ::Inference 
::CaiHH08 ::Eran 
::Tirthapura ::Hongtao 
::Fast ::Papadimitriou 
::Bach ::Anant 
::Adlib ::Execution 
::Optimize ::Muthukrishnan 
::4497397 ::Rakesh 
::Amir ::Stefano 
::P294 ::863 
::Eric ::NakamuraE02 
::109 ::Sueda 
::kdd ::1480 
::4497498 ::Chiang 
::Triantafillou ::Security 
::234 ::Alkis 
::P370 ::Business 
::Role ::Venky 
::Krishnapuram ::646 
::2002 ::Evolution 
::DescribeX ::Shaped 
::15310225abs ::Ailamaki 
::Clio ::593 
::Lot ::IshikawaIKH92 
::Ixent ::Lomet 
::KashaniS06 ::NievergeltHS84 
::Hjaltason ::Histories 
::Work ::HwangCZ08 
::Mller ::Davey 
::MiniCount ::Dieter 
::791 ::cgmOLAP 
::AslandoganTYLN95 ::KistlerS91 
::Group87 ::Federated 
::BINGO ::LangOS96 
::Edmunds ::AquaLogic 
::Descour ::Descriptions 
::4497601 ::Memos 
::Shah ::109 
::Specific ::Gene 
::15310431abs ::Papadias 
::Hiroko ::69 
::Scrutinizing ::1436 
::Qigang ::914855 
::Howe ::Olteanu 
::Verma ::JinA06 
::Tarik ::4497452 
::4497423 ::665 
::Junglee ::Huiming 
::Petko ::Gsta 
::LiLL08 ::Transcoding 
::ChanG85 ::Aidong 
::Vazirgiannis ::Graefe98 
::AgrawalS96 ::Provable 
::Preservation ::Error 
::QiaoIAA05 ::466 
::SG ::Improved 
::Trends ::24 
::4497560 ::Michael 
::828 ::GonzalezHLK06 
::AgrawalAKL06 ::Guha 
::Grel ::4497561 
::Rjaibi ::Coupling 
::360 ::Previously 
::1527 ::Ramakrishna 
::Resolution ::mit 
::IkedaMITHHO05 ::322 
::650 ::SayalCDS02 
::LeeLL06 ::Indyk 
::OrfaliHE96 ::Duplicate 
::EsterKSX96 ::401 
::Preaggregation ::Dayns 
::65 ::636 
::Kalogeraki ::QoSMig 
::Halevy ::KaufmanR90 
::AssfalgKKKPR06 ::600 
::1411 ::osdi 
::Samaras ::149 
::Zhao ::Grust 
::JermaineOY02 ::Rajamani 
::Stack ::Kasthurirangan 
::Dina ::Daniel 
::Candan ::LeungNM02 
::Ihab ::Justin 
::DingCRTHC08 ::Kanamori 
::Synchronization ::914866 
::Ernst ::Zwol 
::1361 ::MobiQual 
::549 ::Diagnosing 
::Semistructured ::Gabriel 
::Chih ::Representation 
::Supporting ::Ruoming 
::Haibo ::Kutsch 
::Deep ::Ganti 
::Michal ::within 
::Sellentin ::XParent 
::Faloutsos ::22850143abs 
::Juliana ::BinnigKLS08 
::Randomized ::1424 
::Samuel ::Ranganathan 
::Trombetta ::Bianca 
::mms ::Over 
::Bolin ::15310543abs 
::Maximal ::Hsu95 
::4497511 ::P182 
::THALIA ::Matthew 
::Malkemus ::Reasoning 
::Forms ::Wikipedias 
::Buccafurri ::Madden 
::BlottRS96 ::Campi 
::22850329abs ::GanesanSG05 
::Doan ::84 
::Disparate ::Baihua 
::Manocha ::Victor 
::914847 ::HellersteinKP97 
::1325 ::1384 
::BachFGHHHJS96 ::ReSF06 
::Runtime ::Dohnal 
::Flood ::RusinkiewiczKTWM95 
::Molina ::Summaries 
::518 ::Hoa 
::temporal ::Constant 
::Fully ::Controlled 
::ShethL90 ::4497573 
::Sideways ::Silberstein 
::Bypass ::Alomari 
::214 ::Inflationary 
::Robert ::Progress 
::Vlastislav ::914844 
::X06a ::914876 
::DahlinWAP94 ::CareyDFHMNSSTTWZ94 
::Ahmed ::1336 
::HjaltasonS95 ::Nita 
::Reiss ::Testing 
::BabuDM08 ::Automating 
::Browser ::within 
::CPU ::Panagos 
::1426 ::Joon 
::etintemel ::Ifrim 
::Strategies ::22851106 
::Welsh ::Cha 
::Representation ::Mikhail 
::121 ::Constant 
::Recycling ::SardarK06 
::Hoa ::Jost 
::What ::339 
::Susan ::data 
::Bhlen ::Malin 
::BeeriR87 ::Schlimmer93 
::1345 ::Sithirasenan 
::Naughton ::Hao 
::Cable ::Program 
::Bhat ::Level 
::Sundaresan ::Variable 
::Elmeleegy ::Eunus 
::Hsiao92 ::268 
::Szabo ::342 
::Egemen ::KitsuregawaTM83 
::Esther ::GoldinK95 
::Dynamic ::Brown 
::744 ::4497533 
::Bhide ::Crime 
::Perfect ::4497548 
::Linfeng ::CarterBZ91 
::ChenJOT08 ::Maruyama 
::Zukowski ::15310271 
::AgrawalAS93 ::Webs 
::Neighbors ::Updating 
::Tripod ::1126 
::DalkilicGR97 ::AbiteboulMPPS08 
::Rsch ::PhotoSpread 
::Bill ::P074 
::914825 ::Ertem 
::Wenfei ::Common 
::Margaret ::693 
::Zou ::Level 
::Graphs ::Useful 
::Sentiment ::BrakatsoulasPT05 
::Spyratos ::Prioritization 
::KlemettinenMRTV94 ::Logan 
::LiuHXS06 ::654 
::Yunjun ::ConQueSt 
::SellisRF87 ::FernandezA02 
::217 ::Liu98 
::155 ::MishraE92 
::Differential ::Gauss 
::73 ::FarragO89 
::1139 ::BernsteinHM90 
::495 ::Krger 
::Gsta ::4497612 
::Damdinsuren ::Co 
::4497439 ::FischerK05 
::4497405 ::Traffic 
::Feltes ::Atzeni 
::4497407 ::229 
::1306 ::stoc 
::229 ::Immerman 
::BohmPS06 ::Cordova 
::Oracle ::LiuYT05 
::156 ::in 
::FernandezS98 ::282 
::AgrawalS96 ::1267 
::Cahill ::Histogram 
::Bonnet ::Descour 
::Dixit ::22850081abs 
::15310191abs ::1307 
::Incomplete ::146 
::Documents ::883 
::Consistent ::Haixun 
::Implicated ::PETRANET 
::GeorgakopoulosHKM94 ::4497404 
::Flooding ::Transactional 
::15310273 ::Alone 
::Yongluan ::LeeE01 
::RDMS ::Answers 
::Laura ::4497580 
::Matchings ::1391 
::Heng ::Policies 
::Karras ::BhideCGGMPRRS08 
::Tracking ::Importance 
::BabuMWM05 ::Zaane 
::TirthapuraA05 ::Xingquan 
::Hilda ::Zhiyuan 
::Rajamani ::AhmadABM08 
::Georgakopoulos ::391 
::Alone ::353 
::CasatiDS01 ::PageChaser 
::ChanFGR02 ::4497487 
::Milan ::933 
::Alps ::654 
::Commutative ::10010131abs 
::MalkemusPBC05 ::ShimSA97 
::Dogac ::605 
::914875 ::463 
::22851131abs ::Diagnosing 
::Immerman87 ::Junyi 
::ai ::Chowdary 
::Publication ::Flip 
::15310245abs ::Trade 
::Varied ::Okcan 
::Synthesizing ::Bookmarks 
::Hee ::CampenXRGFSPL08 
::595 ::4497628 
::csdl ::YuC84 
::Enderle ::Shunsuke 
::Peers ::Sougata 
::Su ::Ramakrishnan08 
::Du ::Yuen 
::Helmer ::Doulkeridis 
::Damdinsuren ::Chang82 
::tit ::4497417 
::Aggregate ::2007 
::TangYOCW08 ::1423 
::Sayed ::Vladislav 
::future ::MullerDEF01 
::Swaroop ::Deepak 
::Mohan90 ::BoberC92 
::Ge ::107 
::column ::Weidong 
::Indrajit ::Subramanian 
::Archival ::ChristophidesACS94 
::Bourhis ::P108 
::Tomkins ::pages 
::220 ::417 
::Masahiko ::Aleksandra 
::k ::Masahiko 
::446 ::SarawagiS96 
::ChaudhuriGK06 ::ISOMER 
::Hannu ::SinghKG02 
::Lamport78 ::StonebrakerRH90 
::914847 ::Level 
::P598 ::BargaL01 
::Musicant ::231 
::Tsaparas ::P108 
::Liao ::Availability 
::22851036abs ::Exponentially 
::Tamer ::Eenjun 
::Delis ::DrivenWeb 
::ShriraX05 ::Modern 
::Update ::Differential 
::NguyenS96 ::Banaei 
::Browsing ::Catlin 
::DogacBO06 ::763 
::Kanad ::KrishnamurthyI91 
::Samaras ::NievergeltHS84 
::4497498 ::Katsumi 
::938 ::MolinaGS96 
::Bertino ::Iida 
::Crawling ::1534 
::Louiqa ::AggarwalY08a 
::Labels ::Ghinita 
::4497608 ::Pinto 
::Lipyeow ::252 
::Expression ::Herbert 
::Apers ::Frank 
::LangOKT98 ::JadavSCB95 
::1238 ::592 
::ZhangAO05 ::121 
::Outsourcing ::Gencai 
::Multilingual ::Zadeh65 
::GounarisYSD08 ::WhiteJ96 
