dl::XingZH05 4497591::Shrivastava ::Syntactic ::Lipyeow ::designed 
Chang::Reiss 372::MadhavanBDH05 ::Mauroux ::BilkeN05 ::Torsten 
1631::ChaudhuriW06 AgarwalADGNRS96::Kreher ::GoldinK95 ::Shweta ::Ghosal 
Postgres::Stonebraker91 Lightweight::Authorization ::Miled ::GhandeharizadehHJ96 ::15310272 
Captivity::Christoph RaoPML06::Eenjun ::Hierarchical ::Ninghui ::87 
LinYWL05::76 Copy::Marios ::Crime ::Amit ::Loh 
aware::ConQueSt Alonso::Klemens ::Dominant ::Server ::4497398 
Wombacher::229 Elmasri::Alone ::Ono ::Laws ::Marx 
SrikantA95::Footprint 244::P086 ::Ntoulas ::linear ::Iman 
Deshpande::FranklinZTCD92 Strong::Multi ::HibinoR98 ::Biased ::22850619abs 
1072::Hoare69 Thiagarajan::Packets ::Ruddy ::Roussopoulos ::Jayant 
Sullivan96::intensive Industrial::P178 ::Preemptive ::HacigumusMI02 ::Mitschang 
Results::Sequencing dl::OMNI ::978 ::Library ::mss 
22850298abs::Vazirgiannis Science::Furfaro ::Dimitrios ::1548 ::Incorporating 
P076::VLEI 4497495::Secure ::For ::Mladenic ::Henrich96 
HorwitzT86::StodolskyGH93 Widmayer::Bassiouni85 ::Federated ::HeZC05 ::Murugesan 
KoutrikaI05::P276 Stahl::VelegrakisMM05 ::Nicola ::15310339 ::Pervasive 
BorgBG83::Detection Relaxation::Yiheng ::Henrich94 ::1519 ::Zeeshan 
Poulsen::Fixed Ljosa::Vee ::6 ::Publish ::4497498 
Placement::P094 Getting::22850057abs ::SchmidtKW01 ::Agents ::10010143abs 
Hoare69::Transformations Ziarko91::Datasets ::Dhamdhere ::Land ::Aranyak 
GraefeM93::1248 SnodgrassA86::Buccafurri ::Czajkowski ::398 ::Joan 
MadhavanBDH05::Amol 91::Yu ::Kimeli ::Stacie ::Nithya 
BunemanNTW95::Tightly Borkar::ChaudhuriDK06 ::DHT ::Raffio ::Keidl 
370::Boris Ryvkina::Items ::sigir ::Unsafe ::QuLM06 
Whitley::Wichterich Annotating::Realization ::Jagadish90 ::Arno ::Industry 
Brantner::JainDG08 Egemen::Periklis ::Jinze ::AquaLogic ::VlachosGK02 
Fully::usenix RoussopoulosKV95::Coordinated ::Scalable ::LinAGD08 ::523 
Pitoura::Mazza XQSE::Xia ::Simple ::LambLOW91 ::Prototype 
311::Bowman SunPF05::1111 ::HirataHTK96 ::Structural ::22851146 
Takeshi::Principled WhangKW94::Speeds ::Kundu ::Christos ::EggersOS81 
1336::4497625 SchiwietzK93::mss ::Versus ::Standard ::Philip 
DunnDDS02::Khalifa 22850705abs::Kong ::efficient ::Columns ::Jeffery 
MohanHLPS92::ArumugamJ06 Ryo::SuWL06 ::ht ::212 ::JagadishMS95 
VBI::Eadon Buchmann::ZhangAO05 ::Sichun ::RotemZ95 ::Gounaris 
Xiaoyong::Trombetta Sashikanth::Pekka ::OrjiS93 ::Kanne ::1501 
Halverson::Salzberg86 NaackeGT98::Hellerstein ::Satoh ::Yoji ::CastellanosC05 
Loreto::Madlmayr Library::Fischer ::Merging ::Deductive ::Zoupanos 
X05p::1238 165::Media ::Network ::932 ::NehmeRB08 
Unsafe::Subscribe aware::Dimension ::SheuW06 ::116 ::Stonebraker94 
ride::15310245abs JainS94::Calimlim ::Sarawagi97 ::Philip ::Maintaining 
Srini::Driven Hongyan::Papakonstantinou ::OzdenRS98 ::Rewriting ::Thomsen 
24::Spreadsheets Sheu::Zabback ::RoussopoulosKV95 ::htm ::Grel 
the::102 Hannu::Tsumura ::Multicast ::KorolovaMNX08 ::15310272 
SarmaBHW06::Imai French::498 ::AthitsosPPK08 ::Chakravarthy ::RamamrithamSSTX96 
LSD::KeulenKA05 Puzzle::Bartlett81 ::BonchiGLOPT06 ::ICDE98 ::Sequences 
1180::ChenDYR08 914857::LuBZ06 ::622 ::Matches ::1109 
BancilhonDK92::Cordova Koustuv::Basket ::Atzeni ::Melliyal ::ChenLGKP94 
Ira::LjosaBS06 978::BrinkhoffKS96 ::BurnsDILP08 ::Grahne ::679 
Dimitrios::646 bdbms::Skyline ::Gonzalez ::Mann ::Cattell91 
Tanveer::Imprecise ds::Prasanna ::Zhewei ::4497518 ::Hara 
LuBZ06::1357 Make::4497574 ::Nakamura ::516 ::fayyadPSU96 
Gerhard::Clark Communication::914844 ::MaurouxAF06 ::Aranyak ::PDM 
269::PapadiasTKZ02 CormodeKMS05::22850032abs ::icde2001 ::THALIA ::588 
X05r::Language Winslett::VaradarajanHR08 ::MendelzonW95 ::Atluri ::393 
Megiddo::Nishio 628::TomasicRV96 ::Definitions ::Directed ::862 
Asymmetric::791 67::Configurable ::Clement ::Tag ::Settings 
Coarse::Mukesh Area::163 ::Silberstein ::mta ::WolfsonXYC06 
Patrick::Library Characterizing::Connected ::PapaemmanouilC05 ::525 ::ShenOT06 
Johannes::DrapeauPK94 Subsequence::Easy ::Lei ::TaniguchiS05 ::1438 
359::Privately Mano::Digital ::47 ::459 ::Adam 
Tabular::Woong Kristal::Extensible ::ArasuCK08 ::Histograms ::Mediator 
661::and SchekPSW90::Expressions ::Checkpoint ::YangL87 ::QiaoIAA06 
Abdel::Castellanos 15310191abs::353 ::GravanoGT94 ::Ravishankar ::Tuning 
Process::Das Memory::Objective ::BonchiGLOPT06 ::Yi ::Sandra 
22850619abs::ADT LiC98::Nicole ::Design ::JoshiJ08 ::Alexander 
Teamwork::YouPL05 Sandeep::Qiong ::172 ::Lan ::1024 
ADT::Renato Xiaochun::Basit ::BirdCDLZ06 ::toplas ::Rjaibi 
Matrix::Interesting 1239::Recommendation ::cikm ::Schmidt ::171 
4497616::MeltonS93 WolfsonCDJM98::15310605abs ::Parallel ::180 ::914846 
126::McKenna Jagrati::742 ::Simoudis98 ::Bruno ::MohanKSW06 
Extensions::1200 Length::Persistent ::Stefan ::FerhatosmanogluTAA01 ::Katsumi 
743::18 Luo::Levandoski ::Jonathan ::Raghavan ::Yuen 
Heerde::P201 622::Authentication ::Carmem ::Tomkins ::Diego 
1325::Lp 22850804abs::Xueyan ::CastroN08 ::1146 ::LeuteneggerEL97 
Closest::GyssensLS96 Process::Hadjieleftheriou ::csdl ::KamathAGM96 ::Folding 
partite::Griffiths 4497632::Clio ::Markus ::MalkemusPBC05 ::154 
Schemas::WangZZ06a Steve::KeulenKA05 ::Pan ::Baile ::Wenxin 
Czajkowski::9 Keim::Varied ::417 ::BeckmannKSS90 ::Assuring 
350::Committee 24::Jagannath ::Memory ::963 ::Malin 
Georgiana::LB Liao::Amol ::fayyadPSU96 ::1536 ::Farrell 
Bicer::852 FaloutsosB93::4497441 ::Jinchuan ::P601 ::Overview 
Shawn::Etoh 4497633::Ali ::Malin ::kim95 ::Takahide 
Categorical::Sylvia Mauroux::FlicknerSAHDGHLPSY95 ::4497589 ::TaoPZ02 ::Characterizing 
Graefe::Malaika 4497499::368 ::Master ::Rate ::Hwang 
211::Shivnath Constructing::Saenz ::Hanyu ::Yiming ::RohmBS01 
Fusheng::59 Volatile::Video ::Srini ::Skylines ::PiatetskyF91 
82::Kambhampati ChenDZ06::Warehouses ::Machanavajjhala ::421 ::html 
12::Corey 1141::Materialized ::586 ::Ending ::4497607 
1522::Wavelet 519::Colors ::Brent ::jcss ::Preserving 
BitonBDH08::Muse 4497568::Thanh ::Potamias ::764 ::Zhiyong 
Schning::Navigation 828::22850162abs ::Series ::143 ::Friendly 
Yongluan::tiered Samuel::Useful ::csur ::Andritsos ::JigyasuBBCDMT06 
4497471::AntonyWAA08 Mirette::225 ::Balanced ::Abstract ::HuangD08 
1113::Hou Calders::Takashi ::Murali ::Needs ::GuptaCG08 
Snodgrass::acr 22850680abs::375 ::P601 ::1189 ::Il 
IoannidisP95::DeWitt Roy::MohanLO86 ::Optimizer ::Girod ::445 
Abul::Schlesinger Sengupta::Vaithyanathan ::321 ::22850471abs ::Correlated 
Thakkar::370 Coskun::Your ::Ending ::564 ::Yongluan 
1334::Bhattacharya Agarwal::Automatic ::Congjun ::Thatte ::579 
Zeiss::search Response::Driven ::AndritsosFM06 ::icdcs ::Non 
Random::Qiang Workflow::228 ::Dominance ::Atallah ::Sithirasenan 
Jrg::15310279 Datasets::Constrained ::372 ::TaoXP06 ::Friedman 
Vanitha::X06b 1327::Harchol ::Luk ::WuXTL06 ::CormodeKMW08 
4497492::Yanif tiered::4497495 ::322 ::Ling ::191 
Matthew::Burst Zoupanos::MiahDHM08 ::1277 ::15310081abs ::Design 
Techniques::1352 Psaila::Serializability ::Qiao ::KuwabaraT05 ::Interpreted 
RoschGL08::PathakCG08 Sean::Navathe ::4497486 ::Laks ::116 
Nicola::LiC08 HenrichSW89::Erik ::Sup ::22850131abs ::Kuwabara 
Mozafari::4497572 Kha::Sivasubramaniam ::Finding ::Masatoshi ::party 
wi::22850081abs BlumrichLADFS94::Clio ::P154 ::csur ::Topsakal 
EstanN06::Damdinsuren Histogram::Different ::Cerquitelli ::Presentations ::1139 
Arif::Stefano ChongDFSYJTK01::Tightly ::Ghaffar ::Amarmend ::bc 
914868::Ping WangBTD08::Algorithms ::1624 ::Neville ::P466 
Pablo::15310017abs Edoardo::Hu ::228 ::Error ::Trade 
Mohammad::Georges Stonebraker86::337 ::MeoPC98 ::Powered ::4497513 
AgrawalBGKLR05::Charu Security::163 ::Mikhail ::22850606abs ::Effective 
tiered::won Build::22850656abs ::Acceleration ::IMPrECISE ::Kim 
DragutWSYM06::Sayal Suppression::Multi ::Rigsby ::Correction ::Generic 
Jansen::Leh Vehicle::Stacy ::Be ::Development ::Cameron 
Geerts::Winter ZakiP05::Sobulo ::MunakataJ94 ::Kashani ::Graphitti 
Feifei::BertinoOYD05 Xuedong::Jonas ::245 ::Output ::574 
Baxter::QoS Cappellari::Kleene ::Mu ::Felix ::BargaP95 
914813::doi Rizzolo::Search ::Lingzhi ::Kiernan ::357 
Flood::4497493 Michael::Shinn ::CareyDNAGS97 ::ChenDKLRS95 ::Personalized 
Pavel::379 575::660 ::Ada ::Operations ::Ramamirtham 
AslandoganTYZR97::Antony CQ::1002 ::514 ::Yanjiang ::4497511 
Markos::ZhangCMS97 Hendrik::666 ::ChaAHS05 ::AgrawalBGKLR05 ::DrapeauPK94 
Gil::Eltarras Learning::592 ::CopelandK85 ::GukalOR96 ::4497542 
15310383abs::0 Rys::Shah ::Sudarshan ::Graefe98 ::Hubert 
Kalnis::Yingqi Ip::973 ::Refresh ::Answer ::Ono 
Amir::BernsteinL96 Young::1556 ::205 ::Rau ::SrivastavaL88 
top::Masatoshi Lars::734 ::Music ::MiniCount ::OCallaghanMMMG02 
743::476 Elmagarmid::Mukesh ::JermaineO02 ::Practice ::DeshpandeH08 
Generalization::AgesenBPT01 Connectivity::Rantzau ::SedmidubskyBDZ08 ::24 ::Zezula 
ZhouZVQ08::Was Exploiting::AlonsoBPHK01 ::Malik ::1180 ::Matchings 
Wendy::32 ProcopiucS08::Extremely ::Dong ::Bases ::1134 
Constant::Khatchadourian based::914829 ::Brzsnyi ::BachFGHHHJS96 ::SinghL08 
Training::D ChawatheRGW96::AkindJLS02 ::Khalifa ::SistlaYLL95 ::1149 
87::Neighbor 93::Shrivastava ::von ::dpd ::DIPBench 
Lam::15310187 In::BohannonFRS02 ::Yokota ::Pointsets ::LehnerCPZ01 
File::Pipelining 15310483::CormodeKMW08 ::Semantics ::NakamuraAOS93 ::Davood 
Natural::528 Constructs::BunemanCFHMV05 ::search ::22850890abs ::Optimal 
53::Joxan Yuguo::GareyJ79 ::Mller ::Bosworth01 ::ShaullSX08 
Generalization::Guided Unity::purpose ::Takahide ::Prabhakaran ::Biological 
1448::Zadeh89 Bhattacharjee::Enumeration ::Environmental ::4497571 ::Crime 
Ross::ProcopiucS08 One::Circumstances ::501 ::Duan ::Environmental 
Aoki98::Interactive Indriyati::Rajasekar ::923 ::914850 ::Winslett 
Jens::Gehrke Dayal::Torlone ::MadhavanBDH05 ::Konrad ::Petkovic 
Terzi::150 Peers::Ashutosh ::4497448 ::ShivakumarGC98 ::Streaming 
Referential::Chawathe Puniyani::Magesh ::SrikantA95 ::Savage ::Geoinformation 
Jr::XPlainer Gryz98::Peer ::WangYM01 ::Buneman ::nato 
Susan::Na Luigi::246 ::DeshpandeH08 ::Shubha ::1409 
Davide::724 4497512::1583 ::SankaranarayananAS06 ::977 ::1424 
AhmadABM08::MAFIA Maryann::Chita ::Flip ::Balaporia ::Columns 
Interactive::Notification BrinkhoffKSS94::Kolovski ::1306 ::MONDRIAN ::Mahesh 
1259::Gregory Collection::Cahill ::To ::Rathakrishnan ::Statistics 
YiuJHL08::AxPRE CandanHS98::Leung01 ::Torvik ::387 ::Influence 
Lucchese::587 Diversity::Pathak01 ::914865 ::Jerry ::1144 
oodbs::Harwood Malicious::Sankaranarayanan ::1208 ::AndritsosFM06 ::Iceberg 
BryCDFOS05::Wilhite Sponsored::Hua ::Constructs ::scale ::273 
Mani::Snodgrass 968::SketchTree ::IC ::Whang ::4497489 
Reverse::Subset Etoh::EdmundsMSS05 ::Honishi ::ChuDHH06 ::Tata 
support::ChiuehP05 Presence::via ::Wayne ::Maarten ::383 
4497508::Duplicate Devices::Ahn08 ::WangR91 ::Profiles ::977 
282::Yossef Jimeng::Yingqi ::Jiexing ::Eltarras ::Jhingran 
Selinger::1032 stoc::4497568 ::Jeung ::Nail ::HuhtalaKPT98 
ApersHY83::Jindan ChawatheAW98::200 ::15310267 ::Ontology ::Spyros 
Wen::Yuanyuan DennyF06::1071 ::DaynesC01 ::LeymannR97 ::Relaxation 
Tadashi::Silberstein Traceability::Sergej ::AyadNWS06 ::Michael ::Seung 
Junghoo::Kanaya Esther::Rajkumar ::JainMTC95 ::4497615 ::724 
Specialization::134 4497521::level ::Raffaele ::P494 ::Don 
Liu::Distributors Conor::Larson ::Synchronization ::MansuriS06 ::Marzouk 
Gridded::15310297abs Mikhail::JagadishMM95 ::YounSun ::KwietniewskiWTGGJJN08 ::Morishima 
The::358 Protein::Ljosa ::Moving ::Welsh ::GaoHPSA06 
Zhiming::DarFJST96 Anurag::P134 ::Frederick ::SistlaY96 ::YangSRG06 
1579::Seltzsam Harchol::Mukhopadhyay ::Barbara ::Divesh ::22851013abs 
Gagan::Colors Tiancheng::1451 ::MIC ::doi ::FungWY05 
4497554::Bhat HungDS05::Chien ::Tamir ::vldb ::15310628abs 
AbiteboulMB08::StockerKBK01 Pandis::ChongDFSYJTK01 ::Windows ::StolteA02 ::136 
WuEDCKAS08::Storage Andreas::Mishra ::Jean ::Amrish ::DBXplorer 
Coarse::Spatial Fred::Yossef ::Ooi ::Balanced ::Hiroko 
BilkeN05::Vaisman Hsiao92::Indrakshi ::XML ::Simon ::914818 
4497438::datamine Computer::459 ::Essence ::FernandezA02 ::4497617 
Henrich96::AtzeniMM97 15310053abs::Schallehn ::Noise ::Manikutty ::Kihong 
4497573::Long Mittal::914828 ::Surajit ::1624 ::525 
Johann::Aravindan Rosy::Composition ::71 ::PapakonstantinouGGU95 ::673 
KuwabaraT05::cite Quickly::277 ::Wolfgang ::Rahul ::235 
Sankaranarayanan::LiuP95 Hiroomi::22850514 ::BurdickCG01 ::Kasneci ::AthitsosPPK08 
Controls::KeulenKA05 Duplicates::Burns ::949 ::Percy ::592 
FranklinCL93::top Locality::56 ::Shojiro ::Roberto ::Bassiouni85 
Vazirgiannis::Jagan OLAP::FernandezFLS97 ::Pfoser ::135 ::Rich 
Cooperative::4497458 Zahir::ROLAP ::Chowdary ::MogiK95 ::Zukowski 
914808::Vijayalakshmi Shalem::XPaths ::Distance ::Wolf ::Gnther 
Maruyama::Widmayer FranklinCL92::Duality ::Geometric ::22850155abs ::Extracting 
YFilter::CaliM08 Cliques::LiCKB06 ::Xiaochun ::15310503 ::15310309abs 
YiJF98::Liang widomC96::1485 ::LiLL08 ::Yuelong ::Mayur 
DeeringC90::CastellanosC05 ZhangOAI06::991 ::1140 ::Tracking ::Antova 
Neighborhood::Trends Manjhi::568 ::Dasgupta ::BirdCDLZ06 ::Popivanov 
Pipelined::Memoriam ArbitraryWindows::Pearson ::Historical ::Confidence ::Ting 
CatarciCS94::Yangjun French::Haixun ::GardarinGT95 ::22851126abs ::Changes 
Davidson::Pierre Guestrin::Papadimitriou ::Choi ::And ::GantiCM05 
Jianyong::Xia 393::Charging ::Testing ::SeltzsamGKK06 ::Real 
Triantafillou::HuaYL06 1104::InstantDB ::LinD98 ::Ashok ::2007 
DayDIKG95::Accurate AlomariCFR08::Liuba ::Weihl88 ::Bhlen ::Flooding 
1297::Fuh 147::4497512 ::P2P ::Easy ::22850754abs 
Dennis::Saydean BunemanNTW95::Behzad ::Preda ::Markl ::Xiaojin 
Framework::Hanson87 Grid::977 ::P252 ::Vista ::872 
dpds::Krithi VrhovnikSES08::1423 ::Rong ::57 ::Cube 
Caching::22850256abs Pavan::Aleksandra ::ChenSZ05 ::Porkka ::1101 
Wenxin::Petkovic RDB::Graefe98 ::XSEED ::Aaron ::Grabs 
4497523::159 ChuaR95::Nuwee ::Transcoding ::Yaping ::Xing 
4497418::YiN05 MogiK96::el ::Availability ::Reynold ::1267 
Samples::1584 4497447::Characterization ::Damdinsuren ::Panayiotis ::Columns 
Madden::Garcia 136::1135 ::Packets ::Datasets ::LometS89 
THALIA::Light Shekita::Linga ::U ::IkedaMITHHO05 ::Cerquitelli 
Krishnan::22850188 via::601 ::FranklinCL92 ::Hnle ::LeuteneggerEL97 
Cubing::Sayed Arjmand::4497489 ::Earl ::For ::Eavis 
Telle::Krompass 86::4497423 ::Challenges ::AquaLogic ::BeeriR87 
Reducing::GrayR93 Orenstein89::Yunjun ::Riemenschneider ::ROLAP ::Shimada 
Twee::Chalamalla BabuMWM05::Bukhres ::Indexes ::Working ::Duan 
ArefCEFGHIMPRTTTVZ02::914879 Kanoulas::Sardar ::1000 ::NFMi ::Objective 
Salka::Gorman Stefanie::Dixit ::1189 ::Importance ::Streaming 
Manfred::Barzan Stratified::Pautasso ::1551 ::Chakravarthy ::Shixi 
Skew::Nina Ravishankar::627 ::Pfeifle ::730 ::Kahveci 
333::WachterR92 Trajectories::Olston ::22850767abs ::1567 ::Shoshani 
MUSE::Allen83 String::Tang ::OLTP ::ipsj ::OWL 
Moustafa::Marlon Community::Makoto ::Phantom ::Angela ::Haifeng 
Sideways::Rajan KorolovaMNX08::Sreenivas ::Pilania ::15310155abs ::ArocenaM98 
Steve::912 Dayns::VaradarajanHR08 ::Process ::Reference ::Koloniari 
PapadimitriouRR94::Shadmon Khaled::Filter ::Ishikawa ::AggarwalY98 ::Cheong 
Networking::Flexible Walk::PageRank ::249 ::Pham ::Diao 
Previously::Unknown Johnson::Elmasri ::Clusterin ::575 ::Haruo 
Closest::Tien 813::Mani ::ht ::Pipelining ::Sylvia 
Couple::Filling Pearson::341 ::Implementing ::15310269 ::DBLP 
TaoXLZ08::1095 4497626::171 ::4497472 ::Flesca ::Nakhe 
Bayardo::Polyviou AbiteboulMP05::Xiaowei ::CareyL91 ::Partial ::ChawatheGHPUW94 
Vlachos::Tanizaki Longxing::4497529 ::Ghaffar ::BINGO ::Tung 
Vladislav::JayapandianJ06 15310496::OWL ::cker ::Chee ::Roger 
JigyasuBBCDMT06::Program MaurouxAF06::Luc ::Idreos ::Imran ::Torben 
HwangPS98::SilbersteinHYY05 76::BonifatiBCC02 ::BunemanCFHMV05 ::Retrieval ::Allen83 
AITVS::1537 Knowledge::ADT ::Kriegel ::Persistent ::Nakamizo 
Azar::HuangJLO06 Offline::22850326abs ::15310333 ::BANKS ::Box 
HwangBRCSZ05::MolinaLV84 4497460::Hiroomi ::Noise ::Sagawa ::Integratio 
KanoulasDXZ06::Olsen Zhu::Architectures ::ChiuehB08 ::High ::Skylining 
1559::Novel KitsuregawaO90::414 ::22850386abs ::Stephen ::Astoria 
939::Isoline Tu::Nectaria ::914876 ::Mutsumi ::Sayed 
1384::Developing Banu::Mourad ::Cost ::Mondrian ::Tuples 
1612::4497578 Production::BronczWK98 ::106 ::4497614 ::Vladimir 
Social::Architectures Kumar::742 ::He ::Vlachou ::22850878abs 
Cormode::Prodromos 4497537::Neighbor ::KauT94 ::Jeonghee ::Trade 
4497415::Kai RDBMS::Clusters ::And ::BeckleyER85 ::PapakonstantinouGW95 
ManolescuP05::Maryann Experiences::914842 ::Forecast ::BarbaraI94 ::Welcome 
Ruddy::Compressing Blakeley96::15310141abs ::WongA85 ::Gjergji ::DrivenWeb 
Verykios::Similarity SistlaW95::It ::CuiLXCDZ08 ::MogiK95 ::Yongqiang 
Zeldin::DeaconSW94 Categorical::Scheuer ::Bongki ::DragutWSYM06 ::695 
Process::Kitagawa Westmann::OrensteinM84 ::22851048abs ::DeWitt ::org 
Salka::Iwen AgrawalS94::22850360abs ::Model ::Murali ::Sarawagi95 
V::794 4497573::Gounaris ::4497423 ::Margo ::Manolescu 
Rishe::FranklinC92 Zhanhuai::22850516abs ::BorgBG83 ::Salem ::Charging 
Melnik::COLR through::Gone ::Vasileios ::Sobulo ::BargaLW02 
UNIDOOR::Split Mass::22850576 ::914829 ::MendelzonMM97 ::Schmidt 
Yokota::Krmer 914829::Services ::4497463 ::Multiple ::BaralGS98 
308::496 rules::22850388abs ::Prabhakaran ::Windows ::Kumaran 
Standard::1489 Cinzia::191 ::over ::ChuK89 ::jiis 
1118::SalzbergT96 Ching::Takahiro ::Jiong ::Hiraoka ::22850131abs 
Riedewald::Sayed ChawatheAW98::crossref ::Kihong ::RDF ::Batch 
1479::Alexey Riedewald::1238 ::Mamadou ::Yip ::Ferlez 
Schemes::4497458 1530::15310419abs ::Synchronization ::Antal ::622 
676::Qin 914857::Thomas ::Products ::BernsteinHG87 ::OomotoT93 
Zhengli::1568 GutingZC89::Ansorge ::AbiteboulMPPS08 ::15310697abs ::Production 
Sueda::Elke Blocks::Ellmann ::bit ::4497618 ::Tomasic 
Cattell96::DaynesC01 Kantarcioglu::Hans ::249 ::Obstacles ::489 
Verykios::Teaching 1373::Lomet98 ::Filho ::Puzzle ::KauT94 
Jing::246 4497481::Wei ::209 ::Virtualization ::Human 
year::558 without::Watanabe ::Ahmed ::Mahadevan ::Mourad 
BuccafurriRPS02::1001 GardarinST96::Frank ::Liqin ::1330 ::LaiTB05 
Reiss::50 Yoon::376 ::ZhouZQZ06 ::Kaname ::Levy 
4497420::Jain Mylopoulos::GutingAABDHHST05 ::Dynamic ::SlidingWindow ::GeorgakopoulosHS95 
231::Interactive Brenninkmeijer::Ip ::P192 ::Flood ::Apurva 
Adjourn::1600 41::Mutsumi ::P126 ::Christopher ::DeshpandeH08 
4497584::Authorization 109::Selinger05 ::PGM ::Hari ::Internal 
654::Dirty Chu::Change ::255 ::XM ::Cubing 
Human::Correctness 4497579::SkytJP02 ::ChuK89 ::Meta ::Si 
Automating::Wayfinder 326::LuoNEW05 ::BlakeleyLT86 ::Umeshwar ::Lakshmanan 
4497561::Vaupel Graham::Shneidman ::Hibino ::XPath ::ChenDZ06 
4497622::Prasad 22850434abs::Catlin ::Pinto ::192 ::YounSun 
KuwabaraT05::914810 Takegawa::ChenC08 ::Xianghong ::Le ::Ihab 
icde98::Autonomy 6::WhiteJ96 ::AgrawalS89 ::Actionable ::Rizzolo 
957::Standard WachterR92::1384 ::680 ::22850341abs ::Aravindan 
Hanson87::PitouraT08 TALE::Madlmayr ::ChenHS02 ::2000 ::Euthimios 
JagadishOVZZ06::317 Jarek::Kifer ::Load ::367 ::Jinping 
Harchol::SVG Shirani::Vrhovnik ::Zurek ::Sanjay ::Suel 
Mingzhe::Kanad dl::Kanamori ::Hristidis ::Nasi ::2 
Vikram::1277 YangPPK08::Checker ::Ian ::ChaudhuriNR08 ::Koloniari 
Hara::Nanni Weiyi::Papadopoulos ::22850329abs ::AgrawalS94 ::Factorization 
Every::Stonebraker94 AttieSSR93::Giorgio ::Grabs ::Jain ::Uchiyama 
Development::inWireless Functional::Correlated ::4497498 ::Compressor ::Verifying 
WangLFY02::MohanHLPS92 RemiasSZS97::Terzi ::TangYOW08 ::P174 ::Cichocki 
Das::title Elisa::HarinarayanRU96 ::Yanif ::Optimize ::58 
4497517::Development tocs::Sharad ::Row ::Tung ::Mingzhe 
Program::GalpinBJFP08 Sequential::4497431 ::Diagnosing ::Component ::Banu 
MukhopadhyayP02::Dimitrios 914813::Faloutsos ::CormodeKT08 ::Subbarao ::Shrira 
236::Leslie Fernndez::Convoy ::Uncertain ::Goldin06 ::Direct 
1436::Perfect Tiong::Decomposition ::Support ::Storing ::1462 
Madhyastha::80 Guha::Kwong ::4497605 ::Transparent ::AcharyaAFZ95 
Dayns::Dependency Kossmann::StockmeyerM73 ::EstanN06 ::Hiroshi ::Mitschang 
Filtering::Fegaras GaoHPSA06::Dimensions ::Prototyping ::Places ::939 
536::Minghua 4497515::KuZWW06 ::cite ::159 ::OCallaghanMMMG02 
4497423::Regnier85 1106::19 ::Ertem ::Zwaenepoel ::Panel 
icdcs::Sadhukhan QShuffler::1378 ::267 ::X06c ::Mangold 
toplas::TsatalosSI94 Stefanie::COSTA ::Ontology ::ShethR93 ::Optimal 
1363::Storing Dragut::1433 ::82 ::Martin05 ::Conserving 
Subramanian::Greedy DSI::ChawatheG97 ::Holistic ::BohannonFRS02 ::989 
Goldin::Twig 4497634::Manfred ::Skeen ::P601 ::csur 
ChoR02::ddb GravanoG95::Dyreson ::22851149 ::Searches ::Junmei 
Diversity::320 icde2005::JeungLSZ08 ::RajaramanSU95 ::Chakravarthy ::P342 
742::Aberer 4497500::NakanoIK98 ::Era ::Strength ::Partitions 
Antonio::4497429 67::1460 ::Flattening ::Synopsis ::Telle 
ChenR05::Vlachou Link::841 ::Douglas ::pods ::Ira 
sigmetrics::Andrzej Value::Filling ::1114 ::of ::Alpa 
Jiong::Vries Bhm::LindsayMP87 ::DarFJST96 ::Yalamanchi ::Chang 
1464::173 15310279::Songyun ::902 ::Sunil ::Ruddy 
Copy::4497556 Wichterich::FudosPP02 ::Paradigm ::Clark ::Arnon 
QiaoRNPCFRCYL08::CoT 22850518abs::Yap ::dpds ::TheodoridisSS98 ::Resilient 
Huaiyu::Hibino 14::1397 ::Edward ::CoT ::Expression 
4497516::Collection BonczQK96::4497490 ::565 ::GuptaHR98 ::Taniguchi 
Arjmand::GhandeharizadehHJ92 Answer::DuS82 ::BayerM72 ::Substructures ::Carmem 
Fixed::Wilschut Gehrke::4497588 ::Skyline ::BertinoOYD05 ::22851131abs 
728::LeungNM02 Reorganization::RDMS ::Elhadji ::Debugging ::LiuP98 
Shaped::MannilaR94 P342::cker ::I ::Freeston87 ::Engineering 
PfahringerK95::PuHK06 ViEWNet::696 ::Eberhardt ::4497503 ::Ruddy 
Changing::323 MOOLAP::Kleene ::KeulenKA05 ::End ::isci 
icde2002::Methodical Tanizaki::Kotidis ::Nabar ::Hartmut ::Enumeration 
Assent::Frequent HanMWS01::Ada ::Teaching ::Mansuri ::1543 
Rotem91::Cheong 176::15310529abs ::246 ::Convoy ::Among 
36::Dale Kraus::Kyuseok ::TORPEDO ::87 ::Sarma 
Trade::WangPY05 P522::Lee ::their ::Uncertainty ::1134 
Sergei::Transcoding Jiong::Identification ::Sander ::Sarawagi95 ::Nori 
4497478::69 Collections::TungHH01 ::toWeb ::Weidong ::Franoise 
Weihl87::Domains Daniela::Tsuyoshi ::Tamir ::69 ::Aduri 
LehnerHS02::528 Arbitrary::4497460 ::Learning ::Javeed ::Definitions 
4497637::GrayC89 Ali::ChristophidesCM96 ::pdf ::Heinlein01 ::AkindeCJK01 
Yingqi::Henrich98 Fatma::LuoNEW05 ::4497578 ::ArefCEFGHIMPRTTTVZ02 ::Spatscheck 
242::1429 ManjhiSDO05::Defined ::without ::Jianlong ::MittalHH01 
