::Kitagawa ::Taube 
::DB ::Expressions 
::Policy ::Plans 
::Ho ::Multiversioning 
::Kerry ::Christoph 
::Center ::15 
::Three ::Egemen 
::Lothar ::Proposal 
::Advanced ::Consens 
::Seluk ::263 
::242 ::Tomasz 
::Burger ::Eriksson 
::Daniel ::Shoshani 
::Supporting ::Barclay 
::Srinivasan ::Generation 
::Wisconsin ::Genesereth 
::Koperski ::Nelson 
::Procedures ::Unruh 
::Cube ::among 
::4 ::Mishra 
::Funkhouser ::oriented 
::Qualitative ::there 
::Load ::Scientist 
::Gogolla ::17 
::Jennifer ::Disjunctions 
::Legaria ::Visual 
::287 ::Hearst 
::Krishna ::Ilsoo 
::Phil ::Wilner 
::Boon ::Summary 
::Kuntz ::Editors 
::Recursive ::516 
::Summary ::Haber 
::Scheduling ::215 
::Pierangela ::57 
::479 ::Louis 
::Marvin ::418 
::Y ::Secondary 
::Abraham ::Adelberg 
::258 ::Hppler 
::Solomon ::Interface 
::Clemens ::Colette 
::139 ::Tsatalos 
::Series ::Silvio 
::Masaru ::Yuksel 
::Rabinovich ::Tsur 
::Bruno ::Activities 
::METU ::Motakis 
::Creating ::Naughton 
::L ::Han 
::483 ::Hierarchy 
::Altintas ::Interoperability 
::Sakahara ::ISS 
::Application ::Lewis 
::Valery ::Orthogonally 
::Scalable ::Andrea 
::Krishna ::Boral 
::Hot ::Interfacing 
::Laurent ::131 
::Vitter ::Ooi 
::STRIP ::Predicates 
::Challenges ::Expressions 
::Phillip ::X 
::Konstantinos ::Estimating 
::Scholl ::Zarka 
::Odysseas ::Girish 
::Joachim ::33 
::Stephanie ::Silvio 
::Wayne ::attribute 
::242 ::Seluk 
::Random ::Andrea 
::Norrie ::Log 
::GIS ::using 
::Kilic ::206 
::218 ::ACT 
::Beeri ::Susanne 
::Form ::Gehrke 
::Heiler ::69 
::Facility ::Alfons 
::Keng ::Software 
::Alain ::Ramamohanarao 
::176 ::Measurement 
::Inapplicable ::486 
::Anindya ::Jim 
::Chinya ::Zaane 
::Masses ::Nado 
::Nural ::208 
::Redundancy ::Strssler 
::Nado ::Continuous 
::Wrapper ::Wrttemberg 
::Soo ::zsoyoglu 
::Arguable ::Scheduling 
::Jim ::Other 
::meet ::Mitschang 
::Federated ::Mohammed 
::220 ::Berndtsson 
::Koksal ::Why 
::Utilities ::Zobel 
::Kieling ::Framework 
::Chin ::219 
::Hard ::Reminiscences 
::368 ::Mukul 
::Alonso ::Back 
::Join ::Stefano 
::Generating ::Lothar 
::Stefanovic ::Fetches 
::Right ::Julian 
::Actions ::Ada 
::Store ::Jennifer 
::Algebras ::Optimizing 
::Hoc ::Workshop 
::POSTGRES ::Thatte 
::Renner ::Connell 
::Said ::Ellis 
::Dreyer ::Computers 
::Yih ::Association 
::McKenzie ::Balakrishna 
::with ::Paolo 
::Logic ::It 
::Gelder ::Melvin 
::Shin ::Van 
::Erbe ::Jian 
::Reiner ::Queens 
::Mahboob ::442 
::zden ::Saying 
::Efficiently ::Chirn 
::Gorelik ::Accociation 
::Andersen ::Kamel 
::89 ::Jonas 
::Mitch ::Structural 
::HyperStorM ::Who 
::Pissinou ::Without 
::Roussopoulos ::Tree 
::Measurement ::Tuning 
::David ::OASIS 
::Brazilian ::Jayant 
::Anand ::Activity 
::Lois ::Structural 
::Zloof ::Hppler 
::178 ::538 
::Gordon ::Database 
::Hasanat ::Rolland 
::ke ::Mark 
::Doughty ::Charles 
::Chih ::429 
::Uz ::ACM 
::250 ::Taneja 
::Benchmark ::Machines 
::Best ::Nyberg 
::Remzi ::Sleepers 
::Hayes ::Arya 
::379 ::120 
::Narang ::Abbadi 
::Libraries ::Samet 
::Writes ::Decompositions 
::XSB ::CAD 
::111 ::Bezenchek 
::Optimized ::Ward 
::Turau ::Facilities 
::Validation ::Mohammed 
::Translation ::Maintaining 
::Arne ::Kamalakar 
::O2 ::Computer 
::Samarati ::Tomlinson 
::Eaglestone ::MEDUSA 
::MDM ::Development 
::Builders ::Systems 
::19 ::Pirahesh 
::Stephen ::Liuba 
::Gorelik ::Achievements 
::Errors ::Their 
::High ::Elmasri 
::Zoerntlein ::Kiernan 
::51 ::Segev 
::McIver ::Hearst 
::138 ::Architectures 
::Alex ::554 
::Cetin ::Kornacker 
::La ::Brigitte 
::Rajeev ::Reply 
::Sheldon ::Gibbons 
::Chawathe ::Edgar 
::72 ::Jeffrey 
::143 ::Cattell 
::Module ::224 
::258 ::Skew 
::meet ::Masaru 
::Zaane ::Snodgrass 
::Kuntz ::Amihai 
::Justin ::Snodgrass 
::Calculus ::Frdric 
::Riccardo ::Lum 
::Klonk ::Point 
::Yongdong ::147 
::370 ::vendor 
::Timothy ::572 
::Reference ::510 
::Thanisch ::Kieling 
::Sudhir ::Imielinski 
::Susan ::Module 
::Conjuction ::Samarati 
::159 ::Egemen 
::Laursen ::79 
::Shan ::Karlsruhe 
::Forms ::Kfer 
::Universal ::Chendong 
::Where ::Goldman 
::Berndtsson ::Bharat 
::Lueder ::Emperiment 
::Georges ::they 
::Konrad ::Sibley 
::Beigel ::Vinek 
::Babis ::Leonardo 
::Buffers ::Jenkins 
::Cost ::Garbage 
::Cetin ::Peng 
::Image ::Scalar 
::Subrahmanian ::Beeri 
::Complete ::Edwin 
::Hongjun ::Brief 
::Imielinski ::Building 
::159 ::Errors 
::Burns ::Milo 
::Joakim ::Storage 
::W ::Extendeing 
::Applicable ::Cvetanovic 
::Task ::Seeded 
::Therber ::Perry 
::Mendelzon ::Kanellakis 
::Unnikrishnan ::Li 
::line ::Degradations 
::Garbage ::R 
::Sequential ::Mathematical 
::356 ::Emperiment 
::Size ::ITRI 
::Inc ::Chang 
::Terranova ::Ozcan 
::Joosten ::Approach 
::Consumer ::Volker 
::Motakis ::Braham 
::Kincade ::Control 
::4th ::Hellerstein 
::Infrastructure ::Usability 
::Manager ::Alfonso 
::Partitioned ::133 
::Davidson ::Amouroux 
::Preliminary ::OODB 
::McGuinness ::182 
::74 ::Takeshi 
::Errors ::PRIMA 
::Only ::465 
::57 ::Jint 
::by ::Krzysztof 
::How ::377 
::Hillyer ::Delaunay 
::initPage ::Meta 
::Results ::trees 
::Kent ::Schuble 
::Cook ::Wolfson 
::93 ::Controlled 
::The ::110 
::Administration ::Trobe 
::Recursive ::CITRI 
::Broadcast ::Dale 
::Shmueli ::Ramanathan 
::Giansalvatore ::Don 
::Area ::Quass 
::Size ::Flix 
::Optimizing ::Kilov 
::Utilization ::Farias 
::Quantitative ::Dataflow 
::Willie ::Ravishankar 
::Lee ::Johann 
::Semistructured ::EXODUS 
::Mohammad ::Programs 
::Kuck ::Unified 
::Dyson ::Min 
::Waqar ::489 
::NASA ::Arthur 
::Kuno ::Online 
::Jensen ::Rastogi 
::Scalability ::Shapiro 
::Evrendilek ::through 
::Institute ::Aloysius 
::Yoshikawa ::Keun 
::von ::235 
::Melvin ::Predicate 
::Hppler ::We 
::Gives ::DARPA 
::OGDI ::volume 
::Stolfo ::Malcolm 
::178 ::Atomic 
::Tokens ::Multiattribute 
::218 ::Mechanism 
::Gunter ::Yurek 
::Rosenthal ::Progress 
::Hughes ::423 
::Cardinaels ::Three 
::Koch ::McIver 
::Bandwagon ::Scalability 
::Establishing ::Rule 
::Mayford ::Strategies 
::Chim ::Rafanelli 
::Methods ::Schwartz 
::Lukas ::Extensible 
::Cocktail ::7 
::310 ::Behaviour 
::Bauzer ::Eui 
::yiu ::Su 
::Lamersdorf ::Matias 
::Providing ::Melmom 
::Walch ::Amy 
::135 ::Jhingran 
::Sources ::Jonas 
::Support ::Shiri 
::497 ::Jr 
::Merialdo ::Phillip 
::Selfridge ::Diagram 
::using ::Krzysztof 
::Experimental ::Zurich 
::Blott ::Chen 
::172 ::Refresh 
::389 ::Maheshwari 
::Shinichi ::Etheredge 
::Shenoy ::Modification 
::Sybase ::Shahram 
::Gardarin ::Peng 
::Content ::Reply 
::High ::Load 
::Scalar ::Larson 
::Supporting ::Shian 
::Numeric ::Wilburt 
::Pistor ::Dale 
::Clements ::Riekert 
::Ramachandra ::meet 
::Testing ::Korn 
::Sudarshan ::219 
::Models ::No 
::Sciore ::AlphaSort 
::Actual ::Rengarajan 
::Masses ::CoopWARE 
::Rajeev ::Personal 
::Heterogeneous ::54 
::Icons ::Operation 
::Features ::Checking 
::III ::Wendy 
::Schuh ::Hypertabular 
::Relationship ::Editorial 
::they ::Reply 
::Karvelis ::Closing 
::Livny ::Hoel 
::Persistence ::Picture 
::Abstract ::Unruh 
::Nichols ::Zaniolo 
::Levy ::Institute 
::321 ::Paper 
::Federation ::Brice 
::Effectiveness ::Tutorial 
::Terrance ::line 
::Century ::4th 
::Malcolm ::Stanford 
::272 ::Normal 
::Been ::Andrianopoulos 
::Through ::139 
::Kramer ::Pires 
::Etheredge ::414 
::IPSI ::70 
::130 ::Out 
::DeWitt ::Viviane 
::72 ::Sycara 
::Kabiria ::Unstructured 
::Subsequence ::Hsiao 
::Ming ::Maheshwari 
::Donko ::One 
::Datta ::Ramamohanarao 
::Legaria ::Jonsson 
::Erhard ::Annotated 
::Morishita ::518 
::Gerlhof ::authors 
::Fatima ::Realizing 
::SBBD ::Multiattribute 
::Network ::Gives 
::Goyal ::326 
::Mancuhan ::Hasanat 
::Geo ::Matthew 
::Educational ::479 
::ETH ::Geophysical 
::Jamison ::Scholl 
::Images ::Vassilis 
::353 ::level 
::Mannino ::Lightweight 
::Agents ::Jagadish 
::Cory ::Vaskevitch 
::DARPA ::Mukul 
::were ::Estimation 
::Shoring ::Barinderpal 
::OLTP ::Tannen 
::DAFTG ::50 
::387 ::Katz 
::Sciore ::Influential 
::Integrated ::Taosong 
::Yahiko ::Support 
::Jochen ::Fetched 
::Meltzer ::Impact 
::Nural ::CoopWARE 
::Ganguly ::Vingralek 
::474 ::Mrcio 
::Achievements ::MLS 
::Englert ::et 
::Answering ::Mehmet 
::Sudhir ::Trueblood 
::Value ::NP 
::Glossary ::1951 
::Optimizers ::TSQL2 
::Arjan ::Munindar 
::Kline ::Validation 
::Mason ::Kiernan 
::Shian ::Value 
::Can ::Hartson 
::Shilpa ::Narain 
::Normal ::Roark 
::Functional ::Chopping 
::Globally ::Christophe 
::Declustering ::Mapping 
::RISC ::Sonia 
::Celis ::dimensional 
::Lashkari ::Morin 
::Dyreson ::Cox 
::Precise ::TODS 
::Jian ::Rmy 
::Obrst ::Trueblood 
::Capability ::Claims 
::Approach ::GIS 
::Fast ::Resource 
::Berson ::Multi 
::111 ::Widoff 
::Tsichritzis ::Hasan 
::Trigger ::Alternative 
::520 ::Jagadish 
::Sort ::Engineering 
::UNIX ::Adali 
::Cliff ::Navin 
::Hans ::are 
::D ::Gung 
::A ::Presence 
::Historical ::Carlo 
::214 ::TODS 
::Wileden ::Theodoridou 
::Flip ::Navathe 
::Singh ::Optimizers 
::Rowe ::276 
::Brodsky ::Arbee 
::Viswanath ::Grandi 
::OnLine ::253 
::Optimistic ::Kiran 
::Amit ::Klaus 
::Colby ::Iterative 
::CoopWARE ::Energy 
::Galindo ::219 
::Paolo ::Inference 
::Base ::Browsing 
::Energy ::Fundamental 
::Yue ::315 
::Ecklund ::Gehrke 
::Organization ::Paton 
::Stored ::Davison 
::Malkemus ::Acharya 
::183 ::Tan 
::Raymond ::Kifer 
::Sakahara ::Easy 
::Up ::Prospector 
::Chakravarthy ::Bill 
::radi ::Albert 
::Mariposa ::Gultekin 
::Mitschang ::Principles 
::Shahram ::Interval 
::Jeanine ::Ming 
::MDM ::Environment 
::125 ::Zaniolo 
::Chaudhuri ::Saygin 
::Interactive ::Transaction 
::Josef ::Tam 
::Yeung ::Jussi 
::Pedersen ::Sellis 
::ObjectStore ::Expressive 
::Buffer ::Consensus 
::Jerry ::Document 
::468 ::Stored 
::414 ::Kowarschick 
::User ::Ni 
::Marti ::RIDE 
::Aberer ::Gal 
::Indexes ::ANSI 
::Event ::111 
::Morishita ::Globally 
::Jeusfeld ::540 
::Eick ::Deleting 
::Files ::ISS 
::BIRCH ::CODASYL 
::Yang ::Experiments 
::Jyh ::Creating 
::280 ::Historical 
::Multiattribute ::Bifocal 
::Mendelzon ::Birgitta 
::Ee ::Mariagrazia 
::UIS ::Mitschang 
::Sites ::MINOS 
::Roger ::Lists 
::Shectman ::Pang 
::57 ::Calculus 
::Papazoglou ::order 
::356 ::Anastasia 
::Subramanian ::Yoshinori 
::138 ::EDUCE 
::a ::Complex 
::42 ::Johann 
::Libraries ::Salzberg 
::Accessing ::Logic 
::Zurek ::Helen 
::I ::Outs 
::Mike ::Random 
::Multi ::137 
::Roger ::Arpaci 
::Kon ::Saxton 
::Geppert ::Hoel 
::Amit ::He 
::Artur ::Cowley 
::BUSINESS ::Fatma 
::Shum ::Bra 
::239 ::Albert 
::Barbara ::Thomas 
::283 ::Standard 
::Delobel ::Gist 
::221 ::Studies 
::509 ::Jnsson 
::Pedro ::Its 
::Lynn ::Rosneblatt 
::Abel ::Ferri 
::Sten ::270 
::Narang ::XSB 
::Frdric ::Predictive 
::Indices ::208 
::Lefler ::automatic 
::Zwilling ::Loops 
::SQL ::Report 
::Ward ::Christine 
::were ::Dyson 
::Dayns ::The 
::Summary ::Suzanne 
::Masum ::Join 
::Meckler ::Colin 
::Flat ::COSS 
::Fundamental ::Generalized 
::Ahmed ::Alexander 
::Up ::Thor 
::Radzyminski ::Miranda 
::Strengthen ::Codes 
::DBMS ::Musukula 
::World ::Allan 
::Serge ::Position 
::Uniform ::98 
::131 ::Ambuj 
::Rajaraman ::Disjunctive 
::Luis ::Inference 
::Spyros ::Matching 
::ISS ::Ieong 
::Elsbernd ::Matchmaking 
::Reorganization ::Multi 
::Davis ::Copeland 
::Gehrke ::Poosala 
::Vista ::Ailamaki 
::Fast ::119 
::populated ::102 
::Schuble ::Building 
::Allen ::Century 
::Kao ::Mosh 
::Tallot ::Trusted 
::Margulies ::395 
::Darwen ::Desai 
::Ugur ::BeSS 
::Framework ::Sten 
::Rundensteiner ::Assets 
::Answer ::Implications 
::Polyzois ::Audit 
::GESTALT ::Choo 
::481 ::Stephen 
::Polymorphic ::Zoerntlein 
::Zeleznikow ::Dynamically 
::556 ::Critical 
::Trading ::Match 
::AI ::Gadia 
::91 ::109 
::Mostly ::3 
::Lanzelotte ::Hawthorn 
::Markowitz ::Improved 
::371 ::Denis 
::Edwin ::Ramamritham 
::Krithi ::One 
::Carter ::45 
::Relly ::Yasuhiko 
::Infrastructure ::Multiversion 
::Nabil ::Garofalakis 
::Kam ::261 
::B+trees ::483 
::Left ::Role 
::Manolopoulos ::122 
::Gal ::EXODUS 
::NII ::381 
::Mitschang ::154 
::Report ::Prasad 
::Lukas ::dimensional 
::Donovan ::Wrappers 
::284 ::Bernard 
::Apparatus ::Linkage 
::Max ::Llirbat 
::Bolour ::K 
::NTHU ::Rozenshtein 
::into ::NII 
::Nestorov ::Declustering 
::relational ::Cook 
::Queensland ::Eriksson 
::Backup ::Stephanie 
::Apparatus ::35 
::57 ::Claude 
::Meaning ::50 
::Informix ::Stepwise 
::Flat ::Toby 
::Crisis ::Hoch 
::43 ::Suppletment 
::Rowe ::Tokens 
::Translation ::Wen 
::Patrick ::106 
::Thyssens ::Hillebrand 
::Proposed ::Smith 
::Beliefs ::Darwen 
::Molina ::Suppletment 
::Srivastava ::Sheung 
::Optimistic ::Gnther 
::Reclustering ::One 
::Visualisation ::Cubes 
::Hoch ::Shea 
::Bertino ::Shashi 
::Krithi ::Wrapper 
::Stanford ::Legat 
::Knowledge ::Eui 
::Krishnan ::Ulla 
::TCP ::Constructing 
::Fraternali ::Integrating 
::line ::Englert 
::Base ::Lukas 
::Rastogi ::Garofalakis 
::191 ::Himanshu 
::Tertiary ::Marina 
::Sharad ::Recovery 
::Directions ::Efficient 
::Fagin ::Souza 
::Inference ::B+trees 
::Update ::Lorentzos 
::Eui ::Goel 
::503 ::Young 
::13th ::Tschernko 
::Next ::Mike 
::Sorting ::III 
::Biliris ::Castro 
::Crestana ::Bauzer 
::Only ::514 
::Use ::Compiled 
::378 ::226 
::276 ::Centre 
::Counting ::Gordon 
::Li ::243 
::Tannen ::Activities 
::Rewiew ::Hubert 
::Cichocki ::F 
::541 ::Katz 
::Lawande ::Qian 
::503 ::Naveen 
::SMP ::Achievements 
::Grasnickel ::Experience 
::Providing ::Mediratta 
::Minute ::DBMS 
::Alain ::Borras 
::Novak ::Lois 
::Schlageter ::be 
::Extendeing ::Controlled 
::CoopWARE ::McGuinness 
::Silvano ::Much 
::Kupiec ::End 
::98 ::Knoblock 
::Behaviour ::1999 
::Sequences ::Accociation 
::Approach ::65 
::Pages ::Lu 
::Visualisation ::Azer 
::title ::Years 
::564 ::Maurizio 
::Susan ::Korth 
::Marvin ::Experience 
::Shared ::Rafael 
::Technologies ::Mohammad 
::OLAP ::Garnett 
::36 ::AMS 
::Hector ::articles 
::Gibbons ::Incorporating 
::Silverstein ::Classroom 
::Fishman ::Historical 
::Fishman ::190 
::Hara ::Flynn 
::Kspert ::Stphane 
::Markos ::Durusoy 
::Bengt ::147 
::186 ::Example 
::Deleting ::527 
::Taube ::Ahmed 
::Merialdo ::Franz 
::Overview ::in 
::Pattern ::Rowe 
::Franoise ::de 
::Ghassan ::Ward 
::Crestana ::75 
::230 ::B+trees 
::Establishing ::Structure 
::Management ::Industrial 
::O2 ::Ju 
::428 ::Meltzer 
::Commitment ::Berndtsson 
::STARTS ::Hasselbring 
::for ::SEMCOG 
::Burrows ::Stefano 
::Renner ::Sizes 
::Access ::Soo 
::Kerschberg ::215 
::XSB ::Theodoridou 
::EFDBS ::XSB 
::Logging ::Dayal 
::Experiments ::Inge 
::Errors ::Tom 
::Anastasia ::Priti 
::Versus ::Desai 
::McIver ::Blanken 
::SE ::Marianne 
::Consumer ::Karlsruhe 
::Phil ::Turau 
::Pedagogic ::from 
::Nandlal ::Applicable 
::Arpinar ::Ptool 
::I ::Defense 
::Local ::Stable 
::Meckler ::Jeanine 
::Hansson ::Shrira 
::Mixed ::Dependencies 
::1993 ::Thumb 
::ichi ::Kowarschick 
::Beyer ::Acitivities 
::Hughes ::Hans 
::Olga ::Logging 
::Sivasankaran ::Kucera 
::Consistent ::Collection 
::Tiziana ::Perform 
::title ::Llirbat 
::Roussopoulos ::Day 
::Alfons ::Executive 
::Documents ::Franoise 
::there ::Array 
::Hara ::T 
::Kohler ::Klemens 
::Publication ::Larry 
::Presentation ::Georges 
::at ::Margaret 
::Query ::Peter 
::ODE ::Independence 
::Reuter ::88 
::Accessing ::Milt 
::308 ::Academic 
::BIRCH ::Storage 
::Nathan ::Arne 
::Blanken ::371 
::Multi ::Kriegel 
::479 ::Masatoshi 
::What ::Darling 
::511 ::Wahab 
::Evolving ::Gerlinde 
::Concurrent ::Jr 
::Nectaria ::Semantics 
::Wenger ::Third 
::Lausen ::Cichocki 
::Meeting ::Kotidis 
::Generalizing ::DataBlade 
::Wilburt ::430 
::Wechsler ::Myllymaki 
::Spyros ::Machiavelli 
::Chief ::Nural 
::Manifesto ::545 
::Guozhu ::K 
::65 ::Markus 
::Bra ::Actual 
::Kuno ::Deferred 
::Kooi ::March 
::Designers ::Rahm 
::Mosh ::Douglas 
::Bancilhon ::Wimmers 
::Revisited ::Mariposa 
::Geppert ::Fetches 
::Shian ::DeMichiel 
::Cruz ::Raschid 
::Nolan ::Repositories 
::Jakobisiak ::Wilhelm 
::Tsangaris ::Riekert 
::Alexandros ::Tim 
::Beat ::Nelson 
::Improving ::Pons 
::Sensed ::529 
::BUCKY ::Mohammed 
::IMPRESS ::Through 
::406 ::B 
::154 ::Indexing 
::Peithner ::Natarajan 
::Fragments ::255 
::Poosala ::388 
::Tien ::Wide 
::Crisis ::Revisiting 
::Alfonso ::Claire 
::Warehouses ::Inheritance 
::173 ::System 
::Load ::Entity 
::Zeleznikow ::39 
::Kooi ::Extensions 
::Korth ::Cvetanovic 
::Mining ::Garofalakis 
::DBMSs ::Tool 
::Avoid ::Thin 
::Four ::authors 
::Finally ::Series 
::483 ::Brachman 
::120 ::Ad 
::Amouroux ::Assets 
::165 ::44 
::DeeDS ::461 
::Aggregates ::Predicates 
::Shan ::Algebras 
::Syan ::545 
::1951 ::93 
::Markos ::Miranda 
::Effective ::Algebras 
::Module ::Schwarz 
::Segev ::Separation 
::183 ::Apparatus 
::Martin ::Programming 
::Current ::Keng 
::Basket ::395 
::Logical ::310 
::Sean ::Kenneth 
::Gebhardt ::USL 
::with ::Better 
::Everthing ::401 
::Expressive ::Quickly 
::DEVise ::Laver 
::Jacek ::Extracting 
::Standard ::Inserting 
::Multiprocessor ::Kim 
::80 ::Gaffney 
::Nandlal ::205 
::Atul ::Srikant 
::Virtual ::Joins 
::Reclustering ::Elisa 
::Nikhil ::Modify 
::Budet ::Guangshun 
::Amihai ::Quass 
::Van ::59 
::Jerrold ::Alexander 
::Zwilling ::Golshani 
::Nandlal ::Bruns 
::277 ::Georges 
::Adelberg ::Manfred 
::Mogi ::Nita 
::Colby ::Opportunities 
::Ozkan ::InfoSleuth 
::Elisa ::Pena 
::Blakeley ::Cem 
::Truszkowski ::Datta 
::Myllymaki ::ARIES 
::Zaharioudakis ::Wilson 
::Shutdown ::Can 
::Griffeth ::Assets 
::are ::Despina 
::Are ::BUCKY 
::306 ::Badia 
::Best ::Suciu 
::Elsewhere ::Ulm 
::Client ::Widom 
::Integrity ::View 
::Standardization ::Meets 
::Medical ::Reich 
::R ::Gunter 
::Packer ::Steven 
::217 ::Prolog 
::Ghemawat ::Ling 
::466 ::Buchmann 
::Pattern ::Combinatorial 
::Hierarchies ::Mok 
::185 ::Religious 
::Bharat ::Franklin 
::Enhanced ::Earth 
::Sushil ::Example 
::Griffeth ::Costly 
::Eugene ::47 
::Silberschatz ::Active 
::language ::Kam 
::Text ::DBA 
::Sizes ::Neil 
::Kashyap ::Biskup 
::215 ::185 
::289 ::Anil 
::Sergey ::Vienna 
::Distributed ::Mendelzon 
::Willard ::Jeffrey 
::74 ::Gunter 
::Kiran ::Domains 
::Boral ::Marek 
::METU ::Quasi 
::Display ::Bibliography 
::Department ::Hong 
::Andrew ::Zeleznikow 
::Stuckey ::Fry 
::Franois ::Algorithm 
::263 ::Open 
::Set ::Ozkan 
::Servers ::at 
::Boral ::Fred 
::Notions ::Kotagiri 
::Andreas ::Federated 
::Narain ::L 
::Keith ::Tam 
::Context ::325 
::Yehoshua ::Modify 
::Bernhard ::adaptive 
::Multi ::Editor 
::Alex ::Brazilian 
::Presentation ::Hypothetical 
::Parallelism ::ARIADNE 
::Bhm ::319 
::Sarathy ::250 
::Mok ::Shenoy 
::Influential ::Subramanian 
::Juergen ::Apparatus 
::Thinksheet ::Chairman 
::Images ::490 
::Krll ::DART 
::Warehouse ::International 
::Useful ::Cole 
::Sheldon ::be 
::Dynamics ::Budget 
::Bayardo ::227 
::Doppelhammer ::Query 
::Lausen ::Picture 
::Silverstein ::Transactions 
::Xian ::Naveen 
::Reconstructed ::Duval 
::Oki ::Ravishankar 
::145 ::ITRI 
::Kowarschick ::21 
::Bargmeyer ::Helal 
::Bukhres ::Semantics 
::Thinksheet ::Marvin 
::Richard ::553 
::Max ::Andreas 
::Online ::Commentary 
::Antonio ::149 
::Two ::Building 
::O ::Schneider 
::Isabel ::Crisis 
::Marek ::Objectives 
::Garlic ::Ricky 
::Digital ::GUI 
::Ozcan ::Consistency 
::Sequential ::377 
::Rowland ::63 
::Gerhard ::FZI 
::Editorial ::294 
::Gouin ::Sources 
::Utilizing ::Very 
::Lum ::41 
::Ross ::55 
::Casanova ::Area 
::Luis ::Updating 
::Olga ::Ramanathan 
::Sharing ::39 
::Carey ::Subsequence 
::63 ::Shenoy 
::551 ::358 
::Reedy ::42 
::Mike ::554 
::Florescu ::Miron 
::Defined ::Image 
::Isabel ::Kocharekar 
::82 ::Kuan 
::Erbe ::Clark 
::Belinda ::Phil 
::Said ::Arya 
::Agenda ::215 
::Mamou ::99 
::Kang ::196 
::Michele ::3D 
::Ganguly ::Section 
::for ::205 
::Bra ::Language 
::Novak ::Thin 
::Interoperability ::Mehrotra 
::Infinite ::BeSS 
::Mitschang ::Yu 
::Divesh ::Thierry 
::Relihan ::4 
::Sten ::Parity 
::Hawthorn ::555 
::252 ::Multidatabase 
::Reedy ::Append 
::Vienna ::350 
::Tomasz ::Hypothetical 
::Borgida ::Descollonges 
::Commitment ::Estimation 
::Hanson ::Yibei 
::Saygin ::Cardenas 
::Marina ::Globally 
::84 ::Abel 
::Leonardo ::Thin 
::Winslett ::Bjrn 
::Manager ::Sources 
::University ::Updates 
::P ::Chang 
::233 ::Thor 
::Popova ::Marcel 
::Hsiao ::Altinel 
::DBA ::Lodge 
::Work ::Partition 
::Graefe ::Mlle 
::335 ::171 
::Benny ::CSA 
::Letter ::Services 
::Prolog ::Datta 
::Yuri ::Rewiew 
::Storage ::Davidson 
::Arun ::Yangarber 
::Replication ::Simillion 
::Shahram ::364 
::Woelk ::Hashing 
::Storage ::Muth 
::Warehousing ::Sengupta 
::Dependencies ::Modify 
::University ::Kambayashi 
::Files ::Wilms 
::Garcia ::VLDB 
::Programs ::Ho 
::447 ::Made 
::TODS ::We 
::Hansson ::Henk 
::Hsiao ::Cory 
::Teradata ::Kfer 
::186 ::Remote 
::Transitive ::Mikael 
::ITASCA ::Extensible 
::Computers ::Paton 
::Lionel ::Imielinski 
::Stephen ::Measurement 
::Redundancy ::Effective 
::Sacks ::Repositories 
::Ghosh ::118 
::Orenstein ::DAFTG 
::Hayes ::Fatima 
::Investigation ::Workbench 
::I ::Robertson 
::97 ::187 
::Perry ::18 
::Laurent ::Gary 
::Buffers ::Cruz 
::0 ::435 
::Relaxed ::Hierarchical 
::Gook ::Hasanat 
::Altinel ::Wodtke 
::Jonathan ::398 
::Flokstra ::Ghemawat 
::191 ::Bonnet 
::Fatma ::Recovery 
::Breunig ::Kooi 
::Machines ::Lougenia 
::132 ::Shekita 
::38 ::Towsley 
::Chan ::Module 
::King ::Narain 
::Haas ::Morimoto 
::Contents ::Jenkins 
::Rudolf ::Generalized 
::Wildcards ::Relationship 
::Brazilian ::MMDBS 
::Command ::Hearst 
::Rebuilds ::Global 
::Baclawski ::Pat 
::Larson ::Tradeoffs 
::Karthikeyan ::Into 
::265 ::Jagadish 
::Creating ::Administering 
::System ::Sevcik 
::Mechanisms ::Castano 
::Sagiv ::233 
::24 ::Nutt 
::McClatchey ::Joosten 
::Toward ::MDM 
::Platforms ::Wen 
::Prashant ::Winds 
::Nikolai ::Hoppenbrouwers 
::Taylor ::146 
::Zorn ::Jordan 
::Nesting ::Action 
::Crash ::Maurice 
::Concerning ::Tomasz 
::24 ::Ben 
::yiu ::Gook 
::Highly ::Gogolla 
::Knowledge ::543 
::Aided ::134 
::Barber ::Griffeth 
::van ::OLE 
::Ulm ::DEC 
::Kam ::67 
::Locking ::Gaffney 
::Deferred ::Federation 
::Arbee ::Meyer 
::48 ::Nado 
::Ad ::Malkemus 
::Flat ::Carey 
::Records ::Henk 
::87 ::254 
::Cammarata ::yiu 
::IM ::Turau 
::Takanari ::formerly 
::No ::Ramesh 
::116 ::Willard 
::Wilner ::Base 
::are ::Advanced 
::Marcel ::Barry 
::Hirata ::Gnauer 
::1990 ::184 
::volume ::583 
::Life ::1988 
::Jack ::25 
::23 ::Stonebraker 
::Assurance ::Cruz 
::Cluet ::Dusseau 
::Sten ::Gupta 
::Reclustering ::Arbee 
::Structure ::Thomas 
::41 ::Moore 
::L ::218 
::Meyer ::Time 
::Rosenthal ::557 
::CoopWARE ::Massively 
::Summaries ::Step 
::DeWitt ::138 
::Kuan ::217 
::Laura ::Dayal 
::Predicate ::ACT 
::Sripada ::377 
