::Neel ::412 
::Measuring ::1073 
::FAST ::Its 
::Yeol ::Zhaohui 
::Mixing ::Blocking 
::Designing ::1357 
::RoschGL08 ::1118 
::Process ::1512 
::534 ::Manjhi 
::Ashraf ::Biological 
::LeuteneggerL98 ::Vee 
::Jagannath ::kdd 
::Future ::Trasarti 
::ManjhiSDO05 ::ChenRDEGS06 
::Balmin ::Sudipto 
::Perego ::LiuHXS06 
::1498 ::Roger 
::Reviewers ::4497619 
::Categorical ::Background 
::5 ::De 
::Correlated ::LiuM96 
::Prioritization ::Akrivi 
::741 ::Histogram 
::Outstanding ::dl 
::Qing ::Mozafari 
::Procedures ::1391 
::Skyline ::4497632 
::Hristidis ::HiWaRPP 
::310 ::Visibility 
::Jianping ::22850273abs 
::159 ::115 
::1556 ::Chow 
::Babu ::Managed 
::Dogac ::ATM 
::Native ::KoudasS97 
::Hoare69 ::15310369abs 
::Replica ::Ariel 
::1435 ::FranklinC92 
::of ::625 
::Trends ::Seltzsam 
::ChaudhuriDK06 ::Young 
::Sarawagi ::Views 
::1612 ::Reference 
::PabmanabhanG06 ::4497444 
::ShrivastavaMR08 ::Dissemination 
::283 ::TelegraphCQ 
::WuXTL06 ::BouganimFPV01 
::BonchiGLOPT06 ::HwangPS98 
::business ::Hisashi 
::Arbitrary ::Ahmad 
::Location ::Auditing 
::Anna ::SchmidtJS06 
::Quasi ::IwenLP08 
::4497502 ::22850190 
::4497580 ::KemperK93 
::22851013abs ::Caetano 
::4497450 ::742 
::Yue ::4497631 
::Monica ::Shipra 
::Teixeira ::Past 
::Zhiping ::4497591 
::Johnson98 ::Kyun 
::Approximating ::WebIQ 
::Available ::Meta 
::Ledlie ::Tuning 
::Jiawei ::Realization 
::ArefS94 ::Jiexing 
::usenix ::Streams 
::Abbadi ::HuangJLO06 
::85 ::E 
::Barga ::1432 
::Spannagel ::WhangKW94 
::Denise ::CLICKS 
::Extra ::Ouzzani 
::Kambhampati ::Thatte 
::Clio ::Generic 
::Sentiment ::PermJoin 
::P578 ::Nuwee 
::4497579 ::Making 
::cker ::15310345abs 
::BilirisO93 ::BrantnerHKM05 
::1603 ::Vclav 
::UNIDOOR ::Annotator 
::387 ::P334 
::JainMTC95 ::P254 
::Huiming ::114 
::790 ::P297 
::263 ::1433 
::Ziyang ::127 
::RDF ::Semantics 
::Andreas ::Guarantees 
::ChiS05 ::sub 
::Atluri ::Collections 
::Miled ::DrivenWeb 
::SankaranarayananAS06 ::Anh 
::Abul ::Singer 
::15310271 ::Dilys 
::Ljosa ::Stephan 
::KashimaTINHEF05 ::Larson 
::Punctuation ::LittleAFGRSV93 
::4497520 ::Suel 
::Zhengli ::914879 
::code ::Curtis 
::Luc ::Privacy 
::4497489 ::Pontieri 
::Georges ::Vectors 
::Reality ::631 
::ZhaoDN97 ::Choi 
::1444 ::e 
::4497470 ::Michael 
::330 ::Bicer 
::Mei ::AssentWS06 
::HouJ06 ::Frank 
::Rabsch ::mta 
::Koloniari ::Bayardo 
::Simple ::DimitrovaG94 
::Sergej ::Narasayya 
::Serap ::AHYDS 
::Outlier ::SilbersteinHYY05 
::Nan ::Pavel 
::Dewri ::1100 
::Mic ::Levandoski 
::Author ::Jansen 
::PuL91 ::Terracina 
::Boncz ::Aleksandra 
::Sequenced ::Prasanna 
::De ::Atri 
::EROCS ::BancilhonR86 
::15310369abs ::LiebermanSS08 
::631 ::81 
::4497448 ::Sikkupparbathyam 
::KimPC01 ::Brenninkmeijer 
::Bootstrapping ::116 
::ShethR93 ::Wong 
::BertinoOYD05 ::Across 
::Pinto ::1563 
::Web ::Ramamurthy 
::RajaramanSU95 ::Indexed 
::Bugra ::Borkar 
::Heng ::Papotti 
::Reduction ::102 
::AdaliCCES96 ::Influence 
::Banerjee ::Sunil 
::Jensen ::519 
::Siberski ::Castellanos 
::641 ::ChenOO08 
::Good ::4497552 
::AnwarMC93 ::HP 
::406 ::Maskey 
::File ::Thu 
::Vijayalakshmi ::Co 
::Torlone ::Novak 
::4497635 ::Histories 
::Fabian ::Problem 
::1384 ::Zhewei 
::Pasi ::Be 
::Lookups ::134 
::Dimitris ::Cyclic 
::Jens ::Edoardo 
::Cattell94 ::Neel 
::Shedding ::Faradjian 
::Aoying ::XieYCWY08 
::40 ::Vu 
::BeckerHF93 ::Stoumpos 
::Ertem ::KarrasM08 
::482 ::Salvatore 
::Gryz98 ::Shen 
::Sun ::HollandG92 
::SlidingWindow ::FlicknerSAHDGHLPSY95 
::Neighbors ::tit 
::Zadeh65 ::QoSMig 
::HaraHTN97 ::4497565 
::802 ::P542 
::Sheng ::Improving 
::1330 ::Rhm 
::1367 ::Stephen 
::Zina ::Skylining 
::AndresO98 ::Haas 
::Display ::AtzeniMM97 
::Overlay ::Bhm 
::Xing ::Furche 
::Park ::XQSE 
::Siva ::Windhouwer 
::Schemes ::Cichocki 
::Scenarios ::Alon 
::973 ::Margaret 
::1556 ::MolinaS87 
::html ::EltabakhOAELASB08 
::Serialization ::Client 
::PageRank ::15310673abs 
::ChengCMC08 ::Amarmend 
::2001 ::Mumick 
::Akiko ::Traceability 
::LeuteneggerEL97 ::Bressan 
::Kwietniewski ::IpeirotisNCG05 
::Xianghong ::Sharad 
::Graefe98 ::cover 
::FelipeHR08 ::Closed 
::Grahne ::Shuyu 
::AbererH02 ::Agrawal 
::BrinkhoffKS96 ::Query 
::Sardar ::YaminiG05 
::Multidimensional ::BohmPS06 
::Authority ::Shim 
::Similarity ::Jianlin 
::Greene89 ::zsu 
::Global ::Counting 
::PanZW08 ::4497410 
::Luping ::Hilda 
::SnodgrassA86 ::Cecilia 
::Representing ::131 
::ChaAHS05 ::Conor 
::Alink ::Czajkowski 
::Search ::Marios 
::nato ::SlidingWindow 
::Guttman84 ::YangL01 
::1456 ::Ln 
::Simultaneous ::Integrity 
::BlakeleyCERW05 ::Christine 
::Computation ::Dependable 
::KrishnaprasadLMWA05 ::Michalis 
::Luca ::Down 
::22850159 ::Leymann95 
::379 ::Kamath 
::Cloud ::1405 
::Schwarzkopf ::1592 
::4497463 ::NgOT02 
::BunemanCFHMV05 ::Gao 
::Zadeh65 ::Music 
::Maruyama ::Yibin 
::Raymond ::Estimator 
::Metadata ::59 
::Jinze ::Erhard 
::FlescaFG02 ::LeeHL08 
::Data ::RastogiMBKS93 
::1228 ::939 
::P436 ::Sales 
::MorsePG06 ::KashaniS06 
::Xiaochun ::Optimizer 
::SrivastavaDJL96 ::Dessloch 
::Chawathe ::22851104abs 
::107 ::216 
::178 ::22850357 
::Azer ::Gryz 
::Vijay ::151 
::Recycling ::Shuai 
::Factorization ::Hara 
::NtarmosTW06 ::Ramez 
::Pankaj ::KeijzerK08 
::Rong ::KhaYU01 
::Xiaoxin ::P134 
::Mengzhi ::914810 
::SametA95 ::4497591 
::22850020abs ::514 
::Chih ::Simonas 
::an ::Mlivoncic 
::Dimitris ::QuLM06 
::Afalg ::BlumrichLADFS94 
::ZhangLXKW06 ::22850742abs 
::4497446 ::Every 
::Yoshinari ::if 
::Extremely ::Ketchpel 
::Panagos ::GirodMNRTBM08 
::Abowd ::P424 
::4497497 ::22850767abs 
::ups ::1631 
::Traina ::SemCast 
::4497503 ::463 
::Olston ::Build 
::Erik ::Vivek 
::toplas ::Interval 
::P362 ::RastogiS98 
::Adaptation ::From 
::1604 ::NabeelB08 
::Cooper ::AyadNWS06 
::947 ::Douglas 
::Ramakrishna ::22850403abs 
::Kristal ::Markov 
::Zimmermann ::P412 
::Sundaresan ::Make 
::BayerHR80 ::4497580 
::Jin ::P144 
::Gruber ::Xingdong 
::190 ::Bulut 
::Ln ::Zimmermann 
::ProcessingWindow ::957 
::LjosaBS06 ::Chakrabarti 
::Engineering ::ZhouOT05 
::Accessibility ::Tradeoffs 
::1497 ::IkedaMITHHO05 
::KistlerS92 ::Anastassia 
::519 ::Narasayya 
::Asonov ::264 
::JensenSS94 ::Wierman 
::4497437 ::ShivakumarG96 
::UchiyamaOH05 ::Deligiannakis 
::Unstructured ::Containing 
::890 ::Transactional 
::Ralf ::Pessimist 
::Xia ::YiJF98 
::CallanLC95 ::Locality 
::Hamid ::Sellentin 
::LeeE01 ::Combining 
::Jianliang ::Mumick 
::Regnier85 ::aw 
::654 ::952 
::1465 ::NeumannHM05 
::Sun ::Memoriam 
::Leong ::Dennis 
::dood ::1370 
::306 ::Never 
::Laura ::Suel 
::Vineel ::Floris 
::Centric ::LeeHL08 
::Krithi ::Chung 
::Available ::PictureBook 
::Stephen ::Denny 
::1032 ::4497550 
::Columns ::15310166abs 
::Qu ::Haas 
::Bulut ::Ayad 
::22850518abs ::Greene89 
::Watzke ::Context 
::pods ::22850322 
::ChenSZ05 ::SeltzsamGKK06 
::Tears ::Soumen 
::Calisto ::Graphs 
::625 ::287 
::WhiteJ96 ::22850516abs 
::Shekita ::4497412 
::Enumeration ::843 
::Mason ::Luo 
::Histograms ::DaWaII 
::Light ::1506 
::ACT ::15310496 
::Complex ::1342 
::OwickiG76 ::KriegelKKRS08 
::Habich ::Overlay 
::15310441abs ::Usage 
::Verifiers ::Prabhakar 
::Subarna ::Atallah 
::Coverage ::Logan 
::Rakesh ::1047 
::JoshiJ08 ::BorgBGHO89 
::ride ::Combining 
::Mourad96 ::ChenWWM06 
::Marko ::Linfeng 
::acta ::Enhanced 
::Jinze ::Samet 
::Emeki ::TataP08 
::Fuh ::Venkatasubramanian 
::LeslieJBY95 ::Chiew 
::XiaZT08 ::4497483 
::ChenR05 ::granularity 
::Eket ::Stahl 
::Mummoorthy ::ChengCMC08 
::Park ::Acceleration 
::PapaemmanouilC05 ::GeorgiadisKCNS08 
::Ngai ::Gene 
::Warehousing ::Shu 
::4497609 ::GyssensLS96 
::Smith ::GeZ08 
::DeRose ::FaradjianGB02 
::Kahn ::Checkpoint 
::Changqing ::Effect 
::VLEI ::Mirit 
::Callaghan ::ShriraX05 
::Haruo ::Rantzau 
::65 ::914845 
::ChenLGKP94 ::BorkarCELWW08 
::Balachander ::Smalheiser 
::Yuanyuan ::Industry 
::SchroederHIN06 ::Gunther93 
::AntovaJKO08 ::FLWOR 
::Raffio ::914819 
::Aggregation ::4497415 
::Takuya ::PiatetskyF91 
::Paradigms ::FilhoTTF01 
::Ester ::Partition 
::Kemper ::Wiederhold93 
::Panayiotis ::Manocha 
::Cao ::Kumar 
::Fuzzy ::HOPI 
::Khatchadourian ::1507 
::Goyal ::Schneider05 
::Ariel ::Inventing 
::PreparataS85 ::QianW91 
::1388 ::Till 
::914811 ::434 
::41 ::Jasmine 
::Dongwon ::Mengzhi 
::15310270 ::ETL 
::Anastassia ::Organization 
::debu ::SunAA02 
::MalinS06 ::Huhtala 
::Mller ::385 
::138 ::Centric 
::Theodoridis ::Yuxin 
::1355 ::GareyJ79 
::Scherzinger ::1100 
::Stratos ::1509 
::CosmadakisK86 ::506 
::Click ::DrapeauK93 
::968 ::Girod 
::Per ::Weifeng 
::DanDY91 ::Triantafillou 
::Traceability ::Ellis 
::scale ::Borkar 
::JagadishMR98 ::Queues 
::OptimAX ::SinghL08 
::Accurate ::Enderle 
::914810 ::DBLP 
::901 ::636 
::Toward ::Victor 
::Chita ::Answers 
::Asymmetric ::Carson 
::Schemes ::4497446 
::ipsj ::Sup 
::Tsuyoshi ::663 
::22850564abs ::Intelligent 
::Tien ::Mohamed 
::Natix ::Degradation 
::Dong ::Stratis 
::Needs ::Lavelle 
::KornSFSP96 ::1229 
::PeeryWMN08 ::Joan 
::Barzan ::15310278 
::Kinji ::Browser 
::ChenOR08 ::Lot 
::1133 ::FukudaMMT96 
::ChrysanthisR94 ::MyllymakiL95 
::Madhyastha ::48 
::CasanovaFP84 ::Krauthgamer 
::Gravano ::sp 
::biased ::Goldstein 
::Surajit ::ShimSA97 
::Enforce ::Janine 
::340 ::Rui 
::Equation ::icde2005 
::Documents ::Suresh 
::Analysis ::Sarah 
::Wolf ::Pilania 
::Paradigm ::ShuklaDNR96 
::Tissues ::Chiew 
::views ::YaminiG05 
::Stucki ::an 
::922 ::Takegawa 
::Il ::Lam 
::507 ::Uncertainty 
::15310277 ::Hiroshi 
::Porto ::258 
::Operation ::Banu 
::Kimeli ::Recommendation 
::KorthKB88 ::715 
::Jagan ::adl 
::Histogram ::442 
::DozierSF94 ::Naga 
::Luca ::Suman 
::914823 ::Jiexing 
::Sugata ::AbiteboulB91 
::HeS06 ::Beyond 
::Anonymizing ::Kumar05 
::XPaths ::Bossi 
::FaloutsosK94 ::Andreas 
::Manolescu ::Ramamirtham 
::Jeffery ::Mukherjee 
::4497569 ::876 
::Bill ::Interface 
::Yan ::YuHC05 
::Antoshenkov92 ::AgrawalLSS95 
::GrayC89 ::Aaron 
::Walid ::Pandis 
::742 ::Haibo 
::Abdelmounaam ::Datar 
::Anonymization ::ichi 
::4497410 ::Cocci 
::Federations ::Philippe 
::ShivakumarG95 ::Control 
::MelnikGR02 ::Nori 
::22850081abs ::Configurable 
::Pucheral ::Abstract 
::Anonymization ::BlakeleyCERW05 
::55 ::Stefani 
::ThuraisinghamHRM98 ::982 
::Regions ::William 
::Kim ::Bettina 
::1624 ::Specialization 
::496 ::Provable 
::62 ::Temporal 
::Mostafa ::546 
::Telecom ::Vladislav 
::Yanjiang ::149 
::375 ::4497524 
::Jenkin ::Junghoo 
::Tightly ::Qingchun 
::Sedmidubsk ::KauT94 
::Bootstrapping ::StonebrakerC05 
::1451 ::607 
::icml ::Hoa 
::Stonebraker91 ::Evangelos 
::Bruno ::Zachary 
::Relative ::Elizabeth 
::Generalization ::Terms 
::XDS ::4497536 
::Russakovsky ::Young 
::22851146 ::Mediation 
::LieuwenD91 ::AraiDGK06 
::MolinaGS96 ::Amir 
::Gabber ::their 
::4497600 ::Dogac 
::Production ::Haas 
::business ::4497578 
::419 ::914866 
::Sizes ::Erik 
::4497407 ::Milena 
::Improve ::4497490 
::LowTLL02 ::1337 
::Laws ::Hett 
::Salka98 ::Leymann98 
::Squicciarini ::SampleCFHSC02 
::Pradeep ::Inside 
::Gawlick ::Lang 
::HanMWS01 ::Kit 
::Kazumi ::Saake 
::Schemes ::SchallehnSS02 
::Faradjian ::Bakalov 
::224 ::Subspaces 
::WangJT06 ::Wloka 
::Publication ::Cart 
::Automatically ::4497453 
::257 ::15310567abs 
::Todd ::Speeds 
::Robinson81 ::Kam 
::1579 ::Amarjeet 
::SampleCFHSC02 ::22850619abs 
::LinJF94 ::WhiteDJ96 
::743 ::108 
::Closest ::1421 
::HuangG01 ::Malicious 
::Representation ::Work 
::Fully ::StonebrakerRH90 
::Renz ::Arbee 
::1450 ::databases 
::Prediction ::JagadishMM95 
::967 ::Jaideep 
::FlajoletGPR93 ::sp 
::Durmaz ::Autonomic 
::Three ::Changing 
::Zadeh65 ::Networks 
::Paloscia ::Mason 
::ThuraisinghamHRM98 ::Andrey 
::Subset ::Cliff 
::WangZZ06a ::574 
::BeckerHF93 ::4497518 
::Ranganathan ::BinnigKLS08 
::KohLHA08 ::HornickZ87 
::BadrinathR92 ::PapakonstantinouAG96 
::Stratos ::15310488 
::Semi ::ArumugamJ06 
::Entity ::Scene 
::DasguptaGJSV05 ::Wayne 
::Judice ::Ada 
::15310500 ::PiatetskyF91 
::X06c ::Roussopoulos 
::Arno ::Hailong 
::Hang ::Experiences 
::Imprecise ::15310543abs 
::AntovaJKO08 ::Physical 
::Faloutsos ::2 
::Mannila ::Cocci 
::Wilhite ::Martin05 
::Kaname ::Update 
::4497411 ::Tata 
::GovindarajanMV06 ::CuiLXCDZ08 
::Gupta ::Cattell94 
::Items ::Mohan96 
::Salka ::Vikas 
::Product ::Acharya 
::Bravo ::DeFazio01 
::Allocation ::4497449 
::Lijiang ::Using 
::Approximated ::GoyalHKMS96 
::Furche ::GedikWYL08 
::Girish ::Prioritization 
::Kwang ::RDB 
::Dou ::1307 
::Shetal ::if 
::Shuqing ::Claudio 
::Tuncel ::355 
::nwosuTB96 ::CLAN 
::Predicates ::Warren 
::15310503 ::Ubiquitous 
::525 ::Categorical 
::7 ::AgesenBPT01 
::BancilhonR86 ::Bloom70 
::Millions ::Martin 
::Path ::Rights 
::Koubarakis ::Transactions 
::Rainer ::1515 
::ChuDHH06 ::Ping 
::Raymond ::Tata 
::Hammer ::Convertible 
::Expiration ::Transfer 
::1133 ::4497590 
::P466 ::MendelzonW95 
::85 ::XPlainer 
::Osmar ::QiaoIAA06 
::AbiteboulCCMMS97 ::Czajkowski 
::1189 ::F 
::Kantarcioglu ::Heiler 
::Stefano ::P259 
::115 ::He 
::Hector ::KetchpelGP97 
::FaloutsosL95 ::Transportation 
::4497432 ::4497468 
::Govindarajan ::VaradarajanHR08 
::22850422abs ::P324 
::Roller ::Alternative 
::284 ::PatonDWCDJ93 
::ChandraV85 ::Sergej 
::Harold ::Automatic 
::Medical ::BhideDD93 
::ChongDES06 ::CluetD92 
::565 ::Document 
::ZhangPW08 ::Sachin 
::1385 ::Ramaswamy 
::Theodore ::Andrew 
::Sarawagi95 ::org 
::AstrahanBCEGGKLMMPTWW76 ::Ku 
::Items ::Inan 
::Hoarding ::1059 
::efficient ::datamine 
::Triggers ::587 
::Fuzzy ::4497502 
::Crowd ::Rosenthal 
::Freiwald ::Item 
::Graefe98 ::Barker 
::Provenance ::Buchmann 
::Mahmood ::4497544 
::137 ::Tetsuya 
::Meyerson ::Garcia 
::HeinzKRS08 ::Bingsheng 
::Ippokratis ::Giorgio 
::Verykios ::Neeraj 
::Pucheral ::Dimitrios 
::Balke ::4497587 
::I ::519 
::1267 ::Papadias 
::Powerful ::Sachindra 
::15310245abs ::KoudasS05 
::Mitschang ::their 
::Renz ::SchroederHIN06 
::DanDY91 ::22850552abs 
::914840 ::Vijayshankar 
::Automata ::Dogac 
::LambLOW91 ::267 
::Virtual ::Mortazavi 
::735 ::OntoWebber 
::Shenoy ::Surrounder 
::P241 ::1530 
::Jazayeri ::Tomkins 
::211 ::3 
::Maurice ::Kanne 
::15310337 ::Mumtaz 
::Fegaras08 ::cp 
::Ranking ::Levy 
::YinC05 ::BertinoOYD05 
::22850958abs ::ZhouOT05 
::Acyclic ::ChanFGR02 
::Ravada ::Lehner 
::Protection ::Zipf49 
::914861 ::Dong 
::Buchmann ::107 
::4497535 ::HillyerS96 
::10010121abs ::616 
::Natural ::Gjergji 
::4497476 ::von 
::10010215abs ::Stphane 
::HibinoR98 ::ZakiP05 
::4497421 ::Noise 
::Muntz ::Interesting 
::Kinji ::Multi 
::Zhengli ::Willy 
::1462 ::icde2002 
::Wavelets ::Jonathan 
::Richard ::SedmidubskyBDZ08 
::Re ::Bouaziz 
::BernsteinN96 ::DohertyHR96 
::4497480 ::Shenoy 
::Malin ::Star 
::15310261 ::Gang 
::691 ::Efficient 
::UchiyamaOH05 ::Weiyi 
::Confidence ::Luc 
::Scherzinger ::Security 
::865 ::SirbuT95 
::BrinkhoffKS96 ::icde2005 
::Bhattacharjee ::1414 
::22850258abs ::153 
::Johannes ::Cappellari 
::Producing ::Portal 
::LjosaBS06 ::Ziyang 
::IkedaMITHHO05 ::Cost 
::Carmem ::704 
::456 ::PhanL08 
::AfanasievGMRT08 ::dpd 
::Itoh ::Zhen 
::GounarisPSFSW06 ::CaiHH08 
::340 ::Conference 
::WangLPAM06 ::218 
::MAN ::Hang 
::Maryann ::Greene89 
::Sadhukhan ::Alexander 
::22850549 ::intensive 
::Transcoding ::Hsu95 
::1321 ::Thomsen 
::Metadata ::cp 
::Influence ::Speed 
::Welsh ::Bird 
::791 ::1115 
::proceedings ::Intelligence 
::Event ::Muhammad 
::Tilo ::AbiteboulMP05 
::Karlsson ::198 
::Carmem ::Houtan 
::Processes ::115 
::Nejdl ::F 
::Schemes ::mit 
::823 ::BerchtoldBBKK97 
::LiuC08 ::Hong 
::Shinjiro ::ShiZ05 
::Deep ::Lupu 
::KaF02 ::Skew 
::Inflationary ::Liedes 
::Fayyad ::Kumar05 
::IdreosTK06 ::842 
::LeeHL08 ::Ann 
::RusinkiewiczKTWM95 ::multimedia 
::Traffic ::475 
::Raffio ::sigir 
::MohanHLPS92 ::Krithi 
::4497414 ::Lin 
::Das ::15310141abs 
::QiaoRNPCFRCYL08 ::852 
::OntoWebber ::P578 
::Daxin ::1180 
::James ::Samuel 
::Multidimensional ::1331 
::Reducing ::GuptaHR98 
::Logic ::568 
::Auctions ::KauT94 
::Dogac ::JigyasuBBCDMT06 
::Lomet92 ::SistlaWCD97 
::DB ::22850081abs 
::PC ::ZhangDH08 
::WebFountain ::Declustering 
::Cost ::Issues 
::Inter ::Elfeky 
::Biological ::Joon 
::Maurice ::ChenR05 
::Shigeru ::Shurug 
::HinterbergerMG94 ::BargaLW02 
::15310272 ::Has 
::Tolani ::204 
::Dohnal ::Gal 
::Luca ::645 
::Correctness ::TAILOR 
::Flattening ::William 
::Limited ::icml 
::LehnerHS02 ::Miss 
::WilschutFA95 ::Xiaoxin 
::914859 ::nwosuTB96 
::Bamieh ::Damdinsuren 
::Extracted ::Ngai 
::Chiu ::Clio 
::LindsayMP87 ::82 
::Java ::AssentWMS08 
::Bestavros ::Rao 
::4497535 ::tods 
::Query ::Wisnesky 
::Under ::Apers 
::872 ::523 
::e ::LOCUST 
::Predator ::Suhre 
::Closure ::Coherency 
::Placement ::Saake 
::Suhre ::15310081abs 
::P182 ::482 
::BinnigKLS08 ::MoerkotteN08 
::Mourad ::Bryan 
::Abbadi ::Technique 
::HampapurJW95 ::btw 
::Mauroux ::Zeller 
::15310276 ::Candan 
::Keyword ::107 
::672 ::14 
::Yuqing ::ZhaoDN97 
::475 ::Joins 
::BrantnerKMH06 ::Denise 
::Yanjiang ::15310490 
::Hanson87 ::Shafiq 
::BilirisO93 ::Selections 
::4497398 ::Seung 
::EmekciAAG06 ::Cliques 
::Gruenwald ::Giorgio 
::1209 ::ArumugamJ06 
::914843 ::372 
::Spreadsheets ::Djafri 
::4497624 ::Recommendation 
::Uemura ::Shan 
::Graphical ::sigir 
::Rittinger ::IP 
::YiuJHL08 ::Kim 
::internet ::Gustavo 
::OSS ::MUSE 
::Lomet98 ::1113 
::Approach ::Dehne 
::991 ::BurdickCG01 
::Gawlick ::Qigang 
::Query ::Twee 
::232 ::Christopher 
::Categorical ::Cattell94 
::23 ::Dina 
::Nasi ::Area 
::support ::Vilhuber 
::Tryfonopoulos ::Gionis 
::4497436 ::Dense 
::Exploring ::Mendez 
::IvanovaKN08 ::Uncertainty 
::Locking ::Databases 
::Functions ::Farfn 
::FungWY05 ::1024 
::Document ::Neighborhood 
::Software ::Abstract 
::through ::4497634 
::future ::jodl 
::Unity ::Middleware 
::Dual ::Yahia 
::Melanie ::666 
::Relations ::Ross 
::Anish ::PeiHPCDH01 
::Dimitrios ::Alternative 
::Qian96 ::KoudasS98 
::939 ::ChenDN02 
::Walid ::462 
::Hammad ::Imperatives 
::ds ::Si 
::BrinkhoffKS93 ::4497476 
::Huan ::697 
::94 ::4497403 
::RemiasSZS97 ::good 
::Dhamdhere ::Manolis 
::KoudasS98 ::4497429 
::Products ::KimP88 
::LiuSYR98 ::1402 
::Rainer ::Weber 
::Sessions ::CandanHS98 
::YangSRG06 ::Hara 
::Chalamalla ::LakshmananSS96 
::LinVM06 ::Rahm92 
::Kanad ::AbiteboulB91 
::Ravishankar ::492 
::Polynomial ::Narasayya 
::353 ::DCbot 
::Sandra ::Extensible 
::Leymann98 ::Winslett 
::MAFIA ::Restructuring 
::215 ::Networked 
::GrabsBS01 ::442 
::Shoshani ::62 
::Patel ::Demonstration 
::Ilyas ::Omran 
::Noise ::Rajkumar 
::GohMS94 ::JagadishMR98 
::BodenCFKSSS95 ::Punctuation 
::N ::Xiaopeng 
::YiuMK08 ::BINGO 
::KochSS08 ::Integrating 
::74 ::GoldinK95 
::Twee ::Wolski02 
::Gone ::Spatiotemporal 
::OptRR ::Mukherjee 
::Lee ::Simoudis 
::Ertl ::Functional 
::Mahmood ::Legaria 
::Kamath ::Tradeoffs 
::497 ::RaoM06 
::4497412 ::577 
::Partially ::Chaplin 
::Gyllstrom ::Tuzhilin 
::Lp ::Zhu 
::Lutz ::15310488 
::Hutchison ::369 
::1267 ::Yanif 
::Matthew ::AlonsoBPHK01 
::Graphics ::WWW 
::B ::Heerde 
::Ad ::636 
::963 ::Burns 
::SellentinM98 ::Siersdorfer 
::Paul ::Procopiuc 
::679 ::1579 
::through ::Neighbor 
::Ajay ::Discriminative 
::Sandra ::AraiDGK06 
::MeoPC98 ::Chair 
::Eltarras ::2006 
::Mitchell ::Multi 
::Long ::HarrisonD92 
::Zaharioudakis ::TokOLAB02 
::Yufei ::Markos 
::Sistla ::zsu 
::Shinjiro ::ChengXPS05 
::Processor ::GuptaCG08 
::3D ::Srini 
::JagadishMR97 ::Sundaresan 
::Chung ::Daudjee 
::Snapshots ::ZhouZQZ06 
::Yueguo ::Heinlein 
::4497612 ::Wei 
::CNN ::Gardarin 
::Exemplar ::BerchtoldEKKS98 
::Dimensions ::1547 
::4497572 ::Ljosa 
::22850159 ::Exactly 
::GraefeL01 ::312 
::Quanqing ::22850069abs 
::1628 ::Pipelined 
::GeorgakopoulosHKM94 ::Enabled 
::Lo ::Idea 
::To ::Experiment 
::Baker ::HolsheimerKMT95 
::IHE ::Rantzau 
::243 ::Master 
::Srikanta ::LeFevreDR06 
::Grouping ::Ponnekanti 
::Elements ::Trasarti 
::Systems ::Disparate 
::1012 ::3 
::Resolution ::H 
::Mao ::Zilio 
::Anciaux ::PabmanabhanG06 
::oodbs ::Synthesizing 
::ChenHY96 ::CoT 
::Hsu95 ::Patrick 
::212 ::4497605 
::cite ::JaffarYZ06 
::Kjetil ::Glimcher 
::Psaila ::Reverse 
::IHE ::914846 
::CuiLXCDZ08 ::Pinto 
::Johnson98 ::Algebraic 
::GravanoGT94 ::Heng 
::AnYS01 ::Tsumura 
::Hans ::GravanoGT94 
::sebd ::XCut 
::LehnerHS02 ::HershbergerSS06 
::Kshitij ::ConsensLO06 
::15310663abs ::654 
::Latency ::David 
::4497435 ::Maps 
::Asonov ::SteenhagenBB96 
::Operators ::4497621 
::clustering ::Lim 
::Authorization ::Assent 
::DozierSF94 ::15 
::Kashani ::Sayal 
::501 ::ChristophidesCM96 
::processing ::Technique 
::914867 ::Vanitha 
::Marko ::4497625 
::4497574 ::ChenJKKMNS01 
::Ming ::Sivasubramaniam 
::Bentley75 ::Haas 
::SaltonWY75 ::4497507 
::SistlaYV97 ::Rosaci 
::MozafariTZ08 ::Vineel 
::HouleS05 ::Nicoleta 
::Tilo ::Potamias 
::625 ::Welch84 
::914838 ::DaWaII 
::Super ::Mitschang 
::WebFountain ::Nimble 
::Advanced ::Value 
::991 ::Christian 
::1544 ::22850533abs 
::4497531 ::1179 
::Anja ::Natix 
::1118 ::Versatile 
::1144 ::425 
::Christopher ::Davood 
::0003 ::Bhlen 
::28 ::1378 
::under ::Ralf 
::OSSM ::StonebrakerRH90 
::4497603 ::Bentley80 
::Unlinkable ::Kraus 
::Grabs ::22851036abs 
::PajarolaOSSW98 ::Rewriting 
::267 ::4497494 
::Sumit ::Usage 
::Probabilistic ::Silva 
::1456 ::ChengCMC08 
::303 ::AgrawalFS93 
::270 ::MarcusS96 
::Zhiyong ::Mladenic 
::1266 ::Suleiman 
::AgrawalLSS95 ::90 
::Xiaojin ::Gravano 
::Quadtree ::321 
::Gryz ::15310507abs 
::Revisited ::ChenC08 
::P069 ::Soloviev93 
::Majumder ::Salka 
::Extended ::OMNI 
::15310517abs ::Internal 
::HuangSW94 ::Constrained 
::elmagarmid92 ::Nie 
::RDMS ::Faloutsos 
::EswarranGLT76 ::Franois 
::ACXESS ::Ixent 
::Grahne ::229 
::SrikantA96 ::Made 
::Jinze ::Rahul 
::Feedback ::Traffic 
::Library ::Yoshizawa 
