Tyrone::LiuC08 HanYY06::Collections Wayne::256 ::4497503 ::Simon 
Gauss::Lindsay Bonchi::Nguer 732::GutingZC89 ::Autonomy ::Anil 
Reordering::Takegawa Kitsuregawa::DanK95 Dialect::Berners ::EdmundsMSS05 ::Symbolic 
4497517::22850341abs Hman::Dittrich 4497456::22850730abs ::Systematic ::Spreadsheet 
1524::Checking Afalg::Federations Suel::MotwaniNT08 ::Negi ::Mauricio 
TaoPZ02::crossref MANETs::deductive PuKH88::XPaths ::Wing ::Volatile 
Rene::LindsayMP87 Focused::Houtan Dakka::22851061abs ::SilberschatzSU91 ::GrayCBLRVPP97 
Autonomous::ChengYDYW08 Schemas::Silberschatz Tam::Pathak01 ::Jignesh ::Latanya 
Interacting::tocs Samples::Fekete Snapshots::DimitrovaG94 ::SketchTree ::Fromont 
Resources::Songyun Chiew::Cattell94 ZhouTZ06::380 ::Kristen ::4497486 
R::Ramy 22851109abs::Halevy 350::BrownH06 ::Indriyati ::Surface 
DarFJST96::Alberto 368::Acharya Constantly::Amarjeet ::LaiTB05 ::Arora 
Ulrich::KuZWW06 BalkeNST05::Hara 22850471abs::GeertsKM06 ::Shetal ::10010071abs 
Jason::Evripidou Atallah::t AutoGlobe::87 ::Duplicate ::4497575 
YangP08::NAGA Govindan::Subramanian Invariant::Westmann ::QuLM06 ::LiuHXS06 
Supervised::Music Andras::oodbs EltabakhEA06::BryanEF08 ::Sharma ::Arijit 
1544::YanOZ08 Claudio::future Rajagopalan::BerchtoldBK98 ::Grouping ::Morse 
RothH93::Automating Takuya::Arnon 4::Kanaya ::4497546 ::Ada 
Context::332 Marc::AssfalgKKKPR08 Anton::Rotem91 ::Maher ::15310345abs 
Fan::Sayed Generato::Lee Gisela::Larson ::Mining ::ChristophidesACS94 
KonopnickiS95::ACXESS 4497423::Kashima Rights::567 ::Immerman ::490 
an::22850155abs GhandeharizadehHJ96::Mamadou GardarinGT95::Efficient ::LegariaGGHSWYZZ08 ::357 
Sup::Kobayashi Zhiyong::SilberschatzSU91 Rosy::Yue ::Ziv ::1500 
Effect::Astoria NabeelB08::Training 4497440::4497492 ::GibbsBT94 ::Lapped 
Feher::Felipe Pudi::CammertKSV06 Daniele::Leslie ::Auditing ::488 
15310081abs::Hsiao Etoh::Aravind Savasere::22 ::240 ::Schneider05 
Real::RosenblumO92 Kreplin::P094 Muhammad::Vasileios ::Cubes ::JagadishMR97 
Ng::Relationships Tree::Apurva 15310267::4497409 ::PolyzotisG06 ::Torlone 
317::Ling Saltenis::Russakovsky Composite::Tool ::1998 ::Estimator 
Aggregation::Match Gting::WangZ02 1559::P334 ::Periodic ::Granular 
ChenCRM06::Lal Agents::957 Connectivity::Smodels ::1127 ::Kevin 
Arai::Exemplar Fung::DREAM P458::Wichterich ::State ::XGuard 
Masatoshi::YuHC05 Dik::Ambuj 15310283::Selinger05 ::Pfeifle ::4497573 
535::Susanne Ting::bda Roller::Ngai ::Authentication ::1307 
vldb::943 ZhouZVQ08::Kreher Summarizing::15310103abs ::Sensing ::Blocks 
Porkka::22851131abs Suhre::ShengHL06 Pui::Bases ::1414 ::1146 
Leong::RoitmanGR08a Boncz::5 Persistent::JiangMCS08 ::Muhammad ::Rosa 
Subramanian::Yafei algorithmica::1473 Customer::Sideways ::JainDG08 ::BryanEF08 
Configurable::1448 Kumar::SPARK Pu::4497414 ::Weikum ::LOCUST 
Nithya::KitsuregawaO90 GeorgiadisKCNS08::Issues Kutsch::1336 ::CLAN ::HeS06 
916::10 Antoni::Local Levy::Rich ::654 ::Analysis 
JaffarYZ06::Tanin Li::Shyam 15310081abs::John ::LuoNEW05 ::914833 
Elena::Elfeky SheuW06::Super Cristian::Gertz ::Partial ::MogiK96 
Krompass::383 CormodeKMW08::Berchtold Product::Jinping ::1456 ::ADEPT2 
1429::Correlated Deductive::CampenXRGFSPL08 253::Su ::Tiancheng ::Prakash 
272::LieuwenD91 Yue::delay Douglas::735 ::Use ::Compact 
Lin::9 958::CruzALRZ97 of::Heerde ::AgrawalCGMM08 ::Indriyati 
Places::Aoki98 7::Ada Ken::Preda ::143 ::Jimeng 
622::Rys01 Nassima::4497496 LiCHH97::SellisRF87 ::565 ::Cherniack 
DayalHL90::Offs Zheng::Zeldin Vladislav::LinJF94 ::914832 ::OMNI 
Joan::Knig 1140::Buffering 22851001abs::Olu ::similarity ::914852 
568::Lup Wan::Jeff Milan::Matt ::ChanFGR02 ::Seshadri01 
Palakal::Isolation 926::Simoudis98 ChuDHH06::IshikawaKOYKK96 ::DSI ::132 
granularity::Images P254::22850804abs Miled::Coordinate ::Fetching ::136 
GardarinST96::SubrahmanianJ96 ZhangLKW06::Friendly 4497452::Rahm92 ::Di ::Interface 
HinterbergerMG94::Recovery 15310369abs::Wee Todd::Verify ::King ::22851149 
Erik::Nakamura Grel::1393 1023::P241 ::Aduri ::1132 
Security::Oracle8 Class::LoR96 494::1600 ::Ian ::224 
Arno::Han Abdel::Surrounder Valduriez87::DohertyHR96 ::P054 ::1567 
BouazizKPW97::Hae 4497465::RDMS Mondrian::ChengYHY08 ::61 ::Mangold 
Synchronization::Sweeney Motwani::82 Patel::Uwe ::FungWY05 ::PeeryWMN08 
ChapinHRG95::Spiros 1082::1013 Science::Placement ::icmcs ::Controls 
Planning::BerchtoldBK98 Citizens::Scannapieco HermanGLW87::1059 ::CeriW91 ::545 
Ramkumar::Prasad Fudos::Super Jinchuan::574 ::Simultaneous ::cgmOLAP 
Modern::Debugging Aware::Mayur Susanne::ChenHY96 ::Filtering ::ChenHS02 
Mapping::Optimization Blocking::Ziv Erhard::BulutS05 ::Ferri ::Yuen 
Zimmermann::Postgres Smith::MannilaTV94 Shasha::398 ::Algebraic ::Obstacles 
Hang::4497457 CosmadakisKV90::Smith Dunham::511 ::Vakali ::LuVA08 
MannilaR87::416 45::BrinDG95 cdrom::Procedures ::Derivation ::434 
803::PetitTBK96 103::Adam Sensitive::In ::993 ::Egemen 
designed::4497571 PETRANET::375 tc::492 ::Managing ::656 
PageChaser::Diversity ebXML::4497633 Global::ViteX ::Sarma ::Cecilia 
FaradjianGB02::Caetano 4497468::Fingertips d::Resolution ::kim95 ::Carl 
16::PapadiasTKZ02 org::Privately Standing::Huabei ::PietzuchLSRWS06 ::MIX 
100::22851137abs 4497593::Hutchison Cudre::Pablo ::Direct ::Windhouwer 
mk::Hara Hieu::Imprecision KohLHA08::Machine ::Xuqing ::PnP 
4497445::Computation GravanoGT94::Better FudosPP02::Xueqing ::Vee ::Linguistic 
Chin::iBOM Pratik::Iyengar 914879::95 ::280 ::Threshold 
YangSRG06::Xiaofeng Felber::Rajagopalan Castellanos::d ::GangerK97 ::Arun 
Mokbel::AgrawalJKL06 Seung::Lei GuptaM95::Liu98 ::ChakravarthyM94 ::596 
WuAA02::Databases Govindarajan::Inverted 550::1111 ::Fernandes ::22850890abs 
AlexanderR06::Bongki AmzaCDKLRYZ96::ORDBMS Weber::Philippe ::22850384abs ::ebXML 
Guarantees::Dimitrios 22850533abs::Stephan Subarna::Miled ::KatayamaS97 ::DogacBO06 
1432::domain Neville::SchmidtKW01 P314::Vikram ::KashyapRRS08 ::Hoel 
839::Fuxman 513::HOLAP SVL::Frederick ::ZEBRA ::Eric 
Attribute::Maintenance 973::Charging 914853::Rahul ::Vazirgiannis ::KarsentyB93 
Xifeng::Torp Widmayer::Davood Queues::Quality ::Rundensteiner92 ::Trombetta 
232::Dumas 15310529abs::U 601::Sougata ::P259 ::NaumannHTHM02 
Traceability::1399 Manjhi::Mahajan LiuR05::1525 ::4497500 ::Nishio 
4497600::Delivery Per::as fledged::Pucheral ::Principled ::Habich 
Chasing::Anne Zhao::Sadhukhan Natural::Leymann ::CASTLE ::Smriti 
Bach::SellentinM97 547::Vrhovnik IlyasA05::100 ::Cecilia ::Lorenzo 
Ari::MolinaGS96 AmzaCZ05::Akshat Stefano::Prefiltering ::Mohan ::via 
Naomi::StonebrakerRH90 Alonso::Pattern Persistent::PeiJZ05 ::Donald ::Balancing 
332::CaiHH08 KhalefaML08::Arif KaushikSBG02::Man ::doi ::CallanLC95 
Cahill::Adaikkalavan Direct::Arbitrary Outsourced::Antoni ::Hammer ::914878 
Y::Molina08 Correction::h Qiang::ColbyCHJJMSW98 ::15310473abs ::TirthapuraA05 
Goyal::html Overcoming::DengSXL06 Cai::Rebecca ::312 ::Michle 
Real::631 Evaggelia::Enumeration Ben::LiH89 ::991 ::914866 
914868::Main HershbergerSS06::Roland P069::Mano ::Jinping ::Harinarayan 
Evaluating::LiuL02 Antova::587 KriegelKPR06::Raghavan ::Seluk ::Mitchell 
Haibo::Syan IshikawaKOYKK98::CastellanosC05 Online::4497476 ::Allen83 ::15310268 
DB::Saltenis Computing::LiL08 Portal::HuaPZL08 ::X06 ::Ramasamy 
LinYWL05::Thomas Aidong::Chi Program::WiwatwattanaJ08 ::Rohit ::BrinDG95 
209::Mohammad 22850878abs::492 Noise::Vlachos ::ChenDKLRS95 ::735 
22850459abs::255 Eng::HaraHTN98 PapadimitriouRR94::Maurice ::Jagadish90 ::Theodoridis 
JiangAC05::FegarasM95 Khaitan::LevyRO96 Secure::Liangzhong ::914831 ::Copy 
Frank::1042 Programming::1524 QPipe::9 ::databases ::27 
300::396 367::P201 Burst::Manikutty ::4497604 ::Dadam 
Megiddo::Lai GaoZCLLC08::Kai LOCUST::4497623 ::Physical ::Gill 
4497405::Gukal GabowT89::KumarLMT08 Yamini::16 ::Quanqing ::Gil 
4497432::Biton Shifting::Laks Annotations::220 ::Wilhite ::Kanaya 
Interactive::RelaxImage TRMeister::12 MDL::Kwok ::Subbarao ::1023 
Evaluating::etintemel ife::Keulen Grahne::Mariano ::Na ::WuB97 
15310274::622 4497623::Xueqing 619::zsu ::DasguptaGJSV05 ::Bird 
P2P::833 Raschid::Determine Minghua::LaiTB05 ::ZouC08 ::Srini 
Luo::TomasicRV96 Rules::Goh Translation::Support ::QuassWGHLMNRRAUW96 ::Chambliss 
548::OGormanAA02 Gerhard::LieuwenD92 Marian::Nora ::4497495 ::Acharya 
Operations::Dennis Shasha::Zhen CLICKS::209 ::Willy ::4497441 
Nikolaus::Brown Dieter::Rewriting Morse::Pin ::Cormode ::Multiple 
1470::1402 BouganimDV96::HershbergerSS06 Mohan94::Muthukrishnan ::Cudre ::Masatoshi 
Yang::Draper 294::Eavis Heinlein::1453 ::588 ::P004 
Graphical::Match 88::algorithmica 193::22851013abs ::VeeSSBA08 ::Ranganathan 
Anciaux::1306 Kahn::15310278 Sharing::fledged ::icde2005 ::IshikawaYIK96 
Haritsa::Graph Badillos::Shouxu Comer79::BohlenBJ98 ::Rajan ::Getting 
PalopoliTU01::Roberto 57::Dewri 1497::Howe ::Kian ::ichi 
Conference::PapaemmanouilC05 G::Domains Nicolas::TaniguchiS05 ::KorolovaMNX08 ::RFID 
Daniela::1418 Bitmap::Orlando 1537::ChenDZ06 ::277 ::Kanaya 
631::Curt Version::CQ 714::324 ::Work ::Mann 
22850106abs::Ellmann Syeda::Times Mohan90::AikenCSW96 ::Chiang ::Methodical 
Boualem::Frequent Anand::Rights 4497462::Tanu ::Jindan ::Footprint 
ddb::Family JoshiJ08::Cattell96 Lupu::HjaltasonS95 ::Dominance ::22850958abs 
Decayed::Willem PapakonstantinouAG96::SampleCFHSC02 Rule::JagadishMS95 ::ONeil87 ::695 
YounSun::Eltarras Databases::1483 Amarnath::WhiteJ96 ::Evaluating ::914845 
Windows::Gang Palakal::WuB98 Arif::Ertl ::Hajj ::Uri 
Scherzinger::Luo 1316::Dayns Caetano::P192 ::HutfleszSW88 ::RyvkinaMCZ06 
Neighbor::Varied Brantner::Euthimios Box::Mumick ::Yao ::Kanamori 
Prakash::4497522 679::1127 40::Dialani ::Outliers ::Kutsch 
ONeilQ97::1126 Koh::Arai Subarna::RAD ::416 ::Bundles 
Choreographies::Berners Markl::Projected AlomariCFR08::Autonomic ::22850391abs ::P458 
Shetal::HaraHTN98 4497563::Banich 1448::Split ::Mahesh ::SarawagiS94 
YangP08::22850032abs Seluk::Its BlottRS96::217 ::314 ::Aggregates 
IBM::15310500 Verykios::LiuC08 McWherterSAH05::Association ::10010143abs ::Wee 
1624::Khalefa Structured::Holistic ZivL77::CabibboPT06 ::Producing ::EdmundsMSS05 
0003::ONeil87 SellentinM97::Liuba Isoline::Watanabe ::Application ::368 
NgR95::RastogiMBKS93 Nobutoshi::inWireless GirodMNRTBM08::1473 ::Thuraisingham ::Simoudis98 
Koloniari::LittleAFGRSV93 53::Eadon Outstanding::Fully ::296 ::Xiaolei 
Syeda::NakamuraAOS93 Jonas::Yoji MannilaTV94::ups ::Atallah ::Martin 
Naomi::Kashyap Third::230 IlyasA05::1391 ::Domain ::RoitmanGR08a 
Prado::516 211::RoitmanGR08 Tao::P314 ::Chai ::Efficiently 
Privately::Yuhui 1418::Wenjie 813::Greedy ::Scherzinger ::bc 
Multivariate::ds Matchings::Michail Martin::Caching ::Detect ::KumaranCH06 
ichi::972 Tape::Gattu Expressive::70 ::1127 ::WatanabeY05 
366::Balakrishnan 685::Gawlick 4497542::Ruddy ::Xiaofei ::LehnerCPZ01 
External::Hardware 675::1136 Chi::Context ::Longxing ::Design 
ZhangRL96::Hash Among::1551 WangXLW08::Zhiyuan ::Yap ::Siersdorfer 
Stefano::Damianos Nail::Klaus 360::4497471 ::ZivL77 ::FilhoTTF01 
794::695 Gone::Hoarding 4497564::317 ::1135 ::1596 
BilkeN05::Athena Takegawa::Draper01 Nicola::Munagala ::Integrity ::LiH89 
fayyadPSU96::P342 22851036abs::Draper Shishir::Ixent ::Cliff ::Problems 
Ranking::osdi Common::264 ChaudhuriW06::VlachouDNV08 ::Infrasturucture ::Don 
Patrick::BohmPS06 Ang::CareyDNAGS97 311::Delis ::Herlihy90 ::Issues 
4497461::AgrawalCD02 Guha::Kimball96 ShivakumarGC98::Clip ::Malkemus ::trees 
Kwok::Rsch Improve::392 Sellis::KistlerS91 ::etintemel ::DennyF06 
AbiteboulHB99::Stefanakis Concurrent::MummertES95 Wide::Classification ::Theory ::4497418 
Architecture::Incorporating Candan::992 Domains::4497587 ::bda ::Searches 
icde::1032 Marianne::Shuang PostgreSQL::Haejoong ::Iyer ::ChaudhuriDK06 
Region::914842 Unified::ShriraX05 EvangelidisLS95::GhinitaTK08 ::1316 ::453 
DaudjeeS06::Hang Collection::Shirley LiCHH97::Zhiyong ::533 ::Liu96 
Raymond::Primitive Paradigm::514 SardarK06::Functional ::Meyerson ::Caches 
Elmagarmid::James Ghaffar::HibinoR98 Salzberg86::P588 ::Bilke ::22850069abs 
ROLAP::4497559 Pajarola::22850853abs for::15310267 ::Alonso ::Hara 
LupuY06::AssfalgKKKPR08 1321::Thresholds Surajit::micro ::22850242abs ::P259 
BohannonPRSSS96::Fuzzy Hector::Naga Collection::Box ::606 ::HeinzKRS08 
HeXYY05::Modeling Bhalotia::P522 Ghaffar::Hiroshi ::1427 ::Robinson81 
ChakrabartiM98::Valduriez87 Chien::Distributed Construction::FerhatosmanogluTAA01 ::P446 ::Distribution 
RAM::Postgres 22851113::Zimmermann AbiteboulMPPS08::0003 ::325 ::ZhouOTY06 
Enumeration::Item Shinjiro::22850162abs Antoshenkov93::4497446 ::Correlated ::Odysseus 
System::Gang Quanqing::1522 Colors::Ilyas ::ChangSZS97 ::X06b 
html::Russakovsky csdl::Data 80::Richard ::Distance ::1394 
Corruption::Susanne 22850545::Aggregation AggarwalY08::Xingquan ::PoosalaIHS96 ::AbiteboulQMWW97 
Borealis::506 Krithi::1277 GedikWYL08::AslandoganTYLN95 ::Shipra ::Gattu 
Informative::Chain Joan::15310419abs Kristen::Tissues ::1522 ::556 
sp::HaskinMSC88 Uchiyama::139 TuckerM02::Jiang ::X06b ::22850878abs 
Natural::Metadata Schwarzkopf::DanDY91 Internal::Clustering ::Elements ::Shivnath 
466::Descour 254::Zaharioudakis Problem::Enforcing ::P220 ::Todd 
22851124::Internet 1348::160 1286::Sales ::1276 ::KitsuregawaTM83 
Yang::Na Dirk::22850916abs Prototype::Hiroaki ::982 ::Debugging 
Ailamaki05::Cai 15310663abs::195 4497602::GuhaK02 ::GeorgakopoulosHS95 ::101 
2008::GalAX02 Chamberlain::526 File::Jaffar ::Eric ::Shepherd 
l::Aaron Mann::BohmPS06 Haiyan::1397 ::Carla ::1047 
Rinku::903 Design::ChenLGKP94 Data::307 ::Output ::Eduard 
Quantiles::Salzberg Gagan::803 Flattening::P105 ::Subbarao ::KemperK93 
ChangM88::1318 1150::Kashani doi::Fromont ::SimitsisVS05 ::Novak 
CruzALRZ97::Filtering Jianmin::Gong 412::Allen83 ::views ::4497635 
Nes::Agents Shiroh::245 Ho::44 ::LOCUST ::69 
Discriminant::Counting BenatallahSND02::AyadNWS06 Mozafari::Sudipto ::IvesT08 ::Terlecki 
Nina::402 MalinS06::WuEDCKAS08 Adaikkalavan::22850205abs ::Handling ::HuaYL06 
Lieuwen::4497479 4497526::168 Star::Yihua ::Gehrke ::Ellis 
ONeilOW93::Cecilia BunemanCFHMV05::Maier Greedy::Baxter ::Ordering ::Errors 
Freeston95::1082 Jarek::Mondrian Syntactic::Arasu ::Optimal ::Aggregate 
DuS82::Jens Papakonstantinou::4497501 Shape::Freire ::Shyu ::1296 
Quan::Ping YuHC05::wi Spatial::Through ::Levy ::Coordinate 
Extended::1358 sebd::Kim 640::ChuaR95 ::Ahn ::22851048abs 
137::Jianlin Evimaria::Kriegel Circumstances::67 ::Davidson ::Vectors 
441::ssd CatarciCS94::ZouC08 Mukhopadhyay::15310507abs ::ijcai ::4497637 
Henrich98::Zdonik Govindan::DarFJST96 DeshpandeH02::CLICKS ::Miss ::4497575 
Jiying::PageChaser 131::AcharyaAFZ95 415::CASTLE ::191 ::AggarwalY08 
Wenning::DaWaII Disclosure::Leh Laws::Schlesinger ::GeorgakopoulosHS95 ::pdf 
297::KhoussainovaBS08 Sharad::BaralisCMPRR97 Yong::YuC84 ::Hash ::That 
126::Reducers 914829::ChungGS02 15310529abs::XingZH05 ::Differential ::Saake 
Two::252 Dragut::Carlo Prodromos::Availability ::1491 ::426 
Reverse::Conference HanMWS01::Ashutosh WangL08::ChaudhuriW06 ::SeltzsamGKK06 ::Sidle 
Porto::Bhide Riedewald::1421 Alomari::Sherkat ::Aleksandras ::Rezgui 
IR::Publish their::Link DozierSF94::KamathR98 ::Xiang ::4497625 
Atzeni::IshikawaK93 Pointsets::MaddenG08 Ernst::WuB98 ::Halevy ::Hershberger 
Index::Clifton 15310663abs::916 CormodeKMS05::Siva ::1591 ::Honishi 
AgrawalCD02::Version Ambuj::if Aoki98::1391 ::470 ::BeckmannHKN06 
Arbitrary::SQLServer Wei::Ha Stahl::SEA ::Notification ::1498 
Extensible::22850878abs Loosely::1575 22850386abs::GutingAABDHHST05 ::0002 ::KreveldO91 
ATLaS::Karras Grandison::Yannis Interaction::Series ::253 ::BargaLW02 
Etoh::Haojun Halpern::893 Scalability::Abraham ::Sharing ::Clark 
StonebrakerADNR93::523 Leutenegger::X08 1467::Has ::15 ::Olteanu 
Gyu::Bonnet Untrusted::Haojun 188::Tatemura ::426 ::Matching 
LinJF94::vldb 16::Orenstein91 Mitschang::Meng ::PeiHL01 ::4497570 
Oracle::ChrysanthisR90 Under::Venkitasubramaniam 215::22850419abs ::BlakeleyLT86 ::4497481 
Jagrati::Chiang 1385::Olga FranklinCL93::518 ::Riccardo ::Small 
partite::LeslieJBY95 Diagnosing::Dialani Cranston::BaralisCMPRR97 ::CuiLXCDZ08 ::Toolsuite 
301::Palios HuWLZX05::EggersOS81 Network::Joins ::HaraHTN97 ::Uchiyama 
2001::Mediation Protection::Prashant Peters::Immerman87 ::Eugene ::734 
Maryann::Expensive LometBMS06::Qiao TrombettaJBB08::Trasarti ::Kristen ::DaudjeeS06 
Explaining::Methods HenrichHSW91::Ending HouJ06::Unstructured ::Clifton ::Monitoring 
CallanLC95::Anonymity ImielinskiVA96::PapadiasT97 37::Saydean ::Braga ::22850186abs 
Isolation::22850767abs Barga::Stabbing Darrell::Yiu ::57 ::387 
22850159::Aggarwal08 Ian::Explicit 15310529abs::Balakrishnan ::FaloutsosRM94 ::Resilient 
Akrivi::Qili Stphane::Dik tcs::FungYLY05 ::Gardarin ::368 
Visual::Thu Aduri::914878 Papadias::932 ::Sujeet ::Business 
Theobald::cover MolinaGS96::Hannu 22850388abs::SemCast ::MansuriS06 ::BeckerHF93 
Practice::P297 Itoh::635 Xinqiang::Chafle ::Gone ::Borealis 
KaufmanR90::4497416 550::Whang AggarwalY08a::SeshadriLR96 ::136 ::LeeCLNS94 
BlossomTree::Frdric 22850190::Specific 1432::ChenDZ05 ::Hao ::Style 
Johnson::Yahia 4497475::443 15310463abs::L ::Deletes ::Swanwa 
Popivanov::Kitsuregawa SuleimanCF98::AttieSSR93 v8::mm ::599 ::Scannapieco 
Sithirasenan::ZhangLRB08 LentSW97::263 Market::Shared ::HuaPZL08 ::Patricia 
Ramamurthy::Lossy Version::Index OguchiK02::by ::Berners ::Maarten 
SaveRF::Ramanath 1540::4497519 Andreas::Continuous ::url ::ISOMER 
Girish::Gummadi Format::1036 htm::4497491 ::4497523 ::LinAGD08 
Right::l 1491::Lomet92 495::903 ::business ::503 
Languages::148 914842::Jianneng Byron::Neighborhood ::311 ::Sueda 
Szabo::4497450 tcs::4497539 302::Shaft ::Anna ::927 
Reducers::Willis Chamberlain::ModelGen Third::526 ::Xiaodan ::Rosy 
NeT::280 Kanellakis95::Boualem 316::Kitsuregawa ::MannilaR94 ::Spyratos 
Form::HowardKMNSSW88 iandc::CammertKSV06 NAGA::SistlaWCD97 ::Novak ::Gio 
Pushing::Relationally Retrieval::Dongwon 10010121abs::Alink ::15310235abs ::Palakal 
Haifeng::YouPL05 Tight::Kreher Demonstration::LuBZ06 ::914810 ::Vineel 
ieeecomputersociety::BertinoK89 HwangPS98::Boat HanYY06::Shouxu ::ChaudhuriNR08 ::Failure 
890::101 Combining::Feng 22850032abs::AnciauxBHPA08 ::405 ::Issues 
Etzard::4497415 Referential::ChongDFSYJTK01 Prototype::MukhopadhyayP02 ::Yannis ::Yiu 
22851118abs::Azer Meichun::Against 4497481::Mohania ::Olteanu ::ShethR93 
Equation::Goetz Declustering::ShethR93 41::1439 ::HwangC05 ::30 
Nita::top Wolfgang::Surrounder 914825::369 ::Frequency ::BergD95 
SchiwietzK93::Liangzhong Approximated::Usama hpts::4497497 ::Santos ::Nehme 
Suciu::Warehouse 989::544 890::Galindo ::491 ::Cubes 
1122::author Weber::P104 Krishnaprasad::VenkataramanNL98 ::4497591 ::NguyenKF08 
Zaniolo::ChenJKKMNS01 Outlier::Lun 914846::Dehne ::WiwatwattanaJLS06 ::Neeraj 
Madhyastha::Hoarding Chakrabarti::Indrajit YanOZ08::Marzouk ::Verma ::Vishal 
Constant::Sequential Discovery::22850767abs 15310605abs::286 ::Savage ::Deshpande 
url::676 Harness::Reorganize Hilda::Wiederhold92 ::98 ::Dogac 
Yiming::BohlenSS96 Emerging::Relation 1438::Memoriam ::Referential ::Synthesizing 
4497551::P004 88::Gadia86 4497630::Primitive ::MyllymakiL96 ::68 
4497459::1126 Configurable::Aggarwal Geerts::Ian ::Pushing ::Deshpande 
Direct::of 22850483::RX Constructing::Menzo ::163 ::853 
Indexed::er FaloutsosL95::Boncz Production::Joachim ::340 ::4497467 
P220::Ahn08 KivinenM95::GrustKGHS97 22850547::4497415 ::Predicate ::AmzaCZ05 
P241::Soo91 15::P424 Cha::455 ::15310327 ::Bernhard 
414::OgleS95 375::983 Jasmine::67 ::914850 ::646 
Holistic::Thalhammer Chiew::Hiraoka Ming::Memoriam ::715 ::142 
RoitmanGR08a::LimB08 1397::BrinDG95 Jure::Acharya ::DesslochHWRZ08 ::565 
218::Speed 15310463abs::CasatiCPP95 329::MoerkotteN08 ::StolteA02 ::2008 
15310327::GryzSZZ01 1615::KarsentyB93 Mangold::Enabled ::Shared ::Aranyak 
Ruddy::Xueqing Mannila::37 Concurrent::Arif ::ManjhiSDO05 ::ZhangLKW06 
WuEDCKAS08::PietzuchLSRWS06 String::Mong EderL95::Koh ::1491 ::Benjelloun 
Sam::Expression ChuDHH06::Kristin Schiefer::558 ::LjosaS08 ::1998 
MachanavajjhalaGKV06::Megalooikonomou Roberta::705 Vasilis::Tobias ::Sagawa ::Leonidas 
CuiLXCDZ08::Against 346::Heikki 4497517::Changes ::Latanya ::440 
Stratos::639 Next::Essence Paloscia::NguyenKF08 ::4497552 ::Harald 
Extending::804 1533::362 22851061abs::ZhangOAI06 ::Sentiment ::P004 
Multivariate::Transactions 183::139 Zeeshan::Geerts ::Barton ::Theoretic 
pdf::4497534 Fosca::Panagiotis Green::LakshmananSS97 ::Zeiss ::AquaLogic 
Reviewers::Srinivasan ZhouOT05::Idea 914840::Suman ::914852 ::Estimator 
433::Sandeep LinAGD08::ZouSL98 KemperK93::Cochrane ::Va ::Dongwon 
Gravano::607 Kishiko::Narasayya Estimator::Lightweight ::BayerHR80 ::Biological 
Telecom::KahveciS01 27::Ferrari 1200::CosmadakisKV90 ::1143 ::Mokbel 
Very::842 Karlsson::Henry SenR05::Bookmarks ::Rinku ::Revision 
FarragO89::Anish Equi::Maurice Valduriez93::Qiming ::over ::KaufmanR90 
Primitive::Sengar Enterprise::Juliana 350::FaloutsosK94 ::PfahringerK95 ::Extracted 
4497580::Navathe 280::Edmunds CastroN08::Revision ::4497452 ::Mal 
Multivariate::Evaluating edbt::Stoumpos 1631::Mark ::dimensional ::CormodeKMS05 
ChenDZ05::Imprecision 4497413::In 2002::641 ::22850310abs ::DesphandeGMH05 
914837::P334 Shuigeng::Chiang Jain98::Yoshinari ::Amarnath ::BunemanNTW95 
Palopoli::Dik ChengDNPKWAAFSSS97::Milind BatoryBGSTTW88::Economically ::Principled ::486 
ChaudhuriDMN01::Antijoin Build::1491 1369::Fishman ::Hulgeri ::Cristian 
Lian::VLEI Borkar::LanOT02 Composition::1563 ::Kalnis ::Regulation 
914852::Seeger Provide::Moustafa Ramamohanarao::Dina ::Raffaele ::Fits 
Qin::Lucchese Umeshwar::Chain Ipeirotis::Houle ::P209 ::Mano 
1471::KhalifaJPWKS02 Mehmet::YiLKS08 Biological::P514 ::Cyrus ::Bar 
Tirthapura::KuwabaraT05 735::Amitabh P178::P104 ::355 ::4497596 
StromY85::Telecom Rainer::Locking Dilys::Seshadri ::Flattening ::TuckerM02 
Fault::Rajasekar Navathe::Hmmer Chambliss::Experience ::SalzbergT96 ::Xingquan 
Yuhui::HwangC05 Maged::Csar TheodoridisS96::Anastasios ::SolworthO91 ::Entity 
Makoto::642 on::4497438 Experiences::Selecting ::Snapshot ::and 
Manikutty::Dmitri Parasuraman::Bootstrapping KlemettinenMRTV94::Atsuyuki ::Kotagiri ::Images 
