::Banich ::BatoryBGSTTW88 ::Xiao ::RaffioBCPH08 
::BakalovHHT08 ::Vectorizing ::Ahn08 ::4497411 
::Ray ::CASTLE ::Assertional ::4497467 
::PreparataS85 ::Zachary ::Creation ::Ordered 
::Savasere ::ChakrabartiM98 ::00 ::Toshinari 
::AdaliCPS96 ::Hsiao ::Lochovsky ::15310245abs 
::Technology ::1169 ::Samuel ::Hauswirth 
::190 ::sp ::Simultaneous ::308 
::Dixit ::15310297abs ::1559 ::MolinaGS96 
::Channels ::Jayavel ::Leymann ::EstanN06 
::Dunham ::WangHLS06 ::Ippokratis ::Cunningham 
::Novel ::Bertino ::191 ::code 
::Discovery ::92 ::ssd ::914869 
::GhinitaTK08 ::HjelsvoldM94 ::Sellis ::cdrom 
::Rsch ::Paths ::Borealis ::JiangLWY02 
::Shawn ::651 ::Item ::180 
::486 ::SteenhagenBB96 ::Jagadish91 ::962 
::BernsteinN96 ::Deepak ::After ::Weihl87 
::Bishwaranjan ::Optimizing ::Yin ::Cluster 
::Mishra ::794 ::1615 ::525 
::Mediation ::P351 ::Arijit ::Main 
::15310278 ::Yuanyuan ::El ::Ben 
::WangCPFM02 ::Marko ::Definitions ::TaniguchiS05 
::JohnsonMSS08 ::mash ::Chi ::Walid 
::Developed ::Media ::Didi ::Sequences 
::KimPC01 ::CormodeKMS05 ::MartinGH08 ::SPARK 
::Shapes ::513 ::Fatih ::Dunham 
::SNAP ::Discovering ::Fudos ::22850804abs 
::WangXLW08 ::XiongA06 ::Ailamaki05 ::482 
::MiniCount ::4497439 ::Rahm ::316 
::977 ::What ::Chawathe ::JaberV06 
::Delta ::GubanovBM08 ::Krishnaprasad ::375 
::1023 ::15310517abs ::Dadam ::684 
::Sayal ::705 ::IshikawaK93 ::Marts 
::Mahajan ::NodineZ90 ::MiniCount ::4497542 
::Willis ::28 ::Full ::581 
::Grouping ::Albrecht ::DuschkaL97 ::Partial 
::4497581 ::Channels ::McCannSD08 ::4497494 
::1103 ::Tsukamoto ::Scaling ::ATM 
::Kashyap ::Crawler ::JagadishMS95 ::YangW01 
::Halverson ::Proxies ::602 ::Suhre 
::1627 ::level ::Hasan ::22850545 
::Atri ::Bryan ::Peer ::Xiaoming 
::Discovering ::Yasushi ::CatarciCS94 ::SPOT 
::Laurent ::Needs ::HaraHTN97 ::Mayfield 
::Shahan ::Hull ::Indexes ::498 
::Selection ::year ::209 ::Ad 
::Cudr ::HornickZ87 ::1445 ::Chu 
::Denzel ::Hisashi ::Kyuseok ::GuptaMS93 
::Rinderle ::Microarray ::1316 ::Angela 
::BitonBDH08 ::Thuraisingham ::Wu ::Publish 
::author ::22850186abs ::NabeelB08 ::Delivery 
::1159 ::Decoupled ::ChongDFSYJTK01 ::Tryfona 
::Theobald ::icde2006 ::Overlay ::Antoshenkov93 
::Damianos ::Cunningham ::Christophides ::Video 
::Metric ::Ioannis ::Challenges ::Autonomy 
::Colby ::Shekita ::Storing ::767 
::Evolution ::Olston ::4497517 ::Nigel 
::4497548 ::557 ::SakuraiPF05 ::Iyengar 
::Algebraic ::Ullman97 ::205 ::Fuzzy 
::Ziarko91 ::Calisto ::toWeb ::Revisited 
::Raffaele ::Huhtala ::15310500 ::1603 
::Goldin ::Transaction ::Kshitij ::AgesenBPT01 
::Bouaziz ::BryCDFOS05 ::Full ::Rosenthal 
::Davide ::Matrix ::914868 ::Sujeet 
::GoldbergR83 ::P324 ::org ::Hisashi 
::171 ::LeeSZ05 ::Interactive ::101 
::Renz ::506 ::GoyalHKMS96 ::lisa 
::Mukhopadhyay ::ArefS94 ::Wayne ::Shift 
::Ninghui ::EvdokimovFG06 ::NehmeRB08 ::Federations 
::2008 ::Customer ::Neumann ::Large 
::AgrawalS89 ::ZhouYGCD08 ::Antti ::BryCDFOS05 
::Zimmermann ::Hari ::Specific ::4497558 
::Calimlim ::4497459 ::CallanLC95 ::Dimensional 
::4497488 ::HanF95 ::1337 ::Bhattacharjee 
::1521 ::Inferring ::Divyakant ::Liu98 
::ZhangDH08 ::22851048abs ::ArocenaM98 ::Atzeni06 
::Angel ::Hidden ::SilbersteinBEMY06 ::Gill 
::Zurek ::Shixi ::Roberto ::Bundles 
::Tari ::Sattler ::KauT94 ::914834 
::628 ::KaufmanR90 ::P458 ::Snapshots 
::ArefS94 ::4497430 ::Molina ::Has 
::Reification ::383 ::Raschid ::ChengCMC08 
::Iceberg ::MaddenF02 ::4497606 ::sosp 
::13 ::923 ::Maryann ::ChenR05 
::Middle ::Indrajit ::1470 ::230 
::Kanellakis95 ::WangBTD08 ::Chandel ::GoyalHKMS96 
::1403 ::icde98 ::Commit ::AhmadPCR08 
::Pablo ::KoutrikaI05 ::773 ::Lyman 
::1467 ::675 ::ECA ::Procedures 
::NussbaumerPSS95 ::cgmOLAP ::XParent ::Selections 
::Exploiting ::Jin ::477 ::NeumannHM05 
::Wiederhold ::Mitch ::Rittinger ::Guttman84 
::Daudjee ::Katsumi ::DB2 ::Corruption 
::Internal ::Its ::ChenLGKP94 ::Chun 
::4497460 ::22850516abs ::Qiao ::575 
::15310262 ::Uri ::ChenHY96 ::Redbrick 
::295 ::Reza ::Fits ::Chaudhary 
::Serap ::PolyviouSE05 ::Redo ::Multi 
::Sadhukhan ::Wolski02 ::Hao ::Sakuma 
::1327 ::Osmar ::BertinoOYD05 ::743 
::1061 ::1611 ::ChawatheGHPUW94 ::Publishing 
::Ramamritham ::ColbyGLMT96 ::DeshpandeH08 ::135 
::HSI ::Rimma ::Multidimensional ::1540 
::Prototype ::Wombacher ::Shantanu ::164 
::Bhargav ::15310697abs ::AlexanderR06 ::Maier83 
::696 ::Yongluan ::22850564abs ::Shamkant 
::Indrakshi ::22850939abs ::Generato ::Aware 
::KanagalD08 ::Mathew ::Networking ::Wynne 
::Dyreson ::4497507 ::481 ::Detecting 
::580 ::Milind ::HutfleszSW88 ::Software 
::cosit ::Henry ::Bogdan ::Jigsaw 
::Bundles ::Eltabakh ::About ::4497423 
::Rajan ::Replica ::Generic ::4497624 
::BlumrichLADFS94 ::Gionis ::Mema ::Optimize 
::FerlezFLMG08 ::Tuples ::Market ::425 
::Ippokratis ::Languages ::Shao ::AlonsoC05 
::Dalvi ::W ::Coupled ::Atmosukarto 
::Blocking ::Supply ::Discovering ::KitsuregawaTM83 
::1 ::Coordinate ::Salzberg88 ::deSign 
::Main ::518 ::914823 ::Concurrent 
::23 ::Nodira ::journals ::660 
::Execution ::YiuJHL08 ::Probabilistic ::Latanya 
::1432 ::Shin ::Processes ::Optimization 
::22850355abs ::SquicciariniPB08 ::Foundations ::SaltonWY75 
::VlachouDNV08 ::YouPL05 ::Zuo ::816 
::Wavelets ::Exponentially ::Kreher ::Okcan 
::Sequencing ::Shetal ::Agesen ::598 
::668 ::Bart ::ProcopiucS08 ::Descriptions 
::Toman96 ::Czajkowski ::Eberhardt ::PeiJZ05 
::Lochovsky ::SarawagiS96 ::2000 ::182 
::155 ::Mehmet ::Era ::Munagala 
::Coskun ::Liangzhong ::Lightweight ::GrabsBS01 
::Chu ::Division ::1460 ::893 
::Porkka ::Marian ::D ::Shipra 
::GuptaJM96 ::22851104abs ::Lead ::IshikawaIKH92 
::Doulkeridis ::Karlsson ::Graefe ::Streaming 
::PapadiasT97 ::IshikawaKOYKK98 ::Developed ::Convoy 
::1509 ::Operators ::10010131abs ::22851104abs 
::Ranked ::Advances ::22850619abs ::Expensive 
::237 ::1500 ::Mixing ::MobiQual 
::WangL08 ::H ::Hanyu ::Bei 
::Decker ::Bertram ::DuS82 ::Added 
::Cache ::Native ::P154 ::Abbadi 
::Antonio ::EffelsbergH84 ::ShaoNS05 ::1393 
::HasanM95 ::1468 ::code ::ACXESS 
::4497438 ::Prakash ::4497523 ::AnciauxBHPA08 
::LiH89 ::Hsu93 ::What ::22850388abs 
::4497443 ::Acquisitional ::Watzke ::Sarbanes 
::Sidle ::477 ::PrefixSpan ::Liadan 
::ShaLJ88 ::15310419abs ::Bin ::Junglee 
::Sergei ::Rajamani ::124 ::Ang 
::524 ::1544 ::0003 ::Babu 
::Koustuv ::Publication ::1106 ::Arjmand 
::ONeilG95 ::ChanET05 ::Tucker ::Virtual 
::1002 ::MannilaTV94 ::PC ::ZhangTS02 
::PetkovicZBJAWK02 ::Meaningful ::EderL95 ::Chang82 
::ElmeleegyOE08 ::22851048abs ::Gaurav ::Bamieh 
::Delcambre ::compgeom ::Declustering ::Aaron 
::Bartlett81 ::AgrawalS94 ::Lup ::CareyD96 
::Gruenwald ::KamathAGM96 ::Scene ::563 
::Distributed ::Andrey ::SlidingWindow ::1124 
::4497514 ::Improving ::Chiueh ::P550 
::Bowman ::Narang ::be ::Sebastian 
::Lychagin ::sigmod ::4497504 ::Proactive 
::1114 ::BronczWK98 ::1101 ::SheuW06 
::1267 ::Balaji ::Songting ::10010121abs 
::Netz ::Vassiliadis ::Sudipto ::Yokota 
::22850878abs ::SNAP ::Junglee ::MIX 
::Computer ::Keim ::Pradeep ::Curtis 
::Wolfson ::529 ::392 ::Simon 
::Hambrusch ::Baralis ::598 ::Tarik 
::MOLAP ::tse ::SolworthO91 ::1500 
::and ::OgleS95 ::Seltzsam ::Constructing 
::1436 ::Approximately ::Matrix ::Extra 
::533 ::Linear ::Casati ::Wolfson 
::ChawatheGHPUW94 ::Component ::JohnsonS97 ::Zezula 
::Tang ::Luping ::CaiHH08 ::PapadimitriouRR94 
::Sengupta ::4497570 ::Amza ::SubrahmanianJ96 
::linear ::Atri ::Nagesh ::Bhide 
::AlonsoAAKGM96 ::Wan ::22850619abs ::Jianliang 
::22851106 ::CareyDNAGS97 ::Main ::JiangAC05 
::Pervasive ::DeWittFMV90 ::Triage ::LiCKB06 
::RaoLLPS01 ::22850545 ::111 ::Vanitha 
::Captivity ::Chasing ::Madden ::Feature 
::583 ::Representation ::Isoline ::22850422abs 
::199 ::Yk ::Gruber ::Distance 
::1402 ::IoannidisP95 ::Preda ::DeligiannakisSKVD08 
::CormodeIKM02 ::CORBA ::1131 ::Periklis 
::Inside ::4497576 ::1453 ::395 
::Damdinsuren ::4497607 ::Coskun ::Mohan 
::Counts ::Mema ::IdreosTK06 ::SuleimanCF98 
::SavasereON95 ::Jain98 ::Prefetching ::Eike 
::ZhouW08 ::Kam ::SalzbergT96 ::Marianne 
::Consistent ::X06c ::Adriana ::Debate 
::P004 ::FranklinZTCD92 ::139 ::Marinoiu 
::mk ::Mladenic ::Execution ::534 
::Underprovisioned ::Intermittently ::Mikkel ::Common 
::Dimension ::22850254 ::Computer ::Tania 
::Containing ::Afalg ::Oracle8 ::Specific 
::145 ::22850549 ::Providing ::298 
::939 ::ShanADDK95 ::4497524 ::Merging 
::Don ::Banerjee ::Nuwee ::Woong 
::NeumannHM05 ::Kihong ::ETL ::69 
::Applications ::Loh ::642 ::Lamport78 
::compgeom ::Caches ::1552 ::15310266 
::Eberhardt ::CastroN08 ::P380 ::Row 
::Wang ::CallanLC95 ::22851135 ::1435 
::ACXESS ::Future ::Metadata ::Sup 
::Growth ::RX ::Shuigeng ::Tape 
::ChoR02 ::HwangC05 ::109 ::GionisMT08 
::284 ::MohanN91 ::BestPeer ::Searches 
::LiL08 ::KivinenM95 ::AkindeCJK01 ::Provenance 
::Aoying ::Sithirasenan ::DogacBO06 ::Defined 
::Weikum ::YiLKS08 ::Orlando ::Sarawagi 
::MendelzonW95 ::IlyasA05 ::Zeng ::Era 
::Jeong ::4497571 ::914869 ::Ferlez 
::Decomposition ::code ::864 ::Min 
::914833 ::Wing ::99 ::Sandeep 
::ZhangRL96 ::Structured ::1 ::Processors 
::asplos ::Subspace ::WangHLS06 ::Computer 
::Ann ::15310543abs ::constrained ::MeoPC98 
::4497532 ::112 ::Shurug ::Arjen 
::Community ::488 ::Ioana ::Asonov 
::Pinar ::Jensen ::ride ::BrinkhoffKSS94 
::Rabinovich ::MarianAKS05 ::AbiteboulQMWW97 ::LiLHC06 
::Mic ::Statistical ::914817 ::4497475 
::1424 ::Arumugam ::ChenR94a ::Raghu 
::1140 ::Gawlick98 ::MUSE ::Extensions 
::Yoshinari ::Retrieval ::4497611 ::Balazinska 
::Ioannidis ::Chairs ::Incremental ::P297 
::Ang ::Andrs ::NetzCFB01 ::Extended 
::Yi ::Ling ::Routing ::Cubing 
::Construction ::Hman ::Aliekber ::YangW01 
::KashaniS06 ::Probability ::Design ::864 
::Huabei ::15310492 ::Jinping ::22850417abs 
::Masato ::Alink ::1343 ::Gerhard 
::Girod ::Balaporia ::Method ::Minos 
::61 ::Friedman ::AcharyaAFZ95 ::Fischer 
::Sanjay ::SismanisR05 ::AttieSSR93 ::327 
::FungWY05 ::Tight ::Ka ::GardarinGT95 
::Savasere ::Scripting ::Warping ::Hung 
::fodo ::ChapinHRG95 ::Mal ::ShahR08 
::P294 ::Resolution ::ChakravarthyM94 ::Suleiman 
::inWireless ::Nagesh ::Guting94 ::Basit 
::SVG ::DeWittNS91 ::TaninHS05 ::LjosaBS06 
::22850230abs ::SchmidtKW01 ::255 ::Shetal 
::214 ::P466 ::Benjamin ::Hara 
::540 ::205 ::Underprovisioned ::Annamalai 
::BalminOST08 ::927 ::LiZBSZN06 ::Stucki 
::633 ::Meyerson ::LeeMCC02 ::Knig 
::Ipeirotis ::Gupta ::Demonstration ::HP 
::640 ::Parallel ::ZaianeELL05 ::616 
::75 ::Blakeley96 ::Zaiqing ::Yuhui 
::KriegelKKRS08 ::Incorporating ::acta ::Outlier 
::103 ::Xiaodan ::Mostafa ::Kanaya 
::Moshe ::SEMCOG ::15310498 ::Xiaoxin 
::Mark ::1471 ::BerchtoldBKK97 ::Andrey 
::Strict ::Gunopulos ::AttieSSR93 ::Model 
::10010215abs ::Petko ::http ::317 
::to ::Panagos ::Indrakshi ::321 
::MegalooikonomouWLF05 ::4497456 ::Air ::953 
::Rau ::22850403abs ::15310176abs ::Challenges 
::185 ::Ifrim ::Engovatov ::1421 
::286 ::Useful ::4497494 ::SketchTree 
::ngc ::Volatile ::P402 ::Xuedong 
::Classification ::199 ::Uwe ::AggarwalY08 
::Clio ::1169 ::1467 ::Khatchadourian 
::Structural ::Cesare ::Automated ::Stefanakis 
::1492 ::Zeng ::tse ::15310543abs 
::Chai ::1530 ::Page ::Ajay 
::ZhangTS02 ::tree ::CosmadakisKV90 ::Construction 
::SchroederHIN06 ::BorgBGHO89 ::Finding ::1441 
::Scalar ::521 ::AbiteboulK92 ::Henrich94 
::4497548 ::15310453 ::Hao ::Marinoiu 
::Elements ::Bernhardt ::Products ::15310155abs 
::914825 ::ChandraV85 ::Singer ::51 
::Khatchadourian ::YiJF98 ::Coupled ::Karras 
::Rich ::ChengYHY08 ::Coverage ::Houman 
::Mikkel ::Du ::1403 ::String 
::Mario ::43 ::Toivonen ::Ruoming 
::22850991abs ::Clark ::Adaptation ::Shivakumar 
::ReissRKZV08 ::Cinzia ::4497590 ::Kristin 
::Minh ::Signatures ::Pirahesh ::Tran 
::LivnyRBCDLMW97 ::bancilhonDK92 ::Azar ::BunemanCFHMV05 
::Akrivi ::Asl ::StockmeyerM73 ::Heiler 
::P126 ::SQL ::Greene89 ::Orenstein89 
::Ester ::Tran ::Dhruv ::GaoZCLLC08 
::THALIA ::22850533abs ::914844 ::Wenning 
::Id ::BrinkhoffKS96 ::All ::1013 
::Tsumura ::dpds ::Duplicate ::Edmunds 
::209 ::475 ::BakalovT08 ::Chengyu 
::Christophides ::Joshi ::Mong ::914808 
::Hubert ::PatelD96 ::via ::1363 
::HanFWCGKLLRSXZ96 ::Probability ::Combining ::Stonebraker96 
::Chafle ::Sarawagi97 ::Zadeh65 ::Moshchuk 
::QinQZ06 ::HarrisonD92 ::Odysseus ::ReissH05 
::Applications ::385 ::Smodels ::ShiZ05 
::Oguchi ::Useful ::ChenRDEGS06 ::MoerkotteN08 
::Mumtaz ::1506 ::Vrhovnik ::P550 
::594 ::CPU ::SayalCDS02 ::Raffio 
::KhalefaML08 ::68 ::Prasan ::Anant 
::Sunbir ::Davey ::1147 ::BOXes 
::Languages ::BernsteinGLL98 ::477 ::Burdick 
::Zdonik ::Koh ::823 ::Inventing 
::Nigel ::Answer ::Discriminant ::Selinger 
::Ordered ::Extremely ::Novak ::22850190 
::KriegelKKRS08 ::GoelSYZ02 ::87 ::JainS94 
::Subscribe ::310 ::Stream ::Frequency 
::156 ::Activities ::Denny ::ER 
::GeertsKM06 ::Jianliang ::Roussopoulos ::SakuraiPF05 
::Multi ::P296 ::AggarwalY08 ::15310617abs 
::Fusheng ::Hmmer ::ChawatheAW98 ::641 
::Fromont ::Top ::LeeKC01 ::computer 
::Private ::bancilhonDK92 ::1121 ::PictureBook 
::RamanSQRDKNS08 ::Elmagarmid ::4497588 ::1596 
::SnodgrassA86 ::dexa ::331 ::Fixed 
::AikenCSW96 ::Spannagel ::GoldinK95 ::22850157abs 
::Nobutoshi ::Batched ::10 ::Batra 
::Hwang ::HorwitzT86 ::Telecom ::Ladin 
::Rule ::ICDE98 ::Gunopulos ::ChanSL98 
::ShethR93 ::115 ::org ::1627 
::Under ::ObermeierBHCS08 ::Shaped ::Huabei 
::DaiKSTV08 ::BalminOST08 ::Kishan ::Seltzer 
::Zeldin ::ConQueSt ::Tang ::873 
::Bloom ::Jrg ::4497627 ::Harold 
::Jaber ::Actionable ::Synchronization ::Houle 
::415 ::Woong ::Olu ::P392 
::wi ::Crawler ::Sandeep ::Gamper 
::WangZ02 ::Native ::Chambliss ::Tree 
::AssfalgKKKPR06 ::Web ::XML ::386 
::Wavelets ::Anne ::656 ::Snodgrass95 
::1494 ::Eberhardt ::Jun ::Piatetsky91 
::k ::Bruce ::Christos ::Weidong 
::Balaporia ::15310212abs ::22851111abs ::1503 
::Haibing ::Aoying ::Constraint ::BakalovT08 
::The ::Aidong ::Shegalov ::Fernndez 
::Liangzhong ::Nabar ::SegevF90 ::Tucker 
::Jermaine ::Naacke ::Leslie ::ONeil87 
::Sang ::Loreto ::Mehrotra ::1563 
::Shixi ::Hiroaki ::Stratified ::GaoZCLLC08 
::983 ::KimGBW90 ::81 ::Kriegel 
::ONeilWFCM98 ::Jeyashankher ::Partitioning ::Alone 
::P503 ::Realization ::4497603 ::Automata 
::623 ::630 ::Rong ::Ledlie 
::218 ::Scale ::ChenSZ05 ::Porto 
::P076 ::Schoning01 ::914838 ::TAR 
::Schumacher ::Krger ::Banu ::HamakawaR94 
::Kumar ::Nicolas ::Extracting ::Bradley 
::Amr ::Clean ::Abiteboul97 ::Huaiyu 
::Elisa ::22851137abs ::Coupled ::SCADDAR 
::15310166abs ::JainS94 ::Tok ::914867 
::Houman ::1464 ::Wireless ::HirataHTK96 
::Automata ::FaloutsosL95 ::Links ::P302 
::Miron ::LevandoskiKM08 ::Hon ::Aravindan 
::Wombacher ::1033 ::Nikos ::Connectivity 
::ShalemB08 ::Enforcing ::ElfekyEV02 ::Manjhi 
::Roberta ::15310266 ::Nie ::Kanagal 
::Stacie ::InanKBS08 ::Visual ::Campen 
::Complete ::Leutenegger ::OzdenRS98 ::MoonWL01 
::cite ::Rinku ::Atluri ::333 
::KobayashiLKWY05 ::Places ::HenrichHSW91 ::Sueda 
::411 ::Cho ::Yuan ::Milano 
::Preserving ::Agents ::Large ::sigmod 
::Heiler ::Elizabeth ::Gang ::Nuwee 
::Neighbor ::15310267 ::Qixiang ::486 
::Gravano ::KahveciS01 ::109 ::1616 
::Martone ::EllisG89 ::Kolovski ::Schmidt 
::4497461 ::Blocks ::Qixiang ::Estimator 
::ChangM88 ::1115 ::Mitch ::ShkapenyukS02 
::ICDE98 ::P268 ::Jayavel ::1476 
::Facet ::Vetle ::1379 ::Fan 
::1556 ::Validating ::IshikawaKOYKK96 ::Record 
::domain ::LegariaGGHSWYZZ08 ::Gil ::Mukherjea 
::Teixeira ::33 ::granularity ::End 
::1098 ::Miner ::Vrhovnik ::732 
::Yuqing ::Wilhite ::4497541 ::Closure 
::Banich ::Miled ::Verifying ::GruenwaldBP06 
::JermaineOY02 ::Cong ::Anup ::Logic 
::Ling ::icde ::Memory ::Veli 
::OrfaliHE96 ::87 ::Yibei ::Joxan 
::Athena ::dke ::KashaniS06 ::1358 
::Xiangdong ::ZhangLKW06 ::Pitoura ::Kanaya 
::424 ::4497521 ::ApersHY83 ::Squicciarini 
::HwangCZ08 ::576 ::Generation ::Manish 
::P522 ::Fingertips ::Wilfred ::Swart 
::Convoy ::Leong ::Kantarcioglu ::Wan 
::Subscribe ::693 ::Ifrim ::SAP 
::1043 ::Raymond ::Eadon ::ArbitraryWindows 
::247 ::SunPF05 ::Qixiang ::Exploring 
::Transactional ::336 ::Bhide ::MOOLAP 
::LiC98 ::Krmer ::AdaliCCES96 ::Bertino 
::Untrusted ::107 ::244 ::booktitle 
::Shifting ::Exemplar ::Paraskevas ::Tata 
::NN ::GounarisYSD08 ::Decomposition ::412 
::Prototyping ::Mehmet ::511 ::LawrenceB02 
::On ::Units ::15310297abs ::22850157abs 
::Push ::Christos ::Skyline ::Networking 
::Meo ::BeckleyER85 ::SaltenisJ02 ::Inseok 
::fAST ::1349 ::Bhowmick ::PinarTF05 
::P297 ::Repairable ::Postgres ::Sun 
::Abdelmounaam ::Wu ::Ippokratis ::HeS06 
::983 ::Packets ::601 ::22850804abs 
::HadjieleftheriouCKS08 ::Jianlin ::Chen ::15310617abs 
::KumaranCH06 ::Samet90 ::Vetle ::Tears 
::WidomC96 ::Estan ::93 ::AmarmendAK06 
::ChenDER05 ::LiuYT05 ::Annotator ::ChenC92 
::P578 ::Hope ::967 ::Niels 
::Marcelo ::1467 ::X06b ::Stratos 
::Boris ::Freeston87 ::22850094abs ::StonebrakerADNR93 
::Cudr ::Balter ::Feng ::McKenna 
::BerchtoldBKK97 ::Yingqi ::4497510 ::Storage 
::4497449 ::1229 ::Mema ::Schubert 
::etintemel ::Physical ::Answering ::Lohman 
::SNAP ::icmcs ::458 ::BayardoA05 
::Eunus ::1259 ::328 ::Arjen 
::22850580abs ::WhiteDJ96 ::ZhaoDN97 ::Serialization 
::15310419abs ::Sensor ::Workloads ::Nectaria 
::Etoh ::Ke ::LawrenceB02 ::15310017abs 
::Chow ::Cliques ::60 ::29 
::462 ::Relation ::Wayfinder ::Elizabeth 
::140 ::Ewen ::Browser ::1169 
::37 ::CherniackZ96 ::372 ::Labrinidis 
::GaoHPSA06 ::Steve ::Usama ::Closest 
::Esther ::Ertem ::Felber ::Aaron 
::Mic ::Coherency ::Klabjan ::914823 
::Mostafa ::4497630 ::Liu ::P316 
::Stefanakis ::Shadmon ::Roussopoulos ::Signature 
::104 ::ONeilWFCM98 ::List ::Dimensions 
::P342 ::State ::business ::StonebrakerRH90 
::BestR85 ::Nora ::Dialect ::Neighborhood 
::AquaLogic ::Anish ::Qingchun ::Dyreson96 
::Output ::122 ::254 ::Huang 
::1361 ::compcon ::FranklinCL93 ::Sweeney 
::314 ::MIC ::Reference ::Anish 
::Photos ::RaoPML06 ::Ravishankar ::Tanizaki 
::325 ::Yidong ::Incorporating ::Etoh 
::Murat ::JainMTC95 ::Approximation ::LeungMSVVZ93 
::KetchpelGP97 ::100 ::Gawlick98 ::Underprovisioned 
::4497589 ::HolsheimerKMT95 ::SaltenisJ02 ::KoudasS05 
::ZivL77 ::Tamir ::BouganimFV96 ::493 
::O ::Knuth73a ::crossref ::Gudes 
::XGuard ::4497493 ::Szabo ::Minh 
::Leymann98 ::StromY85 ::LianC08 ::Intelligence 
::AnwarMC93 ::P004 ::Bitemporal ::eBusiness 
::165 ::4497459 ::673 ::Component 
::595 ::4497426 ::Taylor ::Klinginsmith 
::15310155abs ::IshikawaIKH92 ::4497466 ::Periodic 
::Saikat ::Buffering ::Yannis ::Simultaneous 
::4497504 ::SpaceTwist ::icde2008 ::PetkovicZBJAWK02 
::Popa ::Classification ::1358 ::Virtualization 
::DozierSF94 ::Projected ::Yueguo ::Resolution 
::Ioana ::Aware ::Naga ::Sotiris 
::4497426 ::Baralis ::Dependency ::Checking 
::Provisioning ::Vishal ::Broken ::Bestavros 
::Hyong ::Automation ::KashaniS08 ::GovindarajanMV06 
::4497596 ::MobiQual ::ZhaoIG08 ::Scrutinizing 
::Martin05 ::BreitenederGT92 ::Sidle ::Evripidou 
::Xiao ::Ihab ::878 ::173 
::Gedik ::Skyline ::4497460 ::Eunus 
::Outerjoin ::1330 ::4497537 ::kdd 
::Saltenis ::Disease ::Riemenschneider ::ModelGen 
::ConsensLO06 ::10010071abs ::Holger ::22851140 
::Bravo ::Michael ::22850518abs ::Supratim 
::McKenna ::Shinjiro ::AbiteboulMPPS08 ::Negative 
::Reduction ::Presentations ::Edoardo ::ChenCRM06 
::22850417abs ::Concurrency ::22850865abs ::CallanLC95 
::DBMSs ::Heinz ::Jagannath ::Mong 
::22851100 ::883 ::Balancing ::Liu98 
::ZhouP08 ::Community ::HeLC05 ::Transfer 
::Xueyan ::Prefix ::Navigation ::Onizuka 
::Weld ::Weihl87 ::PrefixSpan ::ChenLGKP94 
::LiHYX05 ::P259 ::BlumrichLADFS94 ::Methodical 
::ImielinskiVA96 ::EppingerMS91 ::Xiang ::Krkkinen 
::PetitTBK96 ::Intelligent ::Andrey ::Rosenthal 
::cker ::15310273 ::Materialization ::Spiekermann 
::Ketchpel ::903 ::KramerP96 ::3D 
::CandanHS98 ::Unity ::SavasereON98 ::QuassRSUW95 
::Scheme ::Leo ::173 ::HorwitzT86 
::Sharing ::Updating ::WuEDCKAS08 ::Specific 
::914838 ::396 ::YiJF98 ::KistlerS92 
::Krishnan ::Dogac ::UDB ::LuVA08 
::266 ::640 ::982 ::327 
::Subarna ::34 ::Philipp ::Passing 
::IBM ::Arthur ::914858 ::GyllstromADI08 
::4497524 ::Gamper ::KumarLMT08 ::Aleksandra 
::45 ::1160 ::Was ::285 
::Riccardo ::Nicholas ::Hellerstein ::PeeryWMN08 
::1180 ::Pervasive ::4497555 ::Hanan 
::EstanN06 ::onWeb ::Hershberger ::Passing 
::246 ::ShenOT06 ::595 ::IP 
::22850434abs ::mta ::Redbrick ::337 
::Giuseppe ::TAR ::PinarTF05 ::4497506 
::LiebermanSS08 ::Industry ::Christina ::650 
::Palopoli ::Tiancheng ::P436 ::1627 
::1032 ::Stonebraker96 ::22851024abs ::Intra 
::Papadopoulos ::Koudas ::Synthesizing ::Directory 
::Krger ::P334 ::Prasad ::843 
::81 ::Multimodal ::470 ::890 
::RamamrithamSSTX96 ::Suhre ::128 ::Specialization 
::Wouter ::Damdinsuren ::Koh ::4497520 
::Paolo ::22850273abs ::GardarinST96 ::an 
::Ranked ::YounSun ::Minh ::Tadashi 
::Deepak ::Spatio ::1444 ::619 
::Floris ::4497535 ::Picture ::P108 
::DeRoseCGSDBZ08 ::FernandezFLS97 ::Hara ::1100 
::ThomsenPL08 ::Wiederhold93 ::395 ::KreveldO91 
::Sinha ::1248 ::BitonBDH08 ::FegarasM95 
::Bossi ::AbiteboulMB08 ::NakamuraAOS93 ::Weihl88 
::DB2 ::BalkeNST05 ::Hasan ::Thomsen 
::Tsukamoto ::4497520 ::Squicciarini ::Okcan 
::Gravano ::Niels ::Alternative ::Balazinska 
::Weddell92 ::75 ::Iceberg ::EllisGR91 
::ADEPT2 ::Khaitan ::ChaudhuriGKLLM98 ::Tari 
::ssd ::SherkatR06 ::1258 ::Oliver 
::csur ::MONDRIAN ::Alon ::LakshmananSS96 
::LeFevre ::4497558 ::DanielsSHLMWW82 ::15310279 
::Primary ::Jianliang ::Participants ::Daudjee 
::4497550 ::ks ::Gryz98 ::Anonymous 
::LianC08 ::Attacks ::Widom ::Manfred 
::Susan ::Nobutoshi ::147 ::Kleene 
::ChonAA02 ::FaloutsosL95 ::BarbaraI94 ::Yuanyuan 
