::Garbage ::314 ::Gyssens 
::Trobe ::Application ::Kline 
::for ::187 ::Maier 
::Project ::Agarwal ::Naughton 
::Konstantinos ::S3 ::Larson 
::Yongjian ::Step ::File 
::Counting ::Kohler ::Advances 
::Simmen ::Robert ::line 
::Towards ::LRU ::Jason 
::driven ::470 ::Khedkar 
::19 ::Action ::Structure 
::326 ::Bigelow ::Dennis 
::Dr ::Agenda ::Extracting 
::Geppert ::Crestana ::Julia 
::Mumick ::22 ::Adding 
::Narain ::Ford ::Tomasz 
::Assurance ::Database ::Ghemawat 
::issue ::San ::Postgres 
::Jessie ::Convent ::Page 
::Beng ::Yuping ::Thin 
::Lorentzos ::Shamkant ::Position 
::Croft ::Riekert ::Huffman 
::Lifestreams ::Wolfgang ::Shilpa 
::Reclustering ::Ozcan ::Notions 
::USD ::Paul ::Gunter 
::Missing ::Access ::Ganguly 
::Stoltzfus ::Models ::43 
::Log ::Wen ::Atkinson 
::367 ::an ::Separately 
::Internet ::Shneiderman ::Why 
::Flynn ::Keim ::99 
::Okay ::Sharing ::Deppe 
::Ariav ::Fong ::Problems 
::SQL3 ::Dar ::Image 
::370 ::Atomicity ::Phillip 
::521 ::Order ::137 
::Structure ::Eick ::Merrett 
::Boon ::407 ::Mikael 
::NASA ::Stenoien ::Jefferson 
::6 ::52 ::Yandong 
::Assurance ::15 ::MLS 
::Buffer ::Snodgrass ::Johann 
::554 ::S ::X 
::among ::Policy ::108 
::Victor ::Fugini ::Minos 
::Solutions ::Kshitij ::Magic 
::Goal ::Simmen ::Sakahara 
::Sanjay ::Laursen ::Point 
::13th ::Merging ::Pierangela 
::Religious ::Class ::Oded 
::Paula ::Wave ::Mackert 
::502 ::GIS ::Semistructured 
::324 ::Audit ::Day 
::Jutta ::1990 ::484 
::Compression ::Roark ::Table 
::Mohamed ::Bhm ::Graham 
::Buffers ::145 ::Legaria 
::Sudhir ::Geographic ::Common 
::Mohamed ::Brodie ::Handling 
::Bandwagon ::Renner ::Adelberg 
::477 ::Reconstructed ::McHugh 
::Machlin ::Genesereth ::Vossen 
::378 ::107 ::Deleting 
::10 ::Seeded ::527 
::Section ::Calculus ::Balakrishna 
::Yeung ::252 ::Christine 
::SQL3 ::Years ::21st 
::Accessing ::378 ::Beverly 
::23 ::Shaul ::Mick 
::McCarthy ::MYRIAD ::Piero 
::Berg ::Fox ::Jyh 
::423 ::Louiqa ::REpository 
::Chungmin ::Castano ::Heterogeneous 
::Baeza ::Computer ::Kiernan 
::number ::Klonk ::Li 
::SBBD ::Philippe ::Mario 
::Extendible ::Why ::221 
::Cluet ::Jaewoo ::AlphaSort 
::Tork ::Li ::38 
::Ebru ::Presentation ::Jerrold 
::Answer ::Deductive ::Sycara 
::283 ::Realtime ::Yongjian 
::485 ::Valduriez ::Atzeni 
::Silvano ::Lipski ::Thatte 
::271 ::Gkhan ::Separately 
::120 ::Hrder ::273 
::Rebuilds ::Larry ::Meta 
::124 ::Ford ::MMDBS 
::Observing ::Mohamed ::Wimmers 
::Kerschberg ::355 ::Andree 
::Modules ::Tagg ::Bibliography 
::515 ::Ko ::Randy 
::Piero ::397 ::Broadcast 
::Dense ::Dewan ::Jensen 
::Fatima ::Ada ::164 
::Van ::SONAR ::Yuping 
::Nado ::Mohammed ::Observing 
::Andrea ::Chinya ::Daniel 
::Interoperable ::Wong ::Au 
::Georg ::Loeffen ::Editorial 
::HyperStorM ::Brigitte ::Levine 
::Yang ::Expected ::88 
::Basic ::Mannino ::Jensen 
::Carrie ::364 ::DBA 
::Brodsky ::Gkhan ::Moffat 
::Not ::wide ::CapBasED 
::Alejandro ::Indexing ::Soo 
::Trade ::Claude ::Index 
::Bressan ::Priti ::L 
::Optimized ::Alphanumeric ::Hughes 
::Binto ::Wilcox ::Already 
::Rowland ::Hendrikx ::Amateur 
::258 ::Krishna ::Mick 
::Ohori ::Neil ::Packer 
::Abdel ::Translation ::Atzeni 
::Schlageter ::Bhavani ::Mohammed 
::Department ::Definition ::Managing 
::Calculus ::Sullivan ::McLeod 
::Navarro ::Katia ::53 
::Stephanie ::SONAR ::Evaluation 
::Adding ::Establishing ::Hyuk 
::Badrinath ::Fraternali ::Gook 
::Joseph ::Left ::Jay 
::Assisted ::256 ::Daniela 
::non ::Transformation ::Graphical 
::Take ::Rupawalla ::Yeung 
::Kohler ::Historical ::Versus 
::SR ::Self ::Merge 
::Rmy ::357 ::Ptool 
::Hayes ::Bezenchek ::Locally 
::AI ::Rengarajan ::Grandi 
::Vassilis ::Max ::Caching 
::Wong ::Mostly ::307 
::Huang ::Graefe ::Concurrency 
::359 ::Software ::About 
::459 ::To ::Buchmann 
::553 ::90 ::37 
::International ::Arbee ::STanford 
::27 ::330 ::Link 
::Poyet ::Xiaolei ::Message 
::Winfried ::Dimitra ::Sonia 
::Logic ::Lawande ::74 
::CICS ::Evaluating ::Guo 
::Compiling ::Duval ::Hung 
::Gerard ::489 ::Han 
::Workbench ::Without ::318 
::Bhavani ::Wolfson ::Chopping 
::Davison ::93 ::Exploration 
::Fabret ::McLeod ::Ulla 
::Gad ::Concerning ::Maurizio 
::Survey ::Zorn ::Hara 
::Oracle ::Shalom ::Evaluating 
::Teradata ::118 ::Ooi 
::Warren ::Thinksheet ::Rakesh 
::Brief ::Recursive ::Why 
::Geo ::Machlin ::Vance 
::Shutdown ::Quickly ::Autonomous 
::Vincini ::Declustering ::Walt 
::ObjectStore ::Mahboob ::Modification 
::Skowronek ::102 ::Frederick 
::Future ::Troyer ::206 
::Fatma ::Kent ::MEDUSA 
::Alistair ::Marco ::Gibbs 
::Bibliography ::Standards ::Workloads 
::Wars ::Fu ::Jun 
::Krithi ::Generation ::217 
::Nado ::Paolo ::Vijay 
::LORE ::Jianwen ::Krll 
::Gnter ::Store ::ASSET 
::392 ::Kevin ::Neptune 
::47 ::Novel ::63 
::Bauzer ::Michele ::Erhard 
::Hot ::Paton ::Kolodner 
::tree ::Watson ::Sudarshan 
::Manager ::Gucht ::Nancy 
::Shinichi ::Beat ::Flaws 
::Staggered ::Hian ::51 
::Existing ::Project ::Finite 
::Markus ::Saxton ::MMDBS 
::Exploiting ::Zhang ::Poosala 
::Transaction ::AI ::Barinderpal 
::Sagiv ::MINOS ::516 
::Ganguly ::Viswanath ::SG 
::127 ::Lu ::Commit 
::Josef ::Deppe ::Bergamaschi 
::Marcel ::Outs ::Masses 
::Zurich ::Despina ::Stuart 
::Colin ::issue ::Chopping 
::Jos ::Rulebase ::Wilson 
::Assets ::419 ::Sergey 
::Papoulis ::SQL ::STARTS 
::60 ::Lothar ::Jr 
::Zhou ::Altintas ::from 
::Nick ::Through ::Achyutuni 
::Keng ::Widom ::Saying 
::Solving ::Firm ::Won 
::Keith ::Towards ::576 
::UNIX ::Reuter ::Janet 
::Hide ::401 ::Vincent 
::Mary ::Gerhard ::Gregory 
::trees ::Hash ::300 
::Griffin ::Robertson ::Pires 
::Retention ::Summary ::Zhuge 
::Asserting ::Meeting ::Editorial 
::Jiawei ::Useful ::Olga 
::from ::235 ::Kolodner 
::Jukic ::Geographic ::Mario 
::Sethi ::Size ::Syan 
::Fixing ::Quickly ::al 
::F ::Mathematical ::Good 
::Fu ::Kamalakar ::Tsatalos 
::539 ::Linda ::Matthias 
::Colby ::Range ::Khn 
::SAP ::2001 ::Partial 
::Quickly ::database ::trees 
::282 ::Visual ::Tian 
::Arie ::Multisafe ::Matching 
::Hoch ::Distribution ::Mitchell 
::Rmy ::Jain ::Dyson 
::II ::Tan ::387 
::ZOO ::69 ::Barry 
::Helal ::Organization ::232 
::17 ::Clemens ::Yue 
::Transient ::Blott ::ODE 
::Reuter ::Ford ::Shmueli 
::Implementing ::Inserting ::Vinek 
::Multiversioning ::554 ::Revisted 
::The ::zhan ::Aberer 
::Lu ::Gehani ::Design 
::Riccardo ::Path ::538 
::Effect ::404 ::Ishwar 
::Initial ::Wrappers ::Impact 
::Dar ::Kulkarni ::543 
::Ghandeharizadeh ::Buffer ::Motakis 
::Matthias ::Loss ::Kashyap 
::Thierry ::Lougenia ::King 
::Bibliography ::Patel ::Rafanelli 
::Ubell ::New ::Warehouses 
::78 ::Erratum ::268 
::Remotely ::Event ::90 
::Klonk ::Wm ::Fugini 
::Common ::Mary ::Cattell 
::Goel ::Delobel ::Sundaresan 
::Silvio ::Role ::Gray 
::Determinism ::Deborah ::Porter 
::Experiencing ::Belinda ::563 
::Dependencies ::Reasoning ::Barber 
::Box ::Function ::Ulla 
::337 ::571 ::Alistair 
::313 ::Ramana ::X3 
::Konstantinos ::Michele ::wide 
::Troyer ::Mohan ::Tallot 
::Borras ::Shan ::Farshad 
::Okay ::Xian ::Medical 
::Salvatore ::Oriented ::Bargmeyer 
::419 ::La ::Ambuj 
::Activity ::Optimal ::is 
::Approach ::Modeling ::434 
::Dittrich ::Industry ::Suryanarayana 
::Lip ::DeWitt ::49 
::Mult ::zgr ::152 
::Blakeley ::DOODLE ::Darling 
::Swarup ::Kamalakar ::EOS 
::William ::Spence ::Schrefl 
::405 ::Sistla ::Troyer 
::Ozcan ::Karen ::Krll 
::Enforcing ::La ::Atomicity 
::Quickly ::ACT ::Inverted 
::Outs ::Recursive ::Vardi 
::Knoblock ::Bltzingsloewen ::Phatak 
::Message ::563 ::Already 
::SG ::Piyush ::Vincini 
::Transition ::357 ::Annotating 
::Representations ::371 ::Cercone 
::Gerald ::Swift ::Science 
::Prolog ::Rewrite ::Bressan 
::Toolkit ::Nandit ::View 
::Morpain ::Lin ::Rene 
::Narang ::Patel ::Yasushi 
::Cubes ::Fynn ::Method 
::Maurizio ::Reasoning ::Orientation 
::AlphaSort ::Internet ::Marvin 
::428 ::Lewis ::Enhancing 
::556 ::Into ::BCNF 
::Suciu ::Update ::Polymorphic 
::Postgres ::Roantree ::Plaisant 
::Stole ::Roark ::Broadcast 
::Rakow ::Grasnickel ::Thatte 
::Legaria ::Methods ::321 
::Motakis ::Josef ::Environment 
::Hartmut ::Anastassia ::Downing 
::Deborah ::Directions ::Bing 
::525 ::s ::ConceptBase 
::Silverstein ::Badrinath ::84 
::Answers ::Rahimi ::Compiling 
::Kemper ::Mrcio ::Garnett 
::Ahlberg ::Witold ::Beverly 
::Jnsson ::Symmetric ::Willie 
::Jae ::441 ::Writes 
::Beigel ::Bltzingsloewen ::Liuba 
::Shea ::Better ::Zurek 
::Aided ::Kupiec ::Chinya 
::Binto ::Metrics ::Federation 
::Christophides ::Liskov ::Tsangaris 
::Snodgrass ::Chirn ::Duschka 
::Workaholics ::System ::Fong 
::Knowles ::Hallmark ::Disco 
::81 ::Toolbox ::Advances 
::Hanan ::Sten ::Toward 
::Umesh ::355 ::225 
::Matching ::Termination ::Nori 
::119 ::Commercial ::Inference 
::Strengthen ::Attributes ::Strategies 
::Manfred ::Participants ::Wesley 
::Modeling ::Power ::Donovan 
::Casanova ::Franois ::Duschka 
::Luis ::121 ::Gerd 
::380 ::Selfridge ::Temporal 
::86 ::Capabilities ::Problem 
::Johannes ::551 ::Jennifer 
::Milo ::Francine ::111 
::Wen ::Gardarin ::Walter 
::Roland ::Divyakant ::Finally 
::Message ::110 ::Centre 
::Itemset ::Spyratos ::Claudia 
::Historical ::Infomaster ::DeMichiel 
::Chaudhuri ::Kn ::Manish 
::Chaudhary ::Kline ::E 
::56 ::Balakrishna ::Manipulating 
::468 ::Evolving ::Rolland 
::Studies ::Kaizhong ::Mackert 
::Conversion ::Moore ::17 
::Ellman ::Administering ::Multidimensional 
::Complex ::Predicate ::Chair 
::Breaking ::Therber ::DB2 
::404 ::Applications ::Testbed 
::Klug ::Graphical ::Georg 
::Khn ::Nandit ::Industry 
::N ::529 ::Two 
::George ::MOSAICO ::347 
::A ::Jeanine ::Media 
::Darrell ::Executions ::554 
::Lon ::Line ::Ouksel 
::Super ::Walch ::Bergamaschi 
::Collection ::Laursen ::Mema 
::Abbadi ::446 ::SQL3 
::Jessie ::Hector ::ONTOS 
::Baden ::Chomicki ::Valduriez 
::Matias ::Bandwagon ::Piatetsky 
::GOOD ::Correctness ::Manish 
::Selfridge ::into ::XPRS 
::Algebras ::Gary ::Mogi 
::Sinha ::Ravishankar ::Keith 
::Prototype ::Atomic ::Scale 
::61 ::Cheap ::Thinksheet 
::Hash ::Kornacker ::Arbee 
::BUSINESS ::Kurt ::User 
::Bruns ::order ::GOOD 
::513 ::11 ::Leung 
::Inderpal ::ODE ::Karadimitriou 
::Budak ::Kuan ::Wildcards 
::Dayal ::Ganguly ::Elmagarmid 
::Warehousing ::Manager ::Rozenshtein 
::McClatchey ::Kowarschick ::Zdonik 
::Multiprocessor ::Store ::Energy 
::255 ::Woodruff ::Chakravarthy 
::Laks ::Reconstructed ::Thinksheet 
::Key ::Vista ::Okay 
::Kitsuregawa ::Plans ::Conjuction 
::Methods ::Henk ::Tsichritzis 
::Kilov ::Left ::243 
::Non ::Nelson ::Pang 
::Arie ::218 ::Geographic 
::Linderman ::Recurrent ::White 
::Narang ::Celentano ::zsoyoglu 
::Between ::Elisa ::Determinism 
::Steven ::127 ::GUI 
::Modular ::Stuckey ::Christophides 
::Dean ::Alex ::Relations 
::Vienna ::404 ::DDT 
::546 ::528 ::Text 
::Scale ::Liuba ::Radzyminski 
::Number ::their ::INterchange 
::Crisis ::Ahn ::Redundant 
::Strssler ::Amihai ::Investigation 
::Darling ::Zobel ::Strategies 
::Through ::240 ::Challenges 
::Qaimari ::Proposal ::Fll 
::Inc ::352 ::Administering 
::Zloof ::Executive ::Stable 
::Actions ::Ricky ::Clustering 
::Sten ::98 ::320 
::509 ::Won ::Jianwen 
::Newmann ::Ensuring ::Phil 
::Adya ::Tang ::Woodruff 
::Rosana ::Hellerstein ::Chris 
::Bryce ::Delisle ::are 
::Upon ::Eui ::Semistructured 
::Tang ::Ramachandra ::Swami 
::Walker ::Gerd ::Gives 
::Piyush ::OR ::Kitsuregawa 
::Oriented ::Sethi ::DAFTG 
::Amherst ::Usability ::Existing 
::Ingres ::With ::Manola 
::Bigelow ::Karthikeyan ::Gerhard 
::361 ::485 ::Presentation 
::Perspective ::Colby ::MLS 
::Angelika ::Wen ::Daniel 
::Ramachandra ::Transfers ::Navathe 
::Camps ::Jianguo ::Bruns 
::82 ::Keller ::Jonsson 
::Unifying ::Replication ::Moss 
::SG ::Kasi ::Orenstein 
::Jyh ::Consumer ::Lueder 
::Laks ::Lo ::A 
::Site ::Klusch ::Bibliography 
::422 ::NSF ::Shamkant 
::Natural ::Piyush ::Gerd 
::Descollonges ::Elsbernd ::memory 
::Dataflow ::Furtado ::Upon 
::Sou ::41 ::Answer 
::Christophe ::514 ::Hung 
::USL ::Chaudhary ::Indexing 
::Expert ::Zhuge ::Loeffen 
::Growing ::Brodsky ::Banu 
::Yasushi ::Ugur ::Guido 
::Harris ::Section ::Vincini 
::EOS ::Detection ::Roantree 
::Ricardo ::as ::Multimedia 
::Patel ::NonStop ::Warkentyne 
::112 ::Jerrold ::Programs 
::Prasadram ::Mixed ::Asit 
::Neuhold ::Has ::Proteus 
::370 ::Using ::Bulk 
::Hashing ::ETH ::Edgar 
::Jack ::160 ::Sort 
::Valery ::SONAR ::Prospector 
::the ::Radzyminski ::Metrics 
::Spyros ::Objectives ::Changing 
::Carl ::van ::Strssler 
::Skew ::34 ::Gilles 
::Characteristics ::178 ::158 
::282 ::Controlled ::Sybase 
::2001 ::van ::Bamford 
::Barber ::Agigdor ::El 
::Kerschberg ::Merz ::Keller 
::Gilles ::Antonio ::R 
::Hubert ::OnLine ::NII 
::zden ::Crossroads ::Thanisch 
::Sandra ::376 ::contra 
::Yang ::White ::Yezdi 
::Gist ::Dina ::Concurrent 
::Keishi ::Educational ::Random 
::Mendona ::Koudas ::Orientation 
::Rupawalla ::Stefano ::Rulebase 
::382 ::Oscar ::281 
::Three ::Remzi ::Poosala 
::Downing ::Applicable ::Christoph 
::Viviane ::Sheldon ::560 
::Sandeep ::Hubert ::Laurent 
::Stable ::50 ::Hugo 
::Akira ::Religious ::Determinism 
::Nandlal ::293 ::Arnon 
::William ::Larouche ::Minute 
::402 ::Denotational ::OASIS 
::Rafiei ::Karthikeyan ::s 
::Nyberg ::La ::ARPA 
::Quantifier ::Shivakumar ::Hanan 
::Renner ::Media ::Networked 
::Conrad ::Borras ::Simple 
::a ::Laguna ::470 
::IM ::STEP ::How 
::Ghassan ::Moshe ::Zobel 
::Meckler ::60 ::Schlageter 
::Must ::Outerjoins ::Sakahara 
::68 ::Kurt ::Hillebrand 
::Transfers ::LORE ::Kaizhong 
::Ilker ::Chan ::Process 
::2000 ::Ko ::Yu 
::Super ::Cluet ::Hide 
::Sequential ::Function ::Hoel 
::Mosfeq ::Hartson ::Icons 
::Colin ::446 ::Mikael 
::EFDBS ::Ni ::Livny 
::93 ::Moshe ::Shu 
::Mitschang ::LORE ::Stephan 
::Secondary ::Bruns ::Gesmann 
::Starburst ::Metrics ::Commentary 
::Gehrke ::Andler ::Xiaoyang 
::Margulies ::Workflow ::Matias 
::Stochastic ::Raschid ::Luc 
::95 ::78 ::1999 
::Key ::Order ::Chopping 
::58 ::Audit ::Influencing 
::Some ::58 ::Editorial 
::Breiteneder ::Bryce ::Comments 
::Vijay ::Gucht ::Qian 
::Hasan ::Backup ::Burrows 
::Croft ::Gallagher ::Colette 
::Distributor ::Moss ::Site 
::Su ::Beigel ::Decision 
::Ken ::Umeshwar ::Ubell 
::Douglas ::Shoshani ::Toby 
::Metadatabase ::Workbench ::the 
::Maxine ::Starburst ::Alistair 
::Andreas ::Tai ::number 
::4 ::Karl ::Scheduling 
::294 ::Stanley ::media 
::Bhateja ::Selectivity ::Anant 
::II ::Mannino ::Who 
::Witold ::Sandeep ::27 
::Hayama ::Scalability ::Cooperation 
::Foreword ::Ravishankar ::Houtsma 
::190 ::Daniel ::McCarthy 
::234 ::Yoshikawa ::Nandlal 
::Outs ::Rosneblatt ::using 
::Margulies ::Massively ::Colin 
::Asit ::Vista ::GESTALT 
::Copeland ::Weinberger ::Support 
::Douglas ::Integrated ::177 
::Remotely ::Helal ::Peter 
::43 ::30 ::Jacek 
::Final ::440 ::Participants 
::Cox ::Between ::331 
::Disc ::Larouche ::Banu 
::Relly ::Infering ::Knowles 
::Rapidly ::355 ::482 
::Hyuk ::11 ::217 
::Wentland ::Sure ::Englert 
::139 ::Tolerance ::Z 
::Hung ::Do ::Dense 
::Distributing ::Devor ::Mamou 
::Daniel ::Manipulating ::Sakahara 
::Hartmut ::Satoh ::Conjuction 
::Metadatabase ::Resistant ::555 
::William ::Academic ::Mahboob 
::398 ::Galindo ::Day 
::Useful ::over ::Quantified 
::Curry ::Derived ::Zurich 
::EFDBS ::Approximations ::Refresh 
::Uz ::EFDBS ::Lists 
::Nag ::Popova ::Brunie 
::Ulrike ::CICS ::Jeffrey 
::Revisited ::Patricia ::418 
::Singh ::Michele ::Naveen 
::Tsuei ::Yeung ::Ries 
::Hayama ::Outer ::Plaisant 
::Agents ::318 ::Article 
::340 ::Agenda ::Internal 
::Doan ::Stokrp ::Paredaens 
::256 ::254 ::Shoshani 
::Form ::Mathematical ::Mult 
::Melmom ::Beeri ::Wilms 
::Building ::Order ::Fritz 
::MLR ::Extracting ::97 
::Orthogonal ::Independence ::F 
::Hammer ::WORM ::Administering 
::Yerneni ::Who ::Tufte 
::Among ::Orthogonally ::Language 
::510 ::re ::Coherency 
::on ::Maryland ::Statistical 
::Inegration ::Nelson ::Delisle 
::Rivero ::Chen ::Yuksel 
::EXODUS ::Predictive ::Technologies 
::Ulusoy ::Scheme ::Simmen 
::Kristin ::Korth ::Odysseas 
::Bob ::507 ::Tanin 
::Optimizer ::Sort ::Flokstra 
::Hierarchies ::Asuman ::GUI 
::Barbar ::Richard ::1994 
::Willis ::Design ::Sequence 
::Yuksel ::Syan ::Chen 
::ODMG ::Klemens ::Constructing 
::Koudas ::Guidelines ::MLS 
::Knox ::Atomicity ::Deleting 
::Devor ::Codes ::Improving 
::Bussche ::Merge ::Mogi 
::Knowledge ::520 ::Sivasankaran 
::Log ::Bruno ::Structure 
::Monitoring ::Defined ::Prasad 
::Medical ::Complex ::Andler 
::Enforce ::Earl ::GlOSS 
::Dadam ::Ubell ::Degradations 
::Answering ::Binto ::393 
::Merging ::Souza ::Wells 
::Valduriez ::Abel ::Sagonas 
::124 ::Shenoy ::Bressan 
::Effect ::Meral ::Only 
::articles ::Yongdong ::Saxton 
::Local ::Red ::Life 
::Tolerance ::Truszkowski ::Remotely 
::Department ::Tuning ::Molina 
::Workbench ::Dayns ::Asit 
::Study ::414 ::Lashkari 
::Piatetsky ::Frameworks ::TPC 
::Applications ::Raju ::149 
::Web ::Loops ::Ramesh 
::Elsewhere ::Wilson ::553 
::Critique ::Shrira ::Sibel 
::Closing ::228 ::O 
::High ::eva ::Degradations 
::a ::in ::Gelernter 
::467 ::Kiernan ::Normal 
::Mlle ::EFDBS ::Ni 
::time ::Helen ::Adelberg 
::Narain ::Active ::Graefe 
::Shutdown ::Content ::492 
::Lashkari ::114 ::HG 
::Resource ::102 ::Visual 
::Ad ::Actual ::245 
::2000 ::412 ::Jianguo 
::Rolland ::Evrendilek ::Mohammed 
::Shan ::Raghu ::Thomas 
::Maurice ::RAID5 ::Omiecinski 
::548 ::Geographic ::Harry 
::Forms ::Evrendilek ::Rapid 
::Optical ::Richard ::Poyet 
::Optimizer ::Chen ::193 
::239 ::Kam ::Walters 
::ACM ::media ::Gardarin 
::Cai ::Scalable ::Ho 
::Barclay ::Fetched ::Schiefer 
::90 ::Grandi ::579 
::Carlo ::FaceKit ::Lineare 
::Usability ::Davison ::Kfer 
::Compiling ::Spotfire ::124 
::261 ::Silberschatz ::405 
::Ion ::Etheredge ::Scientist 
::Dusseau ::ARIES ::Masses 
::Watson ::Basic ::Bernard 
::Jay ::Qureshi ::Fetches 
::Katayama ::Bertram ::Finite 
::non ::Cruz ::Marcus 
::Rupawalla ::Overview ::59 
::James ::Wilhelm ::Disjunction 
::Discovery ::Generalized ::Brian 
::III ::Altintas ::Trobe 
::Semistructured ::74 ::466 
::Managing ::Raghu ::555 
::Deductive ::Kolodner ::Phil 
::185 ::Mendona ::Volker 
::Olga ::SEMCOG ::Dynamics 
::Cole ::417 ::radi 
::Locking ::Correlations ::Lodge 
::Cem ::Miguel ::Colby 
::Sockut ::STARTS ::9 
::Jenny ::Inc ::434 
::Laura ::571 ::Informal 
::Independence ::Roy ::74 
::Philip ::Tien ::Geographic 
::IPSI ::Sethi ::Class 
::Massively ::Bruce ::Shneiderman 
::Text ::Louis ::Salton 
::Memory ::Srinivasan ::Kilic 
::Fukuda ::Dieter ::Informal 
::Andersen ::Goldner ::Eaglestone 
::Leo ::Gal ::Catarci 
::Gerard ::Hansson ::Karim 
::Jian ::102 ::Yun 
::Relationships ::Bussche ::Assessment 
::Theodoulidis ::Amateur ::Averbuch 
::Cart ::Roger ::Distributing 
::Management ::206 ::40 
::Thyssens ::Kambayashi ::Suryanarayana 
::Ahn ::Processing ::Standards 
::Alfonso ::Tables ::39 
::314 ::Bry ::Narasimhalu 
::Ieong ::Dimitra ::462 
::Everthing ::320 ::Earth 
::Already ::Benson ::Source 
::519 ::Benson ::Abdel 
::361 ::Ozcan ::Averbuch 
::Queries ::GESTALT ::Wechsler 
::Problem ::160 ::Boon 
::Nolan ::Transitive ::Administration 
::378 ::Vardi ::Hara 
::Answer ::Naacke ::Navarro 
::Rabinovich ::560 ::Codd 
::191 ::Prakash ::Records 
::Constraints ::Rewrite ::Gadi 
::Wars ::Intelligent ::Margaret 
::Block ::Firm ::RIDE 
::Lois ::Inter ::131 
::Mary ::Ley ::Discovery 
::Miranda ::Geyer ::Haradhvala 
::Bhargava ::Muth ::Celis 
::Koperski ::S3 ::Crash 
::in ::through ::Victor 
::Comparison ::131 ::Good 
::Buffering ::Popova ::Temporal 
::Massachusetts ::348 ::Georges 
::SAP ::Jianwen ::Elliot 
::Garlic ::86 ::Similarity 
::Boon ::Bra ::45 
::Users ::16 ::CoopWARE 
::Challenge ::McGuinness ::Locking 
::vendor ::Arbee ::Merging 
::San ::Timos ::Semi 
::Wahab ::Polymorphic ::Modify 
::Piyush ::Similarity ::Goyal 
::Applicable ::504 ::be 
::Newmann ::Action ::Must 
::Candan ::461 ::BCNF 
::557 ::Jay ::Use 
::EOS ::DIPS ::255 
::Therber ::Hbel ::Knig 
::Vingralek ::Gad ::Statistical 
::Donko ::Patrick ::Fraternali 
::Maintenance ::Schrader ::In 
::Sou ::Prashant ::Jeffrey 
::408 ::Urban ::Mary 
::Tininini ::Fundamental ::Stamos 
::Technology ::Jrgen ::20 
::Lueder ::Konstantinos ::Yurek 
::Spyros ::It ::Yurek 
::about ::Thatte ::Replication 
::Analysis ::Glavitsch ::Fotouhi 
::Mohan ::Cammarata ::Linderman 
::et ::Lueder ::Kooi 
::63 ::Lueder ::Integrity 
::Revisiting ::Lodge ::Phatak 
::Deshpande ::Dynamic ::M 
::Exploration ::REpository ::Alex 
::Matthew ::Zirm ::Kornacker 
::Segment ::97 ::Alexandros 
::Oscar ::Dozier ::SEQUOIA 
::350 ::Vaskevitch ::Salvatore 
::Calculus ::Hallmark ::Munindar 
::Hsiao ::Martin ::automatic 
::Recovery ::Group ::Nectaria 
::Ceri ::Tony ::Infomaster 
::504 ::516 ::Bitton 
::Yuksel ::546 ::Bob 
::Franoise ::Grandi ::13th 
::Trigger ::Arun ::Prospector 
::36 ::Pat ::Weinberger 
::order ::Sakti ::McKay 
::Finkelstein ::Vinek ::560 
::Mario ::228 ::volume 
::Closure ::Suryanarayana ::Marina 
::Bezenchek ::authors ::WHIPS 
::Experimental ::Scalable ::Tetelbaum 
::H ::Architecture ::505 
::Barber ::Asserting ::547 
::Restrictions ::Trees ::339 
::Huffman ::Alperin ::521 
::initPage ::Lotus ::264 
::356 ::Hartmut ::Gawlick 
::Sripada ::Algebras ::Shan 
::Baader ::289 ::323 
::Hayes ::Efficient ::Range 
::Didier ::Statistical ::Correctness 
::Tyler ::Swarup ::Margaret 
::Decomposition ::STRIP ::Tool 
::is ::Directions ::Sophie 
::Tarantino ::Flexible ::Processors 
::Markus ::Work ::452 
::Jacobs ::V ::Melmom 
::Administering ::Accociation ::Yeung 
::Jakobisiak ::Geographic ::Facilities 
::Breunig ::Analyti ::493 
::Lodge ::170 ::Array 
::Graphs ::Labio ::Plaisant 
::Kwei ::Wedekind ::40 
::Wells ::Push ::Wahab 
::Bozkaya ::Dimitrios ::Heuristic 
::Machlin ::150 ::Standard 
::number ::Convent ::251 
::185 ::Resource ::Writes 
::Colin ::Marek ::Cheap 
::Do ::Melvin ::DAFTG 
::Jos ::Goldner ::Tova 
::Alfonso ::Weinberger ::479 
::383 ::Sandeep ::50 
::Fetches ::Harinarayan ::Pipelined 
::Biskup ::Rosana ::von 
::381 ::LRU ::Chinya 
::Quantitative ::Rene ::Publication 
::205 ::Uz ::Relly 
::196 ::435 ::Bukhres 
::Lawande ::Inge ::483 
::Disc ::Hussein ::Tertiary 
::301 ::Jean ::Billion 
::Data ::Persistence ::Narayanan 
::Hara ::486 ::Lip 
::Meeting ::or ::Critique 
::Libkin ::Constructing ::During 
::Consens ::MOSAICO ::Egemen 
::Beach ::L ::We 
::Carter ::Norrie ::HPCC 
::1 ::Merialdo ::382 
::Ronald ::Gardarin ::Infering 
::Mohan ::Frederick ::Baader 
::Synchronization ::Brigitte ::Nural 
::Association ::Measurement ::David 
::Jones ::Unruh ::Seeger 
::Opportunities ::Postgres ::Cartesian 
