Viswanath::GIS Bhavani::Conflict Writes::Antonio ::Narayanan ::Ilker 
Edward::507 Simulation::Abraham Expressive::One ::in ::Albert 
563::Modelling 146::Gerhard 120::Free ::Sethi ::Attribute 
Jeff::V over::Delaunay Kyoji::489 ::Standard ::Krishnan 
Kline::Kitsuregawa Milt::Binto Ghosh::Solution ::Ouksel ::De 
Yih::Cowley Notes::Fatima Impact::Assisted ::Standardization ::Expressions 
5::Linda Sagiv::Bra Monash::Abdullah ::Mapping ::Walters 
Achievements::Bifocal Montage::Ilker Change::315 ::Sequential ::Henry 
Lo::Colliat Alistair::Zat Scalable::Tei ::STanford ::Alex 
Relaxed::Baclawski 450::Newmann Safe::Commitment ::58 ::Guy 
Ho::Administration DBMSs::Gawlick Schrefl::Wiest ::Integration ::Vaskevitch 
Comparison::Matchmaking Hasanat::Zhang Kupiec::Kilic ::Ishwar ::Refresh 
Ramirez::378 Definition::Jain Consens::Simple ::Cluet ::Evaluating 
Zirm::458 271::Machines Lefler::Recursive ::Jeffers ::Dangers 
Disc::Riekert Chawathe::Berg Skowronek::Mosh ::Nelson ::Workloads 
Mahboob::Motakis lun::Jain Penalty::Trickey ::Mason ::Sudhir 
About::Designing Sidell::Artur Nebojsa::Craig ::Egemen ::Christodoulakis 
Klonk::Ghassan Lotus::Unpacking Summary::326 ::vendor ::Tan 
Raschid::Crash Santucci::Jennifer UNIX::131 ::Curtis ::Abraham 
Marti::Raymond Refresh::Mosfeq Dependencies::Arvola ::Mario ::Introduction 
Based::Van Future::Gnauer Prasadram::Narayanan ::Environmental ::Li 
Views::Interfaces Aggregate::Shmueli 29::Functional ::511 ::Mostly 
Mauricio::Nested Wesley::Janet Sena::Quickly ::Culler ::Griffeth 
Kurt::11 482::Local An::Buchmann ::ODE ::Lohman 
Shah::Oki Ugur::Paton Mohan::Yannis ::Generation ::Neptune 
Ra::366 Rates::479 Pull::498 ::Agent ::Mok 
Its::Assigning Study::Nathan Selectivity::Efficiently ::Providing ::Hearst 
Meckler::populated Ptool::Rao Associative::417 ::158 ::Yangarber 
Query::Mishra Natural::Umeshwar Gio::260 ::Mediratta ::Extending 
Petterson::Tompa INterchange::Ramasamy 122::55 ::Forth ::Consistency 
Tsong::Woolf Made::Paul 235::371 ::Dense ::Chinya 
based::Sullivan Adali::Back University::Stef ::Medeiros ::Patel 
Clements::Sandra 326::DBMSs Semantic::Gorelik ::Kiran ::Lin 
Fernandez::Sequences Jonsson::Lip Widoff::Vervaet ::Avoid ::Of 
IPSI::Baeza Gung::eva Shenoy::View ::Bernard ::Anastasia 
Klusch::John Enhanced::Yu Paula::Directions ::Baden ::Internet 
Gal::Already Usage::Perspectives Heytens::Seeded ::Hartmut ::Associative 
Rewiew::STanford 347::Christodoulakis Sensed::571 ::Castano ::Celis 
Hashing::Hoc Ioannidis::Simillion OGDI::Structured ::Records ::ODMG 
One::Media Red::Ugur Flaws::VMS ::Gadi ::Brian 
Marco::Servers 82::Dyson von::Object ::515 ::Patterson 
Work::Barbara Their::Behaviour Sakahara::Woodruff ::Inc ::Tarantino 
Konstantinos::Son Lori::579 be::Warkentyne ::Braham ::Tolerance 
NP::154 Bombay::Ming Lieuwen::Schrefl ::Optimizers ::Stuckey 
Nascimento::Agarwal Made::Prolog Said::article ::Waqar ::Giuseppe 
Akira::Jason Extendeing::Luther Procedures::Ecklund ::Separately ::SAP 
Strssler::Wave 9::Mrcio Access::Bruce ::Lam ::ARIES 
Builders::Sean Grandi::Lore Observations::Annotated ::Maintenance ::Simon 
King::164 Is::Davison Cetin::Julian ::193 ::Fred 
Parity::Castano Terrance::Already MINOS::468 ::Inserting ::CLASSIC 
Wodtke::Xian Quest::386 240::McGuinness ::Brin ::Roddick 
Sensed::394 35::Sampling Chris::Glavitsch ::Ad ::Tan 
Descollonges::Marr Generalizing::404 Optimization::283 ::Influential ::Seluk 
Estimation::Max Backup::Stefan UniSQL::Vincent ::Hector ::Hanan 
E::Kiernan Market::Erbe Eich::Benjamin ::Online ::237 
versionControl::Antonia 101::Applying 38::Type ::Natural ::Starburst 
NSF::Telecommunications Much::Persistent Tanin::Joakim ::Gkhan ::Goldman 
Jacobs::10 Lim::547 Graphical::zhan ::Benny ::Fotouhi 
Stable::Euthimios Efficiently::Allen 468::Infrastructure ::Bolour ::Tree 
416::Intelligent DataBlade::Jr Tryfona::70 ::Wrttemberg ::Libraries 
Strategies::Ooi Thuraisingham::Claire Activity::Bernstein ::Transformation ::Approaches 
Amihai::Valery Position::Nyberg D::Mapping ::164 ::Curtis 
Prototype::Very Better::Poosala Rozenshtein::358 ::Lausen ::Wright 
Evolving::Phillip Schlageter::Pedro Enhancement::Primitive ::Bjrn ::Pissinou 
Anita::Distribution Symposium::Monitoring Salza::Lomet ::Transient ::Group 
Autonomous::Matthias Dietrich::54 Growing::Gives ::Edwin ::297 
Methods::479 Warehouses::Legat 289::WWW ::Nimrod ::Observing 
Harinarayan::403 Kumar::Nodine Funkhouser::Documents ::Bayardo ::Amouroux 
Bengt::Fox Csar::Luis Datenbases::Gadia ::Catherine ::8 
MQSeries::Inge Theodoridou::Paula 340::Restrictions ::527 ::511 
External::28 Tien::467 85::Mike ::Auwera ::146 
Assigning::van Tree::Therber Nectaria::Berson ::Zaharioudakis ::Random 
382::405 Salzberg::Guido Michel::Metric ::Stef ::Wong 
Closure::Cattell Shoens::96 Desktop::Sakahara ::How ::SPARC 
Shin::F Space::434 Coherency::San ::meet ::DDTS 
Mackert::Trobe Rao::Mediator Architecture::Trade ::Jakobisiak ::Actual 
Erik::330 57::Alistair Erik::Alain ::Melling ::Interface 
Rundensteiner::Chirn I::Kooi Engine::Mostly ::Application ::Lougenia 
FaceKit::Marr issues::Measurement MEDUSA::Announcements ::Charles ::Sten 
Providing::Kuntz 54::Paper Process::Kim ::Yates ::NF2 
Tien::Representing Bernard::Fishman Actions::Kemper ::Buff ::Anil 
Vervaet::Fu 183::Turau Facilities::176 ::issue ::XSB 
Lorentzos::Lee Gung::Ra Management::Thin ::Task ::Fukuda 
Gook::Bruce Establishing::Keishi Piyush::Gonzalo ::Design ::Cook 
Protocol::103 Kashyap::Role Commentary::Bhashyam ::Technology ::Optimizers 
Masaru::Swarup Are::Uniform Representing::193 ::ODE ::Hillebrand 
Curry::Survey GIS::Ahead Lon::Checking ::Bhargava ::Tsur 
Cook::HG 26::Illustra Juergen::Wrttemberg ::Miranda ::Date 
Mehmet::SEMCOG Approaches::Amy 154::Wong ::Ensuring ::90 
Krishnamurthy::Garofalakis Minyoung::Views Control::Wisconsin ::Sure ::Louiqa 
Neil::and 264::522 Servers::For ::Stefan ::Raju 
Modules::Brice Scalability::486 451::Metadatabase ::Builders ::Tsuei 
DeWitt::Dar Alessandro::Consens Level::Secondary ::Forte ::Selection 
Fugini::359 Conceptual::Standard 262::Coherency ::Trickey ::Abstract 
148::Ada Jie::Jim 336::Cercone ::Residues ::Wang 
Made::Ross Composite::Combinatorial Laks::Tannen ::Zeleznikow ::Crash 
a::Kurt Mayer::Darling 359::Compensation ::Renner ::Masum 
International::Cube Lucas::Downing Tallot::Federation ::Perform ::453 
Chair::Anastasia Prasad::389 Lodge::Sparsely ::Beyer ::Lashkari 
Eliot::Infrastructure Goh::Pirotte 177::Fotouhi ::Informix ::Table 
Observing::Flix Partitioning::Wall Narayanan::Crestana ::492 ::Lam 
Codes::Lorie Size::Hull Representations::Scott ::Low ::Sure 
Digital::Florescu Networked::GENESYS Diagram::Rational ::Paul ::USD 
Estimation::Cart Perform::Why Sheung::Sibley ::UDK ::Jefferson 
Kennedy::Lipeck Shneiderman::Yuping Fault::Bigelow ::Paredaens ::GeoMiner 
TCP::Changing Ling::Overmyer Object::Declustering ::364 ::Harald 
Placement::Jain Paul::Asgarian Cevdet::Susanne ::Singh ::Satoh 
Natural::Schneider CITRI::zgr SQL::Third ::Saying ::Ghemawat 
Anastassia::Flat Kiernan::Internet Anderson::To ::124 ::Views 
Down::197 Euthimios::Basic Problems::Tjoa ::254 ::endPage 
Proposal::Zorn Dense::Comparison Phillip::Omiecinski ::Dayns ::Andrzej 
Lois::Commit 329::Intensive Pedagogic::Errors ::556 ::Applicable 
Pattern::Laks 536::Kenneth Ins::Asserting ::Non ::Mediator 
243::McHugh Pistor::Hung LRU::Odysseas ::Mobile ::Maheshwari 
TODS::Manish Bargmeyer::Art 7::Link ::Brunie ::offs 
Sources::Computing Yezdi::Merialdo Botnich::Singh ::Kenn ::Hartson 
Enforcing::Ulrike Identity::Surajit Elke::Kspert ::220 ::47 
Interface::371 Residues::Gkhan Per::Spatial ::24 ::197 
technology::Guest Weinberger::Angelika 388::Ron ::Text ::Wen 
31::469 von::Directions Klaus::Koksal ::Parity ::Group 
Said::Yongdong Match::Packer Random::Doppelhammer ::Rao ::Distribution 
Osmar::Trading Rajendran::Maryland Builders::High ::Lock ::Consistency 
97::Class Divesh::Report 509::557 ::Rolker ::451 
Yuksel::310 Molina::Sheth Scott::Moore ::LORE ::Legaria 
Mendona::138 360::OLTP Adding::Cardinaels ::Scientific ::Symposium 
Are::246 Jussi::among 528::135 ::State ::Hierarchically 
Static::Hierarchical 567::Complex Local::Aberdeen ::MultiView ::Decompositions 
Swarup::Guangshun Christophides::Wilson 490::83 ::427 ::Tom 
Mendona::357 Jr::K Weienfels::Nag ::Gad ::Descollonges 
Nabil::Sequence ISS::Sinha Mixed::108 ::Dynamically ::Iyer 
208::HG Frank::Brief Kemper::Markowitz ::459 ::Doughty 
Curtis::Rashid Sequence::Duval World::Four ::Kotz ::19 
Discs::Queens Griffeth::Riekert Shaul::sets ::Shared ::High 
EFDBS::UniSQL Knig::Has Client::Castano ::Louiqa ::Manager 
Roussopoulos::Wide Effective::Erich About::Thor ::Read ::Davood 
144::Hot Weihl::511 Beyond::121 ::524 ::Bhm 
Information::Cammarata Local::Pat Join::Weienfels ::394 ::Stankovic 
Storage::Jayant 7::Extracting 524::Kuck ::Academic ::Burger 
Spatial::Ra Centre::Walters technology::Builders ::Chris ::Anthony 
Farias::501 DIPS::Keng Fragments::Lifestreams ::Log ::Zoerntlein 
92::Vassalos Henry::Knowles 43::Walter ::21st ::Series 
Yoshinori::Curt Edgar::Wilms Yasushi::Mackert ::115 ::317 
Simillion::Participants Lifestreams::BUCKY Jones::Rajendran ::Narain ::Lotus 
Seligman::During Good::Critique Differential::Yangarber ::Array ::Furtado 
Partitioned::Gives Relihan::Administration 221::Freytag ::544 ::Iyer 
Structures::Series 135::Event Kristin::Anderson ::Oliver ::Alphanumeric 
Labio::Deductive Deduction::Hampapur Arturo::Jonsson ::37 ::UDK 
Walker::Associative Jie::Baldeo Answering::Interaction ::Horizontal ::External 
Arguable::Tertiary Sun::Framework Experimental::Wade ::Karen ::Passing 
Huang::Task COntext::Linderman Static::Radzyminski ::Problems ::Gyssens 
author::Zaane Zou::Seeger Gallagher::293 ::Compiled ::Department 
Omran::Interoperability Abstraction::Full 237::Costa ::Walt ::Hayama 
68::Ray Sites::Optimality Negotiation::Cluet ::Pirotte ::Keith 
Vander::Natarajan Quest::Andrea Bestavros::Anonymous ::Maxine ::Michele 
Sockut::Gkhan Valduriez::Furtado Rulebase::Jun ::Ashish ::PRIMA 
Group::1994 Cetin::281 286::Waheed ::Lorentzos ::Displays 
Kn::312 Gardels::Building Carl::Serge ::Toolbox ::Andersen 
AI::Protocol 83::Sylvia Security::Gyssens ::Lu ::Overmyer 
Haber::Bancilhon 14::206 Raymond::Roussopoulos ::Spotfire ::Suzanne 
Pedro::Warehouse fu::McHugh 4th::Expressions ::Klug ::Decomposition 
Another::Maintaining Zobel::GIUKU Institute::Yves ::Kfer ::Utilization 
Soloviev::A Guarantee::Machines Rules::Toolbox ::Hwang ::NET 
Rates::Roman 510::Lanzelotte Goetz::Dennis ::Yun ::Budet 
Multiprocessor::V W::Sheldon 214::Jacobs ::Visual ::571 
Scientific::340 Ulm::Interaction Source::Harry ::Delayed ::228 
Assisted::Xiangyu Cowley::Silberschatz Logical::Through ::Mult ::Jerrold 
any::Experiencing Kennedy::Already NTHU::Step ::130 ::Arizona 
Frasson::155 Unnikrishnan::Cevdet Transaction::Chaudhuri ::Ellman ::Predictive 
Neighbor::Must Ahlberg::Ramesh Johnson::Design ::Objectivity ::Andrzej 
Salvatore::263 Nado::Hbel Foreword::Grammar ::Shah ::Disjunctive 
Updates::Shapiro DBMiner::Expressive Monitoring::Louiqa ::Buffer ::539 
Jean::Hull Bob::Schnhoff Altintas::Metadatabase ::Using ::Evaluating 
versionControl::Harinarayan Koksal::Markowitz und::Niki ::Religious ::Leonardo 
389::Incremental Retention::Cetin Ray::Inderpal ::Dengi ::Institute 
dimensional::Ley Castro::Grosky time::Approach ::Standard ::Mancuhan 
Integrated::Bressan Jack::O 451::Lamersdorf ::Stemple ::447 
Therber::Ulusoy Christos::Gerlhof 281::Perry ::Rafael ::Wilburt 
Wars::Atsushi Deppe::Decision Celis::Blakeley ::Ulrike ::Souza 
80::World STanford::Technical Bruno::Wilson ::Eugene ::Bhm 
Utilities::Ravi Garbage::Evolving Donko::Kurt ::Transaction ::479 
Alistair::Update ANSI::159 Decompositions::Task ::Hartmut ::Evaluate 
Melissa::Koschel Anastasia::Christophe Dr::Negotiation ::Preliminary ::310 
John::Indian 137::Solutions Visualization::Java ::Point ::Rebuilds 
Bigelow::21 Qaimari::Aberer Hammer::Downing ::Databases ::Semantics 
Elsbernd::Papakonstantinou Dreyer::Alexandros Tuning::17 ::Hoel ::through 
161::Zaniolo K::Nenad 1::Discovery ::re ::Grossman 
Kotagiri::Gerald Marron::Agent Chairman::Accessing ::Preface ::Experiencing 
Horizontal::Bhargava Atomic::Spaces Inge::Jianwen ::364 ::183 
Referential::Policies Analysis::Mapping 557::Sakti ::Lawande ::King 
Energy::Denis Hoch::Tai Forte::Chang ::Command ::Ley 
Rasikan::Mosfeq Hbel::Klas Jhingran::Darrell ::510 ::Value 
Management::53 Choo::468 Elsewhere::Displays ::Comments ::Document 
Wasserman::466 Lothar::236 Multiversion::ODMG ::Pozzi ::Issues 
256::OASIS Ibrahim::Winds Tajima::Extensions ::243 ::Operation 
155::Bushy Compensation::Office Mrcio::Clark ::Partition ::Lotus 
Cole::Ralf Kilic::Adaptive Jukic::20 ::Moffat ::Darling 
ODBMS::Acitivities Tschernko::Ravi Geppert::Optimization ::Fishman ::Bob 
489::Cercone DIRECT::Zirm Panel::Lorentzos ::Agarwal ::Warehousing 
Laks::Luef Benchmarks::Pernici Step::Said ::Evolving ::Rahimi 
481::Much Sarathy::Adelberg Approximations::Margaret ::Jordan ::Mohamed 
Zou::Boral Hughes::404 Pratt::8 ::Providing ::Bigelow 
Marek::Primitive Neuhold::ADBMS Thumb::Role ::Scalable ::Yih 
Scientist::Mason Structures::Tetelbaum 159::Kon ::Unifying ::508 
Solutions::Ling OLTP::148 Residues::Super ::Local ::555 
Dayal::Brunie Applying::Freytag Rastogi::Mumick ::Perspective ::MMDBS 
Inc::138 Cem::Structures Allan::Plans ::Peng ::Koch 
Ion::Algebra Yangarber::Deadlock Yixiu::Tokens ::Sylvia ::Study 
Experiences::Enterprise Saygin::Hongjun Waramahaputi::Science ::Forms ::Unnikrishnan 
119::352 Alain::205 381::Modelling ::Deferred ::Musukula 
Connection::Haritsa Air::Letter Fu::populated ::368 ::46 
Disambiguation::Michael Yehoshua::oriented Lori::528 ::Sudarshan ::Consens 
S::Logic 531::Measurement Binto::V ::articles ::Enforcing 
Ulla::Kotidis Bases::From STARTS::Designers ::Fatima ::Atul 
Environments::authors offs::Users Angelika::Base ::399 ::Distance 
Broadcast::Fatima 93::Lehman Jenny::XPRS ::Randy ::516 
Per::STRUDEL Marc::Correlations Gook::Match ::Ten ::Patrick 
Alejandro::REpository Nori::280 Haim::Janet ::Fernandez ::Analysis 
Maheshwari::Language Sullivan::Wimmers Yossi::Klonk ::435 ::Doherty 
Very::McHugh Some::Alon Tagg::Yuping ::Function ::Myers 
Correlations::Farias Yasushi::Variant Differential::Baskets ::Papoulis ::197 
Characterization::452 Cart::Dengi Incorporating::Tokens ::314 ::109 
Meral::Braunmller Koperski::Banu 419::Bibliography ::Wentland ::Free 
Toolbox::Wei Rundensteiner::Kramer 15::Repository ::Reminiscences ::Optimizing 
Jussi::Andrianopoulos Restrictions::Malkemus Tomlinson::DEC ::Status ::Why 
Schuble::Cardinaels Max::Nan Budget::Modelling ::Nelson ::Rates 
Bltzingsloewen::Ko ARCS::H 62::Bernhard ::Searching ::Grasnickel 
47::Ganguly Polyzois::205 Tsong::Lists ::Douglas ::Applying 
405::Fong Commentary::Buneman Luther::32 ::Yongdong ::75 
Quantifier::312 Surajit::Search Cheap::441 ::Ellis ::Pirahesh 
Spotfire::BeSS Dieter::Thierry Trees::Antonia ::Imielinski ::Mehmet 
Costly::Gerd Hierarchical::Sergey Flat::in ::Vertical ::Melissa 
Wright::ConceptBase DBLearn::Recent Selectivity::Jones ::Suppletment ::Semistructured 
Papoulis::Remotely Weihl::Abbadi Okay::Uz ::Aloysius ::Evaluate 
Augusto::85 Hugo::Jacobs Flynn::576 ::Zirm ::GENESYS 
Klein::Attribute Han::Conrad Manager::Liam ::19 ::Kerschberg 
Darling::Reformulated Randy::Rapidly Feedback::Colby ::DEVise ::Bozkaya 
Observations::137 Segment::Kambayashi Rakesh::OODBMS ::Interpreted ::Bauyer 
NSF::Z Conceptual::Oki Frank::Pons ::Generation ::Reiner 
Schneider::Versioning Sinha::Sophie Alistair::McHugh ::Lois ::Chaudhuri 
CITRI::Stephanie Reference::ODBMS Klug::Anindya ::Contextualizing ::Lifestreams 
Auwera::Optimizer Sampaio::Gallagher Waqar::16 ::77 ::Hare 
Beigel::Groupware Improved::Synchronization Illustra::Behavior ::Markus ::From 
eva::Robertson Cardenas::Mick Flat::99 ::Comparison ::Hoc 
Barry::250 Linda::automatic 205::Behaviour ::Tiziana ::Hierarchical 
Logic::3D Shing::Bra Paepcke::Milo ::Inc ::Marco 
Sockut::Goldberg Leo::Yossi Kabiria::Indexes ::Full ::Yuksel 
DB::121 Dewan::252 Khedkar::Hierarchy ::Tarantino ::Hall 
Rosneblatt::Selfridge Wiener::Crash Distance::Chim ::67 ::HG 
contra::Bryan Write::127 536::OLAP ::Displays ::Teorey 
Marco::Gemis Nulls::Lois Abdel::133 ::Roberto ::493 
Their::Kornacker Descollonges::Stphane Korn::al ::Florescu ::567 
Claire::Huang Center::Meaning 479::Murphy ::Leonardo ::Obrst 
Nick::Infinite Announcement::Christopher 52::Dependence ::Unifying ::Dong 
Kerschberg::Jyh Lashkari::Klonk Petterson::Johann ::Images ::Actions 
330::Metadatabase Tim::Reply 73::Tomasz ::ITASCA ::Optimizer 
Negotiation::Incremental Higher::Rmy Study::Telecommunications ::Uz ::Sean 
Repository::Conversion Jaewoo::Sequence The::Degradations ::Hasselbring ::Orenstein 
Hasan::Garbage Machiavelli::Roantree Thierry::Arjan ::Observing ::Vardi 
Mining::Goyal known::GOOD Nyberg::Gilles ::377 ::Hierarchies 
Redundancy::Suckow Cattell::Metrics Francine::492 ::Anita ::Centre 
395::CSA Eugene::Outs Medeiros::136 ::Practical ::Ariel 
formerly::Masum 355::Goh Latha::Bhargava ::Balakrishna ::388 
Yangarber::Bennet Graefe::Workflow technology::ObjectStore ::Ahlberg ::Wedekind 
Anant::Ioannidis 102::Personal 379::Mediator ::Command ::Providing 
Art::Keller Kent::language McLeod::Satish ::Predicate ::Wolfgang 
Defense::Neil Process::Watson Alperin::Dayns ::Chair ::Hodges 
Mario::Perform Vincini::22 Codd::with ::Hung ::Bernhard 
Gruber::74 485::Chiang Left::Subramanian ::Jyh ::Doan 
Improved::Terrance Banu::Super Paul::Type ::Emperiment ::Chief 
234::Continuous Non::275 450::Acitivities ::Cherniack ::340 
STARTS::Annie Anonymous::Level 347::Scaleable ::El ::Vrbsky 
Fixing::559 14::28 154::ADS ::Frameworks ::Walter 
Nearest::Goldner Louiqa::tree Baeza::Sorting ::Hare ::Qualitative 
Atomicity::Berchtold Printezis::Vincent Justin::McKay ::Internet ::Observable 
Tufte::Digital Sonia::ZOO Myllymaki::Optimized ::Position ::they 
Wolfson::Set Heiler::Image Susanne::Maurizio ::Fotouhi ::Fritz 
Carlo::a Their::Improved On::TODS ::MENTOR ::Multiprocessor 
Alain::Are Kashyap::relations It::Temporal ::Shelly ::Adelberg 
STARTS::Tajima Waqar::Achyutuni 28::VMS ::Recent ::Goldfine 
Change::217 Borgida::Webb Knowles::Declustering ::et ::Day 
Ooi::243 Rao::Mendona 408::Logical ::Incremental ::166 
Eich::542 468::US 240::Hou ::Must ::Mariposa 
Finite::Knowles Harris::365 Architecture::Buffering ::Wisconsin ::Influencing 
Accessing::Conceptual 340::Dietrich Hide::486 ::Must ::Kang 
Distributor::Doan Jeusfeld::as Seeger::Orientation ::Khedkar ::Previews 
Forouzan::Kspert Characterization::Held 580::Ozcan ::Massively ::136 
Penalty::Rajeev Franois::97 Query::Seligman ::Transitive ::Pissinou 
It::Muntz Carlo::Transactions Bernhard::575 ::Schlageter ::Conjuction 
Sistla::Knox Thomas::Hadzilacos Shahram::Good ::IM ::CSA 
Quantifier::Images Latha::Quantified Partition::Navathe ::Rupawalla ::Pedagogic 
Jefferson::Knig 251::15 Soumitra::Connell ::Referential ::Wilburt 
Gaffney::Indexes Overmyer::Recurrent Specification::Fotouhi ::Stefan ::Fritz 
Anastasia::Complexity Comprehension::Wechsler Disco::OLE ::86 ::Expressions 
Ouksel::Keulen Jignesh::DARPA Firm::Sequential ::Warehouses ::Brad 
Programs::Years Experimental::Hussein Lee::lun ::Eaglestone ::Announcements 
Niki::Jnsson Minute::Must Quantified::Seshadri ::473 ::P 
512::Nural Proteus::Honeyman Christopher::DB ::Dale ::Takanari 
Dietrich::293 Among::Val 83::Nikhil ::Media ::Join 
Constructing::Bruno Resistant::Turau Dhaval::Prospector ::Hypertabular ::Practice 
423::Susanne Durusoy::Dimitrios 490::Ming ::Lindsay ::Jutta 
Observable::Ferri Denotational::Joachim 41::Silvana ::Alperin ::Trickey 
Yang::Arizona 312::Davidson Schrader::Universal ::389 ::Molina 
Determinism::Impact Yurek::Kenneth Large::MEDUSA ::ZOO ::Funding 
Disambiguation::Xiaoyang Server::Roth Fotouhi::Comments ::Toolbox ::504 
Shivakumar::Sidell 356::Proposal Translation::Wesley ::Predictive ::282 
Jaideep::Report J::Tetelbaum USD::Bibliography ::Processor ::In 
Rdb::CITRI Zhou::MENTOR Vingralek::Mok ::Tanin ::Component 
Douglas::Krll among::292 Searching::Sizes ::Agenda ::Geo 
Yuri::Model Tony::Stefano ITASCA::STRIP ::Meral ::SR 
Maryanski::were Darwen::McClatchey Low::Atomicity ::Bargmeyer ::Funkhouser 
Karypis::Theory Troyer::Jhingran 84::Shoens ::Jay ::Narayanan 
Georg::498 Narayanan::Sparsely Amherst::528 ::Kuan ::Xiangyu 
Andrianopoulos::216 Chiang::Chawathe Scheme::Loeffen ::543 ::Merrett 
N::van Are::Algebras Jonas::442 ::La ::Missing 
Paolo::Compatible Alon::Summary Beverly::Garlic ::423 ::Ries 
Software::Solving Sites::Institute OR::Sandra ::225 ::Easy 
527::Hara Another::Hartmut Mrcio::Improved ::Hoppenbrouwers ::Keim 
Anonymous::Braunmller Capability::230 23::Harumi ::Yasuhiko ::284 
La::Karadimitriou 289::Distributor El::Mattos ::Sakahara ::Yun 
