Thor::Stokrp ::72 ::529 ::Not ::Aggregate 
Objects::Anant ::184 ::technology ::Manish ::Experiencing 
Extracting::Naughton ::Jenny ::Riccardo ::Distributing ::Alex 
Objects::Brin ::Forte ::Dietterich ::Eric ::Orthogonal 
News::Entity ::Cohen ::Nandit ::Mayford ::Ni 
71::Goldner ::Determinism ::Andler ::30 ::Vincent 
131::Funding ::volume ::Simple ::Seshadri ::Tsotras 
Parity::OLTP ::WORM ::Table ::Disjunctions ::Meta 
Doppelhammer::Bertino ::Bharat ::Area ::Guo ::576 
Belinda::Computer ::Hillyer ::Towsley ::Kn ::Programming 
Redundant::SigmodRecord ::379 ::Updating ::They ::Yixiu 
Atul::WHIPS ::Testbed ::Gale ::Logic ::194 
SPARC::135 ::Jrg ::Stef ::Repository ::Warren 
BUCKY::Atzeni ::Sampaio ::Lucas ::Kornacker ::Antonia 
Atomicity::Results ::Stepwise ::Repository ::Stanford ::Dusseau 
Determinism::Treasurer ::Ford ::Action ::Ghassan ::Persistence 
Concurrent::Pires ::Agents ::182 ::Frdric ::Ganapathi 
Seeger::Cache ::440 ::Adali ::Pedersen ::Baskets 
Usage::Area ::Jamison ::Morin ::Ada ::Maxine 
M::Johann ::321 ::36 ::Liskov ::Sampaio 
Freytag::Constructing ::Mandy ::Steinbrunn ::Lois ::Phatak 
Dusseau::Red ::232 ::Konrad ::Jessie ::Klauser 
Computing::Subrahmanian ::Kline ::Kuno ::Itemset ::1994 
Furtado::Area ::491 ::Cruz ::Dekeyser ::Andree 
Desktop::Thatte ::Kincade ::Megiddo ::Ramakrishnan ::404 
Correlations::Cruz ::Yixiu ::Sort ::Guangshun ::Rolker 
Scacchi::Stable ::SONAR ::Skew ::Warkentyne ::Without 
Daniels::226 ::190 ::McCure ::107 ::288 
Ramakrishnan::Melling ::Daniela ::Takashi ::Yuri ::Morishita 
Striping::Liuba ::Cube ::Optimization ::Abstraction ::Checking 
Claims::Forouzan ::Mandy ::Amateur ::Larry ::Rex 
Stuckey::Gerd ::Dennis ::Shan ::Minos ::Andree 
Vincent::Jochen ::Reuter ::were ::Source ::Gerhard 
Enforce::Krishnan ::Janus ::Steven ::295 ::Experiencing 
Visualisation::Active ::441 ::Work ::Zdonik ::Kosmas 
Enforce::267 ::Glavitsch ::Attributes ::Jim ::109 
Kuan::Arnon ::Lomet ::Engineering ::Elsbernd ::Ries 
Generalizing::Dennis ::34 ::Initial ::506 ::Surajit 
Cem::Proposal ::Ouri ::SENTINEL ::Eben ::Wahab 
Workshop::Knox ::Chungmin ::Atomic ::Stemple ::Babis 
X3::from ::Objectivity ::Gorelik ::Zhao ::185 
Donjerkovic::Iterative ::Harumi ::XPRS ::Shilpa ::Bolour 
Krishnamurthy::Qaimari ::Arguable ::Hierarchically ::Indian ::Franz 
Reformulated::Chih ::Legaria ::185 ::Narang ::Trees 
Ellis::SONAR ::ITRI ::Warehouses ::Lehman ::Access 
Pires::Brigitte ::Key ::Breunig ::Scale ::Support 
94::Tomasic ::Shrira ::Compression ::Jeff ::there 
Base::Quickly ::Mediratta ::Soparkar ::Wong ::Time 
Claudia::Edgar ::Melton ::Koudas ::Towards ::164 
Open::519 ::Mendelzon ::Elsewhere ::Roman ::den 
Kambayashi::Aberdeen ::Kilic ::Alan ::McKenzie ::Thinksheet 
Umesh::Fll ::Effectiveness ::New ::Raymond ::Personal 
Rulebase::Yahiko ::289 ::539 ::Serge ::Burger 
Willis::Presence ::Through ::MQSeries ::313 ::Interface 
Manager::Stefan ::Srikant ::Synchronization ::Virtual ::Street 
Marr::He ::ETH ::Going ::Jnsson ::Deadlock 
Blott::Bill ::Yu ::Detection ::Vaskevitch ::be 
Classroom::Anastasia ::Graphs ::Alessandro ::318 ::51 
125::Disjunction ::Experiments ::EUG ::Dr ::Rakesh 
Scaleable::Kabiria ::Wei ::Harris ::Kyoji ::Beyer 
Jie::194 ::Distribution ::Hierarchy ::Parity ::Extended 
238::Alonso ::Gehrke ::Adaptive ::Extended ::Tagg 
Heuristic::260 ::Lessons ::Ford ::Flix ::232 
Melvin::Theodoridou ::Component ::Toby ::277 ::532 
261::Yun ::477 ::Bruns ::Truszkowski ::Okay 
Doherty::Jochen ::McCarthy ::Karen ::Genesereth ::Daniel 
Giansalvatore::Nelson ::Arvola ::Manish ::Boral ::123 
Amihai::Daniela ::Five ::Soo ::Secure ::Wen 
Atul::Some ::Snapshot ::186 ::Delcambre ::Hierarchically 
Keishi::Timeliness ::Ioannidis ::Relationships ::Disjunctive ::Rashid 
Third::Mecca ::Omiecinski ::Gemis ::Missing ::352 
structured::Writes ::Form ::Low ::Inter ::Environmental 
193::22 ::ZOO ::Server ::Area ::ARTDB 
Jacobs::GlOSS ::Dhaval ::Very ::OLAP ::Coherency 
388::Rozenshtein ::Hector ::Hillebrand ::205 ::462 
Cost::331 ::48 ::Marcus ::Bernhard ::Masses 
Jones::Berndtsson ::MOSAICO ::Abbadi ::451 ::Megiddo 
Bamford::446 ::Sakti ::Zloof ::177 ::Werner 
Number::Selfridge ::Relationships ::Buffer ::Samarati ::Yongjian 
Berson::Biswadeep ::Melissa ::Krishna ::Minyoung ::Jessie 
Ailamaki::Fry ::Write ::Clustering ::Ahn ::93 
Glossary::Oscar ::Andreas ::Video ::Siegel ::Evaluation 
Ishwar::Venky ::Going ::Manish ::Multimedia ::Kieling 
13::412 ::Rule ::Files ::Susanne ::Merz 
555::Bibliography ::214 ::trees ::Mapping ::Lip 
Eric::Another ::45 ::Approaches ::Ward ::Englert 
Metadatabase::Lodge ::468 ::Trusted ::ODE ::Datasets 
Testing::Alexandros ::Hillebrand ::Nulls ::Qu ::Client 
Interactive::Closure ::Helen ::Lois ::Mosh ::Lee 
Paraboschi::Lipski ::sets ::based ::Saygin ::Daz 
McGuinness::293 ::Computer ::Kiernan ::Composite ::Must 
Crash::Srinivasan ::Ait ::Medeiros ::Genesereth ::IPSI 
Olkin::Comparison ::Command ::Arne ::Mema ::Usability 
Implications::Nyberg ::13th ::Hammer ::Willie ::Gadia 
Personal::Manolis ::Funkhouser ::Flexible ::Theo ::Melling 
Ben::Krishnan ::Dar ::Serge ::Approach ::Sun 
Catarci::Orenstein ::Hoel ::207 ::26 ::Jeanine 
Elsbernd::Ieong ::Mandy ::Lawrence ::Missikoff ::Mayer 
18::Ko ::Rudolf ::Starburst ::Kolodner ::During 
Earl::Tertiary ::Satoh ::Randy ::Minyoung ::Lifestreams 
Ho::178 ::Workshop ::Hwang ::Glossary ::Peter 
94::Cache ::LORE ::memory ::Referential ::Finite 
493::Harald ::Hansson ::Brief ::207 ::Binto 
Jayant::Simultaneous ::Attribute ::Gorelik ::Vassalos ::Cherniack 
9::127 ::Kazuhiko ::In ::X ::Match 
Roger::Brunie ::Who ::Jignesh ::183 ::Tolerance 
3::Brunie ::Note ::Good ::Maryanski ::Schning 
Rozenshtein::How ::Striping ::355 ::Theodoridou ::Prashant 
Mumick::Jayant ::47 ::Sema ::Table ::Reformulated 
Concepts::TCP ::Rakow ::Buffer ::285 ::Svetlozar 
DBMSs::Design ::Materialization ::Experiencing ::Zurek ::405 
Negotiation::Yongjian ::71 ::Semi ::Maintaining ::261 
USL::Loss ::Lum ::Server ::Gorelik ::Euthimios 
Wesley::22 ::Hugh ::Jagadish ::Elizabeth ::Enhanced 
Join::contra ::Stefan ::Eui ::Shneiderman ::Mayer 
Domains::323 ::Nutt ::Institute ::Brazilian ::Paepcke 
Hrder::450 ::480 ::376 ::Divesh ::Compression 
Network::there ::Progress ::470 ::Techniques ::Schema 
Commitment::Space ::Guy ::Konstantinos ::Quantitative ::Walter 
Haenni::Tutorial ::Arturo ::McCarthy ::Extendible ::Rex 
Crash::Issues ::Utilization ::Skowronek ::Autonomous ::Schmidt 
Quiescing::Karen ::Surajit ::Grandi ::Anthony ::Jon 
Termination::Delcambre ::326 ::Differential ::INterchange ::Lock 
507::Hrder ::Software ::Modelling ::Camps ::Alistair 
Borgida::Similarity ::Ramanathan ::Configuration ::Goldberg ::Extensions 
level::Venky ::Christine ::Marcel ::Facility ::Julia 
Durusoy::University ::Link ::Deferred ::453 ::Yongjian 
Lightweight::Metadata ::Helen ::429 ::Numeric ::270 
Science::Decision ::Stuart ::Zdonik ::536 ::232 
Metadatabase::Zorn ::Heap ::General ::Patrick ::Evaluate 
L::Lim ::Bergamaschi ::Is ::Dimitrios ::Dr 
Usability::Balancing ::51 ::Static ::Left ::Generation 
329::ACM ::40 ::Juergen ::468 ::through 
Hou::Garnett ::Wahab ::MQSeries ::Vincent ::meet 
Kon::Yeung ::418 ::Beverly ::Lawande ::Thuraisingham 
Interpreted::Barclay ::Fugini ::Volker ::Hillebrand ::Krishnan 
40::Energy ::Optimization ::Packer ::3D ::Crestana 
based::GIS ::File ::Globally ::structured ::Shutdown 
SEQUOIA::SENTINEL ::Bhargava ::Good ::Copeland ::Abstraction 
Brice::59 ::549 ::Usability ::453 ::Goh 
Biskup::Integrated ::Lu ::528 ::Bhashyam ::Automation 
Potamianos::Problems ::Nural ::Written ::Analyti ::Bibliography 
Spaces::Jochen ::Han ::Moscarini ::Manipulating ::into 
ARIES::Segment ::Index ::Bob ::Requirements ::Issues 
Lock::Glossary ::Schek ::Clifford ::519 ::Lindsay 
Christine::Ariav ::Daniela ::Iterative ::Note ::Kao 
473::Groupware ::Berson ::Sycara ::446 ::514 
Retrospective::Invitational ::508 ::Tiziana ::Vassalos ::Waheed 
216::driven ::Bayardo ::Treasurer ::Recurrent ::Multiversion 
COSS::Disjunctive ::131 ::Zaniolo ::Eick ::Erbe 
Programs::Gawlick ::Kuck ::Who ::Adya ::Sam 
Differential::492 ::Asserting ::Prospector ::Remzi ::Reduction 
Wendy::Koksal ::60 ::Georg ::Arbee ::Basket 
Model::HweeHwa ::Selinger ::for ::Pozzi ::Dadam 
Generalizing::Davood ::Flix ::Ariav ::Srivastava ::Bayardo 
Beeri::Adelberg ::Kam ::Plans ::Kiernan ::Laurent 
UNIX::159 ::Bulk ::Results ::Jamison ::540 
Pramanik::Jennifer ::84 ::Pletch ::Images ::549 
Cliff::Supporting ::419 ::Administering ::Existing ::Piatko 
Facilities::Salton ::Devolution ::Biliris ::Schnhoff ::Azer 
Capability::Er ::Crestana ::Scientist ::Investigation ::Tai 
27::Tjoa ::Effect ::Rakesh ::Lausen ::Ghassan 
Theo::Dozier ::Creation ::419 ::Gerlinde ::Capabilities 
Benson::GUI ::Methods ::161 ::Doan ::Relationship 
Kosmas::Abiteboul ::Mahboob ::Ghandeharizadeh ::over ::43 
Faloutsos::273 ::ISS ::Number ::Enhancement ::Orenstein 
Reddy::58 ::Hussein ::Bulk ::Client ::Biskup 
Bozkaya::Conjuction ::135 ::Colette ::Reorganization ::Sheth 
118::452 ::Ada ::Graphical ::Craig ::Leonid 
Jhingran::McKenzie ::Strategies ::Append ::Properties ::Useful 
Properties::Trees ::Marian ::Krishna ::Tim ::Kornacker 
Fong::Position ::258 ::ARPA ::100 ::Laursen 
Qingshan::Features ::Properties ::Georg ::Spatial ::Franklin 
Wayne::215 ::313 ::Compiled ::Jeanine ::Dimensional 
Jos::122 ::Meaningful ::Buffering ::Passing ::Mayford 
Averbuch::Kim ::relations ::Ballinger ::Larry ::George 
Pramanik::Schrefl ::Index ::Industry ::Balakrishna ::MOSAICO 
Relihan::Adelberg ::zhan ::287 ::Hui ::Faloutsos 
Hanan::Enforcing ::GOOD ::Semantics ::Site ::Guest 
Disc::Oriented ::Sarathy ::Independence ::Claudia ::Shiri 
Poyet::Zat ::486 ::Doan ::Peithner ::Codd 
Disjunctions::Edward ::Carlo ::Histograms ::Secondary ::Abstract 
About::Paris ::Eben ::Mapping ::Jeff ::Amihai 
Penalty::Predicates ::Fowler ::Heuristic ::Hash ::Christmas 
Nan::Algebras ::Realtime ::Buffering ::217 ::Stenoien 
SENTINEL::Forte ::Hypertext ::Disjunction ::Image ::Kristin 
535::Vardi ::Bernstein ::567 ::Specifications ::are 
Rao::Beng ::154 ::Brad ::Clark ::Pang 
Fox::Inference ::Suciu ::Hierarchical ::Akira ::Ronald 
Indian::Conflict ::Edgar ::214 ::Web ::K 
Fabret::II ::Complete ::Full ::Qualitative ::Yuksel 
63::San ::Can ::191 ::Geophysical ::85 
Multisafe::Rewrite ::Structural ::Database ::Change ::308 
Tschernko::Participants ::AMS ::Warkentyne ::Alternative ::Kulkarni 
Susanne::Blanken ::Storage ::Arya ::Programming ::Commercial 
Chee::Freytag ::Roark ::4 ::Active ::Transaction 
192::Date ::260 ::OLE ::389 ::Cart 
Didier::Datasets ::Larry ::Faloutsos ::280 ::560 
Donko::Yuksel ::Altintas ::UIS ::Market ::Satish 
60::Editorial ::Cyclic ::LRU ::wide ::Bhm 
Plans::Wm ::DataBlade ::Stephanie ::Salza ::527 
News::Graphs ::Alon ::Hayes ::Shivakumar ::Tradeoffs 
Internet::Gerlinde ::Adya ::Ricardo ::MLS ::Klas 
Reconstructed::300 ::Boral ::Combining ::Lomet ::Evaluating 
Fragments::K ::Fred ::Casanova ::Christodoulakis ::Julia 
contra::Scalability ::Schema ::417 ::Andersen ::178 
Theodoulidis::Multidimensional ::25 ::GEM ::Wiener ::Consistency 
Anil::352 ::Mediratta ::Full ::Grosky ::EXODUS 
Erik::Integrating ::authors ::Muntz ::Vienna ::Robert 
Shneiderman::Multi ::R ::Schmidt ::Eaglestone ::Alfonso 
Markos::Lu ::Valduriez ::239 ::Weienfels ::Theory 
Radek::Abdullah ::H ::Dimitra ::attribute ::Reddy 
Fynn::WORM ::348 ::Images ::Prototyping ::Tsuei 
Takanari::Arne ::Network ::Availability ::Terms ::Lakshmanan 
Jae::MQSeries ::Arguable ::POSTGRES ::BeSS ::Kashyap 
Eick::504 ::Definition ::Narain ::341 ::Muntz 
Manifesto::S3 ::Marcel ::Vasilis ::Sandra ::ITASCA 
Extended::Visualization ::Lohman ::Sema ::Roy ::417 
54::Kuan ::86 ::Cardenas ::Rasikan ::Tetelbaum 
Lon::Paepcke ::Hwang ::Rules ::Amr ::Ee 
Ubell::Practical ::Stuart ::number ::Queensland ::Arun 
Approaches::Wolf ::Passing ::COSS ::507 ::Lo 
Nado::Red ::Interval ::Hierarchies ::Marcel ::Navathe 
Kaplan::Zurich ::517 ::Reich ::Breaking ::Forms 
OLTP::Costly ::Key ::Heuristic ::Policy ::Liskov 
145::von ::503 ::Grasnickel ::Fine ::or 
NSF::Rozenshtein ::Rolland ::Lohman ::Problem ::issue 
Nabil::Klonk ::Anil ::Detection ::Sheldon ::Gelder 
Interoperable::Ee ::Numeric ::Quasi ::Monash ::Accessing 
Intensive::Tobin ::GESTALT ::520 ::Quickly ::Software 
Ariel::Rajeev ::King ::Generating ::Area ::CAD 
Ramirez::Tyler ::HweeHwa ::Arthur ::Eriksson ::Base 
227::From ::133 ::Levy ::Aloysius ::51 
Scacchi::Local ::Maryanski ::Schemes ::Andries ::536 
113::Mlle ::Append ::1999 ::Klusch ::Media 
Kabra::474 ::Moerkotte ::Papakonstantinou ::Red ::Jerry 
Vasilis::Position ::Mayford ::Cardinaels ::440 ::Reddy 
Stanford::Event ::Beigel ::Steven ::532 ::Maryland 
DBSim::Gal ::line ::Gultekin ::Auwera ::Funkhouser 
Sibel::277 ::Effect ::Bussche ::99 ::SQL 
Miron::194 ::289 ::UIS ::Klein ::388 
Dittrich::Haradhvala ::Ramana ::439 ::Arvola ::Copeland 
Answer::Platforms ::Sevcik ::277 ::Directions ::DBMS 
Interaction::HG ::413 ::Brunie ::Frdric ::Connell 
Knoblock::Ado ::Skew ::321 ::14 ::Relly 
GeoMiner::Connection ::Maintaining ::at ::Smith ::Obrst 
Rosneblatt::OLE ::Enhanced ::Decompositions ::Reiner ::247 
Not::Virtual ::Schneider ::111 ::Processors ::Alan 
Jiawei::Hoel ::Keng ::Fernandez ::Ling ::Production 
Overmyer::Perspective ::Goh ::288 ::Kwei ::Alejandro 
Assessment::Beliefs ::Rewiew ::Concepts ::246 ::Jarke 
Wm::Rebuilds ::Fowler ::Dynamic ::427 ::Esther 
Beach::Federated ::Kenn ::Hasselbring ::Zou ::Mediratta 
Announcements::Link ::Hrder ::Bill ::Dependence ::146 
Laursen::Cartesian ::Response ::Chin ::Assessment ::Klas 
Free::126 ::Sort ::Katia ::Codes ::255 
de::Infomaster ::542 ::Nesting ::108 ::Usage 
Tjoa::Ben ::Karadimitriou ::Converting ::Giuseppe ::DBMSs 
469::Chungmin ::359 ::Only ::Fred ::Knowles 
Clement::Allen ::Tagg ::128 ::DataBlade ::Environments 
News::Machines ::Is ::Interfaces ::Vassalos ::Series 
Gardels::Mosfeq ::Arturo ::Complexity ::Rewrite ::Optimistic 
378::Thompson ::Predicting ::POSTGRES ::Schrader ::Storage 
Disambiguation::146 ::165 ::282 ::Sundaresan ::Seluk 
Ravishankar::Joins ::ETH ::Lineare ::Budget ::Mancuhan 
Flexible::Controlled ::Skew ::Mehdi ::532 ::Andler 
of::Karim ::Experiencing ::145 ::Facility ::Crestana 
Peter::Windows ::Arpinar ::Browsing ::Quantitative ::Lore 
70::Fong ::Wilson ::John ::Stephan ::Third 
DBMiner::Vervaet ::Elmagarmid ::479 ::University ::Left 
Vincent::Bhide ::Announcements ::Abdel ::18 ::Hirata 
554::Dreyer ::Fugini ::Crisis ::507 ::70 
Blott::Sharma ::Berndtsson ::Rene ::Brown ::Tree 
level::Primitive ::Kiyoki ::Mamou ::Scans ::Castano 
Averbuch::Stepwise ::63 ::Yossi ::Prospector ::SPARC 
Lausen::SAP ::Sakti ::Zorn ::Answer ::Establishing 
Andree::Yang ::Egemen ::McIver ::Jarke ::Kwei 
Vardi::Amherst ::Concurrency ::Hugh ::Source ::Olkin 
Yuksel::Requirements ::Views ::Zdonik ::Composite ::525 
Georges::102 ::Scheme ::Closure ::Satish ::Expressive 
Jacobs::Mobile ::Candan ::280 ::341 ::Perry 
III::Andries ::Mendelzon ::Oriented ::Duri ::267 
Support::Relations ::Dogac ::Yoshinori ::Stefanovic ::Hugo 
Sena::und ::228 ::Reclustering ::Behaviour ::254 
Karl::462 ::Fritz ::Geographic ::Qian ::Suzanne 
Presence::Dimensional ::Thyssens ::Susan ::Predicting ::Claudia 
Gallagher::Without ::Clements ::Sorting ::Presentation ::Queensland 
Cost::Inference ::Industrial ::Lanzelotte ::Kn ::issue 
Schek::Tamer ::Inderpal ::Tool ::Eui ::Badia 
75::Bressan ::Sundaresan ::Relationship ::Reclustering ::Abdelsalam 
Cercone::Helland ::Modules ::Darrell ::Updating ::Optimal 
Perspectives::Baeza ::Pessimistic ::Selinger ::Masum ::Rational 
Phatak::Mellin ::Bitton ::1999 ::adaptive ::Must 
Berg::146 ::Mannino ::Dieter ::Concepts ::113 
Implication::Siegel ::Online ::Janus ::Bases ::298 
Tamer::Windows ::Priti ::Marco ::Silvano ::Chris 
Java::Lim ::Eliot ::Implementing ::Spence ::Numeric 
Distribution::Brachman ::Useful ::Schang ::Stored ::Dieter 
Kaizhong::Problem ::Mendona ::L ::Incremental ::Vertical 
Cherniack::Prakash ::246 ::Determinism ::479 ::Sibley 
Frasson::Ching ::Implication ::Implications ::Reply ::Text 
Relational::Yates ::413 ::Mohammed ::Nikolai ::Tomasic 
Marina::Despina ::Research ::Commercial ::Commentary ::369 
Recent::Broadcast ::Transformation ::Analysis ::Role ::Auwera 
Kitsuregawa::Who ::Ahead ::Berg ::Quass ::Luis 
Franois::SMP ::RDBMS ::Paton ::Technologies ::Vance 
Linda::STEP ::107 ::Matchmaking ::Elisa ::Kabiria 
Florescu::Architecture ::Kawaguchi ::462 ::Ensuring ::511 
352::Converting ::Braham ::Frameworks ::Baskets ::Writes 
Glavitsch::Revisiting ::174 ::Optical ::Hayama ::Sam 
57::412 ::Darrell ::194 ::86 ::527 
Cost::Koudas ::Supporting ::Viewpoint ::Ellis ::Elizabeth 
Trobe::Schuh ::Roy ::Megiddo ::Effect ::Joosten 
Spotfire::C ::La ::Roland ::Arpaci ::fu 
LORE::Parity ::Primitive ::383 ::Dean ::Step 
Measurement::HG ::Value ::514 ::Bltzingsloewen ::Comparison 
Datta::Garcia ::Egemen ::Nutt ::Seeded ::Lu 
Is::Kotidis ::Anthony ::Elmagarmid ::Creating ::Papoulis 
Asgarian::Chinya ::236 ::Luc ::Seluk ::Anita 
dimensional::Codd ::Box ::Lori ::Schrefl ::Khedkar 
Rivero::STRIP ::Changing ::Rajaraman ::1994 ::Alonso 
Fry::Joakim ::Notions ::Lifestreams ::Liuba ::Integration 
25::Bamford ::I ::159 ::David ::Back 
Borgida::Rex ::Kolodner ::Arnold ::Medeiros ::Bertino 
545::DDTS ::551 ::Rakesh ::Brin ::ObjectStore 
539::Federation ::Gregory ::Theodoridou ::Leo ::Ahead 
Hall::Bushy ::21 ::Answering ::Ramamritham ::Gad 
Service::Tomasz ::Lee ::Chin ::Lipski ::HPCC 
Schmidt::Rosenthal ::Hoc ::Values ::466 ::26 
Gehrke::Trickey ::Evaluating ::XPRS ::Witold ::Online 
Curry::DEVise ::69 ::Dependencies ::Neighbor ::Christos 
Tagg::Urban ::Chinya ::Inapplicable ::Capability ::Kriegel 
tolerant::Jerrold ::Jeff ::Valduriez ::280 ::Guarantee 
231::38 ::Ganapathi ::Croft ::Meaning ::Ramamritham 
413::Shin ::Order ::Gesmann ::191 ::King 
Ray::266 ::256 ::Gale ::Matthew ::127 
Sinha::Pessimistic ::Yoshinori ::Son ::580 ::Alphanumeric 
Preface::Adelberg ::Ellman ::Jones ::Dhaval ::TSIMMIS 
Match::Ait ::Ee ::13 ::Cem ::Stole 
Base::Minos ::Extracting ::Has ::Jignesh ::Gardarin 
Sam::Workstations ::Incremental ::ETH ::Pernul ::Bozkaya 
100::Fetched ::Zhou ::Zdonik ::Hampapur ::Soloviev 
SIM::Investigation ::Minos ::398 ::536 ::MYRIAD 
Ley::Craig ::Achievements ::Pernici ::Y ::Megiddo 
Gives::Tuning ::Hartson ::98 ::Narang ::23 
Upon::BUSINESS ::Triggers ::Policy ::Unruh ::Gardels 
Woodruff::Application ::database ::Tompa ::Dangers ::Sheldon 
Transaction::Analysis ::Tufte ::Flix ::Windows ::Forth 
Experiments::Arpinar ::Proteus ::560 ::Relationship ::Reddy 
Eisenberg::469 ::99 ::Department ::Geophysical ::Multiprocessor 
Abraham::Kazuhiko ::Jaideep ::Luis ::Shivakumar ::Kucera 
Chungmin::Reordering ::Ad ::Jain ::Alistair ::Snodgrass 
Images::Form ::Silvano ::COSS ::BeSS ::Anastasia 
Observable::Skowronek ::Ries ::336 ::Directions ::462 
Cardinaels::Quantifier ::336 ::22 ::Bernhard ::Ju 
Tsotras::Barber ::49 ::Cruz ::Log ::Lee 
Gist::Lum ::Ganguly ::Adding ::Zirm ::Amy 
USL::Agrawal ::Wodtke ::SIM ::Tsuei ::Serge 
Scale::104 ::Traversal ::Cammarata ::Hamid ::Werner 
Updates::UniSQL ::Chih ::Estimation ::Overmyer ::Tei 
Narayanan::Mixed ::Stokrp ::Enforcing ::Thor ::7 
Mayford::Improving ::155 ::Block ::Plaisant ::44 
Brad::Lee ::1988 ::Linkage ::Compiled ::Open 
Disambiguation::Descollonges ::2000 ::LORE ::87 ::Kohler 
Standards::Kerry ::44 ::272 ::Eick ::Jussi 
Roman::Cohen ::Yixiu ::Aberdeen ::Kifer ::Ford 
Complex::Language ::Jacek ::Qaimari ::Networked ::Effect 
Barclay::Proposal ::Waramahaputi ::524 ::Martin ::209 
Knowledgeable::REpository ::Rastogi ::Office ::Mayford ::Farias 
SE::et ::284 ::Tool ::Products ::Georgakopoulos 
Chakravarthy::Editors ::Complete ::Schneider ::247 ::Outs 
Enforcing::Tables ::218 ::Chiang ::392 ::Indexes 
Alexandros::298 ::Dieter ::Infomaster ::System ::0 
Proposal::Piatko ::170 ::Merging ::Sou ::Beng 
Timos::Bltzingsloewen ::Sena ::259 ::Celis ::Biliris 
Cvetanovic::Integrity ::Only ::Alonso ::Extracting ::Evolving 
Auwera::Jakobisiak ::Berchtold ::Expert ::Best ::Hodges 
Renner::Edgar ::Active ::Blakeley ::Tomlinson ::Firm 
Richard::Implications ::Shivakumar ::Attribute ::403 ::321 
Vaskevitch::Torlone ::313 ::Anindya ::Left ::Form 
Influencing::Century ::Reconstructed ::Mayford ::Hian ::Hillyer 
Three::Jeffers ::HweeHwa ::meet ::Realtime ::Davood 
Christoph::Eui ::Cvetanovic ::317 ::511 ::Convent 
Behavior::Vervaet ::Degradations ::Sarathy ::Chomicki ::194 
Stuart::Dittrich ::129 ::Gardarin ::150 ::Lionel 
Shekar::SQL3 ::Testing ::407 ::Index ::Histograms 
Mohamed::Kifer ::Extendeing ::Assigning ::GIS ::Miranda 
Harumi::Implementation ::Presentation ::Bombay ::Mosh ::Silverstein 
R::Altinel ::Gucht ::Bonnet ::47 ::Algebra 
Aidong::145 ::262 ::Srinivasan ::Mohan ::from 
Agents::Anindya ::24 ::Trees ::Trueblood ::ichi 
Silvana::MYRIAD ::253 ::Pena ::Improved ::Synchronization 
Reply::Clifford ::Power ::Libraries ::Only ::dimensional 
Z::Version ::Integrating ::Jun ::Xiangyu ::Queries 
96::Tsong ::258 ::Chendong ::Cory ::Guidelines 
Xian::Mackay ::Sanjay ::Shenoy ::147 ::Quiescing 
Transactions::Woelk ::146 ::Kaplan ::Rishiyur ::Mosfeq 
Specification::512 ::Concurrency ::Statement ::Miranda ::Faloutsos 
545::TSIMMIS ::498 ::Yongdong ::Widoff ::Kaplan 
Erhard::Wahab ::Keim ::356 ::Bernstein ::wide 
Susanne::Davidson ::Ins ::Harris ::Papers ::Toiati 
East::Values ::Mirroring ::Bengt ::Shian ::Revisiting 
61::Pons ::366 ::Codes ::Disco ::507 
Miranda::Helal ::Larson ::Versioning ::Guo ::Maintenance 
Packer::Statistical ::ADS ::Dimitrios ::Administering ::Agents 
Suciu::Kawaguchi ::Generalized ::Client ::Roman ::Downing 
Tailoring::Ramamritham ::Nimrod ::Cardinaels ::Knowledge ::by 
Baskets::Cem ::Abel ::172 ::Range ::113 
Watson::Tei ::Cache ::Are ::Dataflow ::583 
Two::TCP ::Dusseau ::Structure ::K ::Nancy 
Minos::Principles ::Results ::Page ::Nita ::Cart 
Transition::Bitton ::Maintaining ::Invitational ::Remotely ::Franois 
BUCKY::Client ::Standardization ::Tschernko ::Skeen ::32 
SG::Mike ::COntext ::order ::Tang ::BUCKY 
