::Rates ::Kocharekar ::Ralf ::Local 
::X ::Multidimensional ::Celis ::Chen 
::Completeness ::Leo ::265 ::MEDUSA 
::Bryan ::Bases ::yiu ::Lore 
::Haim ::263 ::Interface ::339 
::ODBMS ::Kspert ::Karypis ::Xiangyu 
::Montage ::Best ::Bergamaschi ::Dale 
::Queries ::21st ::ACM ::Gray 
::Action ::Version ::Anastasia ::Jayant 
::Myllymaki ::Dynamically ::Manipulating ::International 
::138 ::Exploiting ::K ::Stankovic 
::Multimedia ::Ohori ::Prolog ::Starburst 
::Merz ::Order ::Editors ::Barbar 
::Features ::Nancy ::Market ::International 
::520 ::Prakash ::Quickly ::Estimation 
::Geyer ::Abiteboul ::Lazowska ::Aided 
::Problems ::Kenneth ::Repositories ::Take 
::EUG ::414 ::Mining ::Deppe 
::108 ::DIPS ::Christodoulakis ::Akira 
::Paraboschi ::Karadimitriou ::Hoppenbrouwers ::Robert 
::478 ::EDUCE ::Gucht ::Ioannidis 
::Utilizing ::Multimedia ::Susan ::Complexity 
::Applicable ::Acitivities ::Nyberg ::Artur 
::Snapshot ::Tompa ::Roth ::Development 
::Queensland ::459 ::Reuter ::Pages 
::Chair ::Etheredge ::Brief ::Takashi 
::Utilization ::or ::Abstraction ::Mahboob 
::Hare ::lun ::267 ::Koch 
::Rusinkiewicz ::Ecklund ::Seluk ::Ubell 
::Claude ::Laguna ::LRU ::137 
::86 ::Dynamically ::Aris ::Not 
::Kenneth ::453 ::Donjerkovic ::ARCS 
::178 ::Tolga ::Poyet ::Elsbernd 
::Presence ::FZI ::Gary ::Deshpande 
::Tompa ::Castano ::Mehdi ::Nothing 
::Rakow ::Quantifier ::Maindreville ::Ullman 
::First ::Bengt ::Representation ::161 
::Barry ::Rusinkiewicz ::Tiziana ::McClatchey 
::Tuning ::WHIPS ::Harumi ::Suckow 
::Evaluating ::454 ::Values ::Bruce 
::Records ::Wisconsin ::Beliefs ::Davison 
::Optimizers ::Hypertext ::Dao ::Announcement 
::Intensive ::Evrendilek ::Development ::Aloysius 
::Asserting ::Christopher ::473 ::360 
::Assisted ::Acharya ::Syntax ::Hallmark 
::SBBD ::Young ::552 ::Mapping 
::Tobin ::from ::Arun ::DART 
::non ::there ::Local ::61 
::Sequential ::Redundant ::Announcements ::Ilker 
::Witold ::Data ::Kamel ::DBLearn 
::Maurice ::Satish ::Iyer ::Kotz 
::Son ::Extracting ::Models ::Bauzer 
::Jajodia ::Dogac ::Petterson ::Radzyminski 
::Vipul ::Editorial ::Jensen ::465 
::Queens ::Resistant ::Myllymaki ::Programming 
::Supporting ::Georges ::Extendible ::Frew 
::Consens ::Wayne ::Emperiment ::Schema 
::ODE ::Guarantee ::Shoens ::Action 
::et ::Kosch ::Tyler ::557 
::Cook ::Tsuei ::Duschka ::Super 
::Leo ::Eliot ::Hide ::Normal 
::Time ::Pedro ::Selection ::Ballinger 
::Karl ::273 ::Goldner ::72 
::Clark ::Rulebase ::Ait ::Representation 
::Eric ::160 ::Mumick ::Caching 
::Mikael ::Recursion ::Selfridge ::Qian 
::Disjunction ::388 ::Moshe ::Aggregates 
::Ramasamy ::UNIX ::GlOSS ::Gio 
::134 ::Better ::Beigel ::Terms 
::Newmann ::using ::Crestana ::Waqar 
::Narasimhalu ::Ramachandra ::Number ::Divesh 
::Ahlberg ::Riccardo ::Actions ::site 
::Primitive ::McHugh ::Knowledge ::CLASSIC 
::204 ::23 ::Merging ::Cartesian 
::Bitton ::Jyh ::Konstantinos ::Asgarian 
::301 ::III ::Hung ::HyperStorM 
::Sripada ::Adya ::Dense ::545 
::130 ::Jonathan ::Snodgrass ::Predicate 
::Tom ::versionControl ::Ad ::CLASSIC 
::Yuri ::Synchronization ::161 ::19 
::US ::Remotely ::Averbuch ::Goldner 
::Anastasia ::Norrie ::Thinksheet ::Ralf 
::Mariposa ::SBBD ::Rene ::Pessimistic 
::458 ::Platforms ::Asit ::Jie 
::126 ::Maxine ::populated ::Souder 
::Errors ::Conjuction ::BCNF ::W 
::Arnold ::Taube ::Rapidly ::Qian 
::Selinger ::Rona ::389 ::Guidance 
::403 ::Visualization ::Aggregates ::Wrappers 
::Ahn ::Ramirez ::endPage ::Policies 
::Heiler ::Brown ::Hillebrand ::230 
::477 ::Flip ::Edward ::Panagos 
::Optimization ::Walker ::Andrea ::Motwani 
::among ::258 ::Coherency ::VLDB 
::Letter ::45 ::Variant ::Evolving 
::Chan ::Sheung ::Reconstructed ::Extracting 
::Abdullah ::Ming ::571 ::Cetin 
::281 ::Effect ::Vijay ::Narayanan 
::Omiecinski ::Flynn ::Trobe ::articles 
::Barbara ::Characterization ::549 ::319 
::Nado ::49 ::Blanken ::Unnikrishnan 
::Qian ::Sudarshan ::453 ::Joseph 
::Tan ::Penalty ::Kornacker ::Software 
::Culler ::N ::Trees ::4th 
::454 ::Huffman ::516 ::Raju 
::Update ::Kossmann ::Karlsruhe ::Editors 
::Rewiew ::Melvin ::Colliat ::Olga 
::Sharing ::Tagg ::567 ::Stefanovic 
::Kohler ::Descollonges ::Ait ::Shane 
::366 ::Jeanine ::Kamalakar ::Dallan 
::Benny ::they ::Results ::For 
::419 ::Krzysztof ::Buff ::Lehman 
::Dean ::228 ::Providing ::Donald 
::Activity ::Seluk ::Aiken ::Efficient 
::Vipul ::Allen ::Blakeley ::Ballinger 
::Luther ::level ::Stephen ::Dirk 
::Kumar ::Shinichi ::Lessons ::Ouri 
::Load ::Kanellakis ::BUCKY ::Kossmann 
::Qureshi ::Universal ::226 ::RIDE 
::Unstructured ::Disambiguation ::Yannis ::Tanin 
::Free ::DBLearn ::Vipul ::Bltzingsloewen 
::Kotz ::Lori ::Grosky ::Algebra 
::Franz ::Gupta ::Bill ::Disjunctions 
::Vincent ::118 ::line ::14 
::Dar ::Reconciliation ::Infomaster ::Metrics 
::McLoughlin ::0 ::Paul ::Novel 
::Deleting ::Andreas ::Prashant ::Spence 
::Ulla ::OGDI ::Link ::Based 
::422 ::Zirm ::Edward ::Lifestreams 
::Critique ::Extensions ::Yongdong ::Ariav 
::S3 ::Klas ::Bhavani ::Processor 
::Optimizer ::Processing ::Back ::Rosneblatt 
::Striping ::RAID5 ::Unruh ::Simon 
::Functional ::Quickly ::Algorithm ::time 
::Datalog ::No ::Reply ::Dirk 
::Plateau ::McGuinness ::Participants ::Dekeyser 
::Tajima ::Smith ::Rabinovich ::513 
::Mitchell ::Potamianos ::Sockut ::Tomlinson 
::Mining ::Dayal ::85 ::Integrated 
::Linda ::Retrieval ::Updating ::Malkemus 
::Some ::Up ::Oliver ::Papakonstantinou 
::89 ::Trickey ::ETH ::314 
::Ahn ::Correlations ::Dayal ::350 
::Dennis ::283 ::24 ::Workloads 
::Nikhil ::Dynamics ::Shared ::Masatoshi 
::Kao ::50 ::Written ::477 
::Middle ::Baldeo ::Constraints ::Seth 
::Standards ::Middle ::State ::Wilburt 
::Sheldon ::Terrance ::Hallmark ::Marco 
::Persistent ::Ganesh ::434 ::Susanne 
::14 ::Devor ::Optimistic ::Maurice 
::Reich ::Michael ::Bltzingsloewen ::Parity 
::Haber ::576 ::Chin ::Kocharekar 
::and ::Two ::Visual ::Stef 
::Deductive ::Conjuction ::33 ::driven 
::19 ::Johann ::83 ::Kooi 
::Bryan ::over ::Berndtsson ::Ling 
::Brodsky ::Koksal ::Who ::Mlle 
::284 ::Views ::Thanisch ::506 
::Larry ::Zhou ::Yurek ::Method 
::Stanford ::Chim ::Nenad ::B 
::RIDE ::in ::87 ::Laver 
::Between ::Mosh ::Asit ::Dayal 
::284 ::Retention ::Kuck ::Avoid 
::Imielinski ::Mauricio ::Jaideep ::Century 
::Service ::Shahram ::M ::Christos 
::Kaizhong ::Applying ::Pages ::Shin 
::DeMichiel ::Abstract ::Version ::Write 
::Beyer ::Bob ::Kemper ::Mok 
::Mackert ::Logic ::Modify ::Prasadram 
::Nenad ::Infering ::Systems ::Malcolm 
::adaptive ::Allen ::Bing ::radi 
::In ::Semantics ::Amr ::Specification 
::Gottfried ::477 ::NP ::Gonzalo 
::Rowland ::Versioning ::Red ::Vitter 
::192 ::Highly ::Son ::Masatoshi 
::Asuman ::Manipulating ::End ::Pistor 
::Liam ::Translation ::Kapitskaia ::Mechanism 
::146 ::Philip ::Design ::Experiments 
::NP ::Groupware ::Clark ::Okay 
::Abdelsalam ::Using ::Aidong ::Relationships 
::AI ::Eftring ::Reuter ::McKay 
::What ::Goldman ::Storage ::Aris 
::their ::17 ::Braham ::Gaffney 
::Ugur ::Article ::Desai ::Rowland 
::Informal ::Charles ::Davis ::Johnson 
::Jun ::Wilms ::583 ::560 
::Pissinou ::den ::Rowe ::Builders 
::Venky ::Wilner ::Pissinou ::Dimitrios 
::Spatial ::Power ::Hypertext ::Schemas 
::Konrad ::L ::Camps ::Gives 
::Croft ::Fabret ::Kevin ::Tjoa 
::Blott ::Kocharekar ::166 ::He 
::Activity ::Akira ::Critique ::158 
::Sycara ::Connection ::Ulrike ::ObjectStore 
::Jae ::186 ::MLS ::Segment 
::relational ::Multi ::Dozier ::136 
::Abdelsalam ::Yang ::Pramanik ::60 
::Rosana ::Nita ::Updating ::502 
::Lo ::Mitchell ::Raghu ::Craig 
::Oded ::Qualitative ::Anil ::Satish 
::Conceptual ::Top ::Ley ::Merrett 
::GIUKU ::514 ::Paredaens ::Distribution 
::authors ::Massachusetts ::Stolfo ::Convent 
::Wileden ::Constraint ::Quickly ::Kitsuregawa 
::120 ::Cercone ::Mlle ::User 
::Group ::Kamalakar ::Roberto ::261 
::Yibei ::Zdonik ::Unstructured ::Mehmet 
::GIS ::Schrader ::Tutorial ::Flexible 
::360 ::Kn ::Optimal ::Rafanelli 
::Generalizing ::Processing ::Atzeni ::Woodruff 
::Recovery ::Cvetanovic ::Wechsler ::Incremental 
::Large ::Barry ::Pierangela ::255 
::Masaru ::Referential ::Polyzois ::Paskin 
::To ::Funding ::Kon ::Termination 
::405 ::IMPRESS ::Reply ::Methods 
::69 ::Nikhil ::380 ::Technology 
::Kiran ::Flexible ::Stokrp ::Objects 
::Datasets ::Relational ::Benchmark ::Lori 
::and ::Alphanumeric ::351 ::Sanjay 
::Claudia ::Assets ::Devor ::an 
::358 ::their ::Christmas ::Ilsoo 
::Computers ::Gnther ::1993 ::Goldberg 
::Amateur ::Telecommunications ::Min ::memory 
::467 ::351 ::Shamkant ::Gnauer 
::Sampling ::Dimitrios ::79 ::Masum 
::Budak ::US ::Baskets ::Sengupta 
::Held ::SG ::Levy ::Yezdi 
::Blott ::Celentano ::Papazoglou ::Srikant 
::Kieling ::Fault ::Robertson ::DOODLE 
::Programs ::Comprehension ::Practice ::Garcia 
::Manfred ::Plaisant ::Datalog ::Wisconsin 
::Sudarshan ::March ::Kooi ::Processibility 
::Beliefs ::320 ::Alon ::Li 
::Back ::Perspectives ::Environments ::Revisted 
::Nikolai ::Dimensional ::Sakahara ::Edward 
::62 ::Robertson ::Kurt ::Down 
::L ::Takashi ::Wei ::Omiecinski 
::555 ::Cubetree ::Educational ::Harris 
::522 ::Simmen ::Accessing ::Barnes 
::Benchmarks ::Hodges ::Berchtold ::RDBMS 
::Approximations ::HyperStorM ::Writes ::Fritz 
::Derived ::Hugh ::98 ::Operation 
::130 ::Jiawei ::Rao ::Designers 
::Fetches ::Widom ::Kornacker ::Cody 
::Hugh ::Lehman ::Abstract ::80 
::Asit ::Tajima ::Heap ::Curry 
::Susan ::Bifocal ::Recursion ::and 
::B+trees ::301 ::483 ::Practice 
::Infomaster ::Gerlhof ::Tansel ::zsoyoglu 
::Cowley ::Kuck ::Snapshot ::First 
::Kiran ::Hppler ::572 ::Souder 
::WORM ::Alberto ::19 ::SQL 
::Orenstein ::Amr ::Class ::SigmodRecord 
::Growing ::Ramirez ::Dhaval ::236 
::Workbench ::Adaptive ::TODS ::446 
::the ::Su ::405 ::Sheldon 
::Swarup ::Sonia ::versionControl ::Weihl 
::Madhu ::Helal ::Its ::Kapitskaia 
::Motro ::Keitel ::Component ::Eliminating 
::Goldfine ::Martin ::Bhashyam ::Souder 
::Quasi ::TCP ::MYRIAD ::Waramahaputi 
::Finite ::Giansalvatore ::Redundancy ::Korth 
::85 ::Jagadish ::Sudhir ::Ensuring 
::Rapid ::Pistor ::Visualization ::Agenda 
::Gonzalo ::Forms ::473 ::Kwei 
::154 ::Striping ::Ouri ::Combinatorial 
::Goldfine ::Klein ::Growing ::DeMichiel 
::Study ::Project ::270 ::Fetched 
::Gray ::Billion ::Zat ::Roussopoulos 
::Carrie ::Satellite ::532 ::Julian 
::Larry ::Gelder ::Leonard ::Buchmann 
::Leonid ::Beyond ::Preliminary ::Chin 
::Teradata ::Geospatial ::Claire ::Seeger 
::NF2 ::Notes ::Dependencies ::ORES 
::Geo ::Queries ::Curt ::Roddick 
::Fatma ::Retrieval ::Stavros ::Cocktail 
::Kitagawa ::247 ::Lists ::BUSINESS 
::DEVise ::Fritz ::Resnick ::Claire 
::Kline ::Transitive ::III ::Urban 
::Toby ::Elmasri ::Identity ::Perspectives 
::Beng ::Nan ::Andree ::EOS 
::Deduction ::446 ::Julian ::Incomplete 
::Maurice ::Tsatalos ::Best ::Benchmark 
::Amouroux ::Cheng ::Announcement ::Database 
::Evrendilek ::Vardi ::482 ::Laura 
::Medeiros ::Goel ::File ::Diagram 
::Jordan ::SR ::Er ::Klein 
::Visualisation ::Sena ::259 ::350 
::Dittrich ::Dayns ::From ::Osmar 
::Minute ::Visualizing ::Barnes ::Scott 
::McHugh ::Repositories ::Schema ::3 
::Garofalakis ::Molina ::Firm ::Hypertabular 
::Paris ::M ::Goetz ::576 
::L ::Hoppenbrouwers ::Patricia ::76 
::VideoAnywhere ::Relaxed ::Motro ::Clustering 
::Segment ::Informix ::Ra ::254 
::Lynn ::Keitel ::Life ::Fraternali 
::Soparkar ::Generalized ::Activities ::Castro 
::192 ::Remzi ::Dennis ::Manager 
::DDT ::82 ::Digital ::Modelling 
::as ::Determinism ::Contextualizing ::Matchmaking 
::Expected ::Multiversioning ::zhan ::Groupware 
::Srinivasan ::DAFTG ::215 ::Search 
::Structure ::Shapiro ::Common ::Mishra 
::Market ::492 ::Luc ::Bauyer 
::Editors ::Costly ::Thomas ::Arthur 
::Brinkhoff ::Infinite ::Selection ::348 
::Giansalvatore ::Baden ::Redundant ::Jensen 
::Using ::Seeded ::F ::571 
::Comparison ::Current ::Perform ::Navin 
::Wayne ::Kucera ::428 ::Olga 
::243 ::Widom ::Alain ::Five 
::King ::Devor ::480 ::405 
::337 ::ANSI ::Newmann ::von 
::zsoyoglu ::Speech ::Karvelis ::Ouri 
::RDBMS ::116 ::Mitchell ::Incremental 
::They ::Effect ::Fugini ::Syan 
::119 ::Chakravarthy ::Camps ::Tam 
::Infering ::430 ::Thin ::Disjunctions 
::Hellerstein ::Hoc ::Maryland ::Jeffers 
::Maryanski ::485 ::Deduction ::Botnich 
::Schning ::1999 ::System ::Garza 
::Desai ::Visualizations ::Hui ::eva 
::Revisted ::Divyakant ::Groupware ::Hirata 
::Frederick ::Connell ::196 ::Antonia 
::172 ::Bennet ::Safe ::Schrader 
::Tien ::Keun ::326 ::HPCC 
::Walch ::Methods ::Goal ::Yossi 
::Turau ::Fatima ::Behavior ::New 
::Translation ::Carlo ::Lineare ::389 
::Spyratos ::512 ::Commentary ::Wesley 
::450 ::Initial ::Inge ::Jaime 
::World ::Entity ::Relly ::Sudhir 
::Cache ::Time ::Stefan ::Commit 
::Ni ::SAP ::Pipelined ::SE 
::Fll ::Moshe ::Watson ::Freytag 
::Krishnan ::Harry ::337 ::Querying 
::Vervaet ::Bases ::BeSS ::Emperiment 
::McKay ::ACM ::Narain ::News 
::Dreyer ::Cyclic ::Colliat ::Virtual 
::Other ::Leonardo ::O2 ::Kazuhiko 
::233 ::Log ::Markus ::Surajit 
::Benson ::139 ::Hallmark ::Algebras 
::Mobile ::Soumitra ::Ricardo ::Taosong 
::Standardization ::Randy ::Utilizing ::20 
::Yibei ::Ulla ::Moira ::Reordering 
::relational ::Experiences ::Simple ::451 
::377 ::Sidell ::Shoring ::Evaluation 
::Mosh ::23 ::Join ::Murphy 
::Sequence ::Coterie ::331 ::Shamkant 
::Luef ::D ::Ioannidis ::61 
::Dimitrios ::Commentary ::11 ::Guest 
::Belinda ::University ::Forte ::Mlle 
::275 ::Yue ::Tony ::Doherty 
::Stored ::by ::Hian ::Hasanat 
::Colby ::SQL ::Concurrency ::Piero 
::Lock ::Atsushi ::Thomas ::MYRIAD 
::Datta ::273 ::Multisafe ::Manolis 
::K ::Valery ::Tomasz ::USD 
::259 ::Arbee ::Query ::Bushy 
::Applications ::Papakonstantinou ::Transactions ::Wilson 
::65 ::Yongjian ::Sockut ::Icons 
::Critique ::Cowley ::Koperski ::Sivasankaran 
::Zat ::Klug ::173 ::Won 
::Among ::Commercial ::Ubell ::Malkemus 
::He ::Wolfson ::Products ::Stable 
::Jim ::Sandeep ::484 ::POSTGRES 
::275 ::Application ::Batory ::Series 
::Interoperable ::Foreword ::Can ::490 
::Patricia ::Optimizers ::Sheth ::Haradhvala 
::Hall ::Pattern ::Wrttemberg ::65 
::Amherst ::Summary ::265 ::Strategy 
::Dallan ::Karlapalem ::Beigel ::DARPA 
::Tai ::Limsoon ::521 ::2000 
::273 ::Ramirez ::Display ::Hugh 
::Jian ::52 ::Per ::Yeung 
::Rahm ::Lo ::Oki ::Feedback 
::Predicates ::Editorial ::90 ::Maurizio 
::Nested ::Builders ::Versioning ::462 
::45 ::Elmagarmid ::Paraboschi ::HPCC 
::477 ::Ishwar ::Matias ::3 
::Seligman ::Hansson ::480 ::Materialization 
::Datenbases ::MOSAICO ::Andrea ::Kossmann 
::Narasimhalu ::Strengthen ::Margulies ::498 
::TPC ::Ozcan ::Nelson ::Norrie 
::109 ::Bruns ::Infering ::Knowles 
::Montage ::Radek ::Bruce ::Programs 
::Morimoto ::Yasuhiko ::504 ::Kam 
::Garcia ::Melissa ::Ricky ::Leo 
::Multi ::Tim ::Konrad ::Interface 
::relations ::50 ::Can ::Machiavelli 
::Chuan ::Hwang ::Manifesto ::Amouroux 
::Internet ::Khn ::1951 ::Christian 
::Neil ::419 ::Bltzingsloewen ::Syntax 
::Navin ::Application ::Bob ::Case 
::543 ::Wars ::Arun ::Thyssens 
::Memory ::RAID5 ::Block ::Spence 
::Unifying ::Salton ::Curtis ::Hillebrand 
::McIver ::Enforcing ::Indexes ::Legaria 
::Stored ::Nascimento ::McGuinness ::55 
::243 ::Doppelhammer ::Katz ::Methods 
::Decomposition ::Metadata ::Order ::Applying 
::127 ::Mariposa ::Yang ::Constraints 
::Foreword ::Environment ::554 ::DEC 
::501 ::Assisted ::Editor ::Oracle 
::554 ::Louis ::Albert ::Magic 
::Relly ::Zorn ::Nick ::394 
::Stefanovic ::388 ::Lipski ::Kuck 
::Abdel ::Motakis ::Masses ::Adding 
::Bruns ::Locally ::S ::Kabiria 
::294 ::Beeri ::Ee ::Kazuhiko 
::Testing ::Solomon ::15 ::Halici 
::48 ::GOOD ::through ::AMS 
::Chin ::Nebojsa ::Phil ::Chakravarthy 
::issues ::Common ::Critique ::Saxton 
::Georgakopoulos ::Kamalakar ::Burger ::Inference 
::Binto ::Batory ::AssociationRules ::Lothar 
::Mosfeq ::Networks ::EFDBS ::Elmasri 
::Gyssens ::Ghosh ::Sheldon ::454 
::Hypertext ::Domains ::Pena ::Users 
::Martin ::Pernici ::ISS ::Answers 
::Goldner ::Grosky ::Avoid ::Sleepers 
::Orthogonally ::Simmen ::Proposal ::und 
::Haradhvala ::relational ::Chaudhary ::Reiner 
::Saygin ::Ingres ::Been ::Horizontal 
::3D ::Hamid ::Ganapathi ::Histograms 
::36 ::Partitioned ::Willie ::Eriksson 
::Silverstein ::Klas ::516 ::Technology 
::Keller ::Architecture ::Natarajan ::235 
::Vrbsky ::Types ::Werner ::Kooi 
::74 ::Challenges ::Zobel ::DataBlade 
::Conflict ::Extracting ::Ramana ::database 
::Wrttemberg ::Steinbrunn ::66 ::Alon 
::Kang ::Variant ::Wasserman ::Prototyping 
::Llirbat ::Arthur ::152 ::Operation 
::Gibbons ::Prospector ::Trees ::ITASCA 
::Joins ::Klonk ::1990 ::Jim 
::Nathan ::issue ::Investigation ::Cook 
::Andrzej ::Rosenthal ::Buffers ::572 
::Narasimhalu ::Davis ::B ::Useful 
::Benson ::288 ::Groupware ::Gray 
::Upon ::Kabiria ::Middle ::Qin 
::George ::Kaplan ::Madnick ::Dimitra 
::Beng ::Hrder ::Stuckey ::266 
::Jensen ::515 ::based ::Upgrade 
::Aloysius ::Conrad ::Bezenchek ::87 
::Anand ::Text ::relational ::Hyuk 
::Polymorphic ::Kasi ::Claire ::Duri 
::Zurek ::Mostly ::Lam ::Network 
::Andrianopoulos ::Technical ::Record ::Assets 
::Ibrahim ::Recursion ::536 ::Thompson 
::Kuntz ::Consens ::468 ::Staggered 
::Scaleable ::Intensive ::Kamalakar ::Allan 
::Thinksheet ::5 ::Artur ::Nabil 
::News ::XPRS ::Shutdown ::SigmodRecord 
::Darwen ::Artur ::Lanzelotte ::Separately 
::Ko ::Seeger ::Taube ::Mosfeq 
::Natural ::Korn ::80 ::D 
::or ::Woolf ::135 ::Morimoto 
::Furtado ::Gilles ::Proposal ::Medical 
::Do ::483 ::Model ::Yang 
::159 ::Schema ::Sushil ::Prasadram 
::Sandra ::Ricardo ::MLS ::DBMS 
::Logic ::Updates ::440 ::Relationships 
::Fernandez ::Hammer ::Lukas ::Preface 
::Visualizations ::Barnes ::Johann ::Kosch 
::Mirroring ::Heap ::Aggregate ::Trees 
::Chawathe ::Honeyman ::161 ::204 
::Issue ::Jrg ::Pedagogic ::Secondary 
::Andrianopoulos ::Transient ::Action ::Written 
::Sanjay ::Omran ::Srikant ::Adaptive 
::Performance ::State ::Etheredge ::Khoa 
::Farshad ::OASIS ::Johnson ::McCarthy 
::Bhide ::Scheduling ::Sarathy ::Steinbrunn 
::Note ::El ::Patterson ::Krishnamurthy 
::Winds ::Optimistic ::Young ::Aggregate 
::Ron ::Walker ::Johnson ::View 
::Engine ::3D ::Gouin ::Predicting 
::Jumping ::Databases ::Next ::364 
::Partial ::zsoyoglu ::Asit ::Arbee 
::Persistent ::155 ::Konrad ::Madhu 
::Griffeth ::407 ::483 ::Brown 
::Dallan ::97 ::Quantitative ::Bocca 
::321 ::Aloysius ::data ::Reduction 
::Georg ::Integrity ::How ::Mechanism 
::Hypertext ::GeoMiner ::Protocols ::Bolour 
::Remote ::Publication ::350 ::73 
::Much ::Qu ::Memory ::65 
::Gardarin ::Overmyer ::Ray ::Ait 
::Qualitative ::326 ::Muth ::Preface 
::BUSINESS ::Gordon ::282 ::Gibbons 
::Tamer ::Mackay ::SPARC ::Arpinar 
::InfoSleuth ::Datenbases ::Weihl ::Interface 
::DOODLE ::Paolo ::Simultaneous ::Erbe 
::Jeusfeld ::Elisa ::547 ::120 
::Akira ::L ::Schang ::536 
::Moerkotte ::Wong ::Abbadi ::Mitch 
::Jonsson ::with ::Kuck ::Abdelsalam 
::81 ::Terms ::Justin ::Arbee 
::Prasad ::Jun ::Partitioning ::Bonnet 
::Hubert ::Takeshi ::Nenad ::73 
::Wiest ::trees ::Ee ::Anastasia 
::330 ::Yandong ::ONTOS ::Vaskevitch 
::Agarwal ::Sylvia ::with ::Said 
::Iakovos ::Influential ::Gerard ::Descollonges 
::Multisafe ::Autonomous ::Similarity ::Abdullah 
::Protocol ::Chawathe ::WHIPS ::Tables 
::Clustering ::Barinderpal ::Milt ::Merging 
::sets ::323 ::Angelika ::21st 
::Yang ::Funding ::Protocol ::Tom 
::McCure ::Nebojsa ::Statement ::Dense 
::NonStop ::Tsangaris ::Worst ::Scans 
::Gelder ::Kon ::CapBasED ::Hong 
::articles ::Stanley ::Predicate ::Evaluate 
::UDK ::Ghassan ::First ::Suckow 
::Frank ::Huang ::Papakonstantinou ::277 
::Didier ::Service ::Fry ::Matthew 
::Activities ::versionControl ::Svetlozar ::Objects 
::fu ::Barnes ::Kupiec ::Chawathe 
::TCP ::133 ::Willis ::Jr 
::Popova ::Goyal ::Sorting ::Visualizing 
::Processors ::Braham ::Final ::Valduriez 
::148 ::Execution ::Logging ::Stuckey 
::320 ::METU ::Libraries ::driven 
::Pinar ::S ::Grosky ::Gogolla 
::Dyreson ::Simillion ::Composite ::Frdric 
::Bertino ::Widom ::Keng ::Malcolm 
::Jyh ::Jenkins ::40 ::482 
::Pierangela ::122 ::Cody ::289 
::Pull ::Melling ::470 ::PREDATOR 
::Qin ::Kabiria ::Search ::Betty 
::Levine ::Colby ::Systems ::Selfridge 
::We ::Extendeing ::112 ::Defense 
::Applications ::Deshpande ::Hypertext ::Wilner 
::Rahimi ::Wave ::Yasushi ::DB2 
::Erik ::197 ::Universal ::Answer 
::Wrappers ::Arpinar ::Much ::Geyer 
::Georgakopoulos ::Nural ::Trees ::Actual 
::Feedback ::Mok ::Ozkan ::Form 
::HweeHwa ::into ::Roberto ::110 
::Agenda ::107 ::31 ::Li 
::Shoring ::Amateur ::Kfer ::Gardels 
::193 ::Schneider ::Madhu ::146 
::MMDBS ::508 ::Scientific ::Zurich 
::Lukas ::Scott ::259 ::Characteristics 
::Caching ::Jan ::Jaewoo ::Guarantee 
::103 ::Inverted ::Wiest ::Wildcards 
::Nita ::Vardi ::Mapping ::McIver 
::Costa ::Papakonstantinou ::Maintenance ::automatic 
::Mayer ::Nandit ::Toby ::Kotidis 
::Curt ::Tyler ::de ::zhan 
::Narang ::UniSQL ::Unruh ::Christine 
::161 ::Boral ::Converting ::Larson 
::Borgida ::Gilles ::Nural ::Box 
::Marina ::Server ::William ::O2 
::339 ::307 ::Barber ::377 
::Lists ::Avoid ::Passing ::Lotus 
::Kiran ::Miller ::Disc ::Guidance 
::Fast ::Hodges ::Claims ::Kspert 
::268 ::Tool ::Placement ::Katia 
::Deleting ::7 ::377 ::Disjunction 
::360 ::Papers ::364 ::Qureshi 
::How ::Shian ::TCP ::Area 
::Basket ::DBS ::255 ::driven 
::Roland ::Srikant ::341 ::Nado 
::Previews ::Survey ::Suppletment ::Stole 
::Popova ::Visual ::Honeyman ::Didier 
::Ganesh ::Sellis ::AssociationRules ::Christian 
::EUG ::ACT ::Pons ::Evaluation 
::Rakow ::Karen ::Databases ::Pat 
::Experiences ::Shian ::Eui ::Infomaster 
::Extendible ::Culler ::Konrad ::Sequences 
::L ::Roantree ::Suciu ::Souza 
::Solutions ::Ion ::325 ::Buchmann 
::Evaluating ::Kspert ::Forouzan ::Values 
::121 ::Ming ::Delaunay ::Muth 
::Sonia ::Existing ::Elmagarmid ::498 
::SAP ::Reply ::Christodoulakis ::323 
::Borgida ::394 ::Morishita ::Bulk 
::Widom ::Maurice ::Shinichi ::Commitment 
::Has ::Facilities ::Requirements ::Ensuring 
::Gingras ::Structure ::Alternative ::Revisted 
::Schema ::Mirroring ::408 ::Bhargava 
::Seshadri ::Nori ::144 ::Visualisation 
::503 ::populated ::Disjunctive ::Hong 
::Path ::Science ::structured ::Merz 
::Rudolf ::What ::Dietterich ::Don 
::Cost ::Kuck ::Pixel ::Starburst 
::Jenkins ::Doan ::Shoshani ::Anita 
::Sequential ::355 ::Moshe ::364 
::Evolving ::454 ::Sycara ::ZOO 
::Bra ::Tai ::Troyer ::automatic 
