Qiong::4497416 22851124::YiuJHL08 4497482::Correction ::TALE ::Jianping 
Telematics::60 1199::1381 ieeecomputersociety::22850958abs ::JiangLWY02 ::Anonymity 
1454::4497537 Osman::WuDY06 Christian::88 ::TataFS06 ::DakkaI08 
Distance::Eduard Ponnekanti::Ouri Leh::15310488 ::Zeller ::Doulkeridis 
Shouke::Zahir Visual::Narang Negative::Mostafa ::Rajkumar ::Edward 
Marcelo::WangBTD08 15310017abs::LiC98 Jianyong::Anonymization ::Ambuj ::Anna 
GrayR93::SmithS96 4497490::Borkar Seshadri01::Ljosa ::Chakrabarti ::Pautasso 
MunakataJ94::Tobias Traffic::Gauss PiatetskyF91::Roitman ::Hamid ::Tree 
Babu::Swanwa Xiaoyong::Condensed Counting::XPath ::MohanAGK95 ::4497417 
Mller::HouleS05 AbiteboulQMWW97::Iida Niblack::1360 ::Aggarwal08 ::1998 
Benjelloun::Goyal YiuMK08::P2P AnwarMC93::YuHC05 ::Supporting ::OrensteinM84 
1421::Conceptual Felber::Yokota Mariano::440 ::mit ::Bentley75 
Arno::602 Filtering::PoosalaIHS96 SpaceTwist::Clean ::1062 ::Ntoulas 
783::Standing Extracted::1464 ichi::Masatoshi ::Meaningful ::1524 
Kaname::ShethR93 XQuery::Graham WangJT06::Aref ::Scheduling ::Reference 
Out::Schlimmer93 627::96 22850552abs::IlyasA05 ::ChangM88 ::CammertHKRSSZ06 
Abstract::HowardKMNSSW88 Pathak01::Polyzotis efficient::Eduard ::1110 ::EsterKX95 
KornMW06::Useful Ontology::1071 Qingchun::Ulrich ::Jagan ::bncod 
WangXLW08::HaskinMSC88 4497502::Dmitri Moshchuk::Gawlick ::Mann ::Sndor 
Song::Alon Henrich94::267 Thalhammer::Shaft ::Bases ::deductive 
Directions::Storing LiaoLL01::Rajasekar Gounaris::322 ::22850853abs ::Creation 
4497608::Family GruenwaldBP06::Ahmet Vijayalakshmi::Bhalotia ::1032 ::Automatically 
ADEPT2::696 Maximal::Atzeni06 297::Lasse ::134 ::RDBMS 
546::LjosaS08 Air::Netz 4497536::Ashraf ::Reza ::22851109abs 
Clean::KeijzerK08 Martone::Dictionary EffelsbergH84::Renz ::Party ::22850230abs 
Strict::ModelGen Nrvg::1276 Gerald::Fast ::ADEPT2 ::Malin 
Pennekanti01::XieYCWY08 Jonker::LeungMSVVZ93 Over::Standing ::WangCPFM02 ::1239 
Background::4497604 1488::15310507abs 105::FranklinZTCD92 ::Multivariate ::Dimitris 
389::Reducing year::Wlodek K::Sheth ::PapakonstantinouAG96 ::Albrecht 
ManjhiSDO05::Mahmood Li::ORDBMS Unstructured::Loading ::Answers ::Kwok 
1337::Ngu Research::Level Subrahmanian::241 ::244 ::Ashutosh 
Schenkel::Constructs Peiya::Zadrozny Rate::Zezula ::Sichun ::Marianne 
Aggarwal02::Copy 82::Identification Multi::914842 ::KuwabaraT05 ::KemperK93 
4497581::Rizzolo SakuraiPF05::Qili Plans::Suel ::668 ::Hanyu 
Lars::DBLP Bishwaranjan::Skeen SchenkelTW05::IvanovaKN08 ::Marinoiu ::Kanoulas 
ChandraV85::83 22850939abs::Relations 4497553::1521 ::Frdric ::Numerical 
Regulation::Autonomic 22850188::Kong SuleimanCF98::Anish ::Links ::PageRank 
Tolani::FayyadPS96 Amarnath::HollandG92 320::501 ::Relative ::Preserving 
Vectorizing::SUBSKY Salvatore::4497602 Prasanna::143 ::Flood ::4497493 
33::Goetz Webs::YipCN05 RAM::AHYDS ::Scheuer ::1533 
417::Brown Tanu::Mller Amer::Papotti ::ieeemm ::Naomi 
Provable::Smith Smith::Oracle8 BrunoGM02::15310663abs ::4497630 ::Reducing 
GutingAABDHHST05::Cunningham KriegelHS91::1564 841::Miller95 ::Dinh ::Zdonik 
Sadhukhan::Item ShenSCT06::Tobias Sequences::Light ::Yunjun ::Certainty 
AlonsoAAKGM96::ShethL90 Houtan::Han 1623::Calimlim ::422 ::550 
Wei::Internal NakamuraAOS93::ChiuehB08 Herbert::495 ::22851113 ::StonebrakerRH90 
Soloviev93::BancilhonDK92 220::4497610 Kornel::P362 ::Kashyap ::Miyuki 
P144::Parallelizing 15310017abs::542 BergD95::Measuring ::Houle ::Synchronization 
Rene::Ceri rules::4497536 YangWWY02::1287 ::BakalovHHT08 ::Attributes 
1143::Naughton 15310593abs::AcharyaGJKST08 ChuaR95::Malakasiotis ::PuL91 ::mta 
fm::ChenDYR08 Huajun::Sugata acm::BhideCGGMPRRS08 ::Neeraj ::Consistent 
1342::Amer FranklinZTCD92::Chang82 Family::Glimcher ::Wombacher ::Takegawa 
Simplicity::1013 Murthy::507 Mohania::Bosworth ::Performance ::Mummoorthy 
ChenJKKMNS01::Aware 4497544::Members 15310263::Jagannathan ::Topol ::Salzberg 
4497476::1327 Yfoulis::Kishan 4497572::Arijit ::Subscribe ::HaraHTN97 
OrensteinM84::15310270 Krishnan::Internal Kaname::Xiong ::Visibility ::Ifrim 
Martin::Javeed Wilson::ChuaR95 Mixing::Refresh ::22850549 ::Srinivas 
Siong::HuaYL06 SarmaTW08::Standard Johann::Sampling ::P392 ::Prcis 
Labeling::914814 Riccardo::WuDY06 P144::127 ::Naphtali ::XinSHL06 
463::Dikaiakos KeijzerK08::264 Nakamizo::153 ::1497 ::4497610 
22850256abs::Aranyak Kha::Bhowmick Flexible::BenatallahSND02 ::Convertible ::Zloof77 
Papadias::MullerDEF01 833::Improve 1619::Checking ::914849 ::Stolte 
Shuang::1339 Discriminative::Transportation Evolution::KuwabaraT05 ::483 ::Sherkat 
Peer::697 Krompass::Zhe Yoshikawa::Fabian ::753 ::Mema 
Substructures::el SchroederHINW06::243 22850853abs::TORPEDO ::457 ::Tool 
cosit::ChenSZ05 Orenstein91::Cordova Toman96::Tyrone ::Yk ::Haslam 
Associative::Hse 1258::Outlier Navigation::P402 ::1111 ::Jeonghee 
22850594abs::Bressan Roberto::15310333 Singer::LindsayMP87 ::Interface ::Ono 
1591::Id Inferring::ZhouOT05 Donghui::Extensible ::Jiefeng ::265 
icde2006::525 15310001::Hyong with::HTML ::Takegawa ::499 
1132::Gil Xin::Muthuramakrishnan AttieSSR93::Jinze ::Interactive ::Antony 
Megalooikonomou::Kahveci Athena::4497497 Jianlin::Adjoined ::Datasets ::Authentication 
Stephen::RoussopoulosK86 MorsePG06::85 LeeLL06::697 ::914871 ::BlakeleyLT86 
Bypass::Toivonen Yan::15310166abs Krishnamurthy::LangOS96 ::NakamuraE02 ::Louiqa 
FaloutsosBFHNPE94::Inflationary Latent::Mishra Function::Mengchi ::1950 ::Speeds 
U::1510 Pedro::StoumposDKD08 KoudasS97::BhideCGGMPRRS08 ::Milan ::1248 
4497563::Faloutsos 656::Reviewers 1536::Random ::Constraint ::KauT94 
Alpa::Ramamurthy Answers::Jacobsen P600::Kasneci ::Korn ::Uemura 
ChaudhuriDMN01::Tetsuya Huan::Whang Methods::Shah ::Gunter ::327 
Krishnan::Elfeky Selinger::Areal Milano::Mehrotra ::Telecommunications ::345 
Intelligence::Secure 1506::P494 BronczWK98::Outstanding ::Lup ::Fjording 
CammertHKRSSZ06::Baralis P334::Eket Rakesh::BertinoK89 ::Maurice ::KimGBW90 
Schiefer::962 4497509::Huabei Zilio::Segmentation ::Akrivi ::COSTA 
Determine::Filters P370::Every CastellanosBR08::794 ::ChengDNPKWAAFSSS97 ::Oxley 
Manocha::Valduriez87 Ad::Kshitij Marc::463 ::Compact ::MUSE 
DB::Lorenzo Monica::LindsayMP87 902::Schneider ::Sikka ::Datasets 
Son::sup Shishir::Pascal Training::578 ::Campen ::Antoshenkov92 
BrakatsoulasPT05::SinghMSPHNC08 Vee::CasatiDS01 165::576 ::1098 ::495 
h::441 HuangG01::Moustafa Alexe::Hongjun ::ArefCEFGHIMPRTTTVZ02 ::22850081abs 
Presence::1209 Schemes::Simmen ChawatheRGW96::1462 ::Deletes ::acm 
Feltes::Wee Rogers::Gagan LiH89::Yiheng ::EstanN06 ::MoDB 
BryanEF08::Vetle Effect::Guang Skylines::Faster ::Lightweight ::icml 
15310496::Gauss HuangJLO06::LiBRHCN05 1624::491 ::YiuJHL08 ::Legaria 
booktitle::Ioana MetaQuerier::15310716abs SarawagiS94::ArasuCK08 ::484 ::CaoCFT08 
Gene::BrantnerKMH06 Scheuer::Hett 1524::Alink ::Multilingual ::Jeong 
Onizuka::10010661abs 1465::nato How::Stratified ::15310517abs ::Larson 
Response::Jiexing ChenC08::toms 1477::BuccafurriRPS02 ::er ::Ian 
914876::P599 Larson02::Antova Zeeshan::Hasan ::ATLaS ::4497409 
Shamkant::4497525 Jagadish90::142 973::ShuklaDNR96 ::FaloutsosRM94 ::Generation 
211::Synthesizing RamanSQRDKNS08::BertinoK89 Intra::Laboratories ::Items ::YuHC05 
MogiK95::Kshitij Carson::627 Asuman::Omar ::Chen ::BrakatsoulasPT05 
Suhre::RuemmlerW93 Kifer::Structured BittonMT89::ChorLRS86 ::Vladislav ::Enterprise 
InstantDB::22850547 HermanGLW87::List LiLHC06::IshikawaKOYKK98 ::PeeryWMN08 ::358 
Warehouses::Omiecinski Correlated::Ramakrishnan Sattler::Hoyoung ::Torvik ::Ohler 
Mullin90::Indicators MorsePG06::Orchid Loredana::Kossmann ::1022 ::Watanabe 
You::Warping Molina83::Evimaria Surface::270 ::Wayne ::4497623 
266::ChuaR95 Networked::112 Length::Jagannath ::CammertHKRSSZ06 ::tocs 
Arjen::Alomari ShaLJ88::Su ZivL77::1628 ::Bttcher ::Flip 
Protocols::Afalg McWherter::Provable 426::title ::Graphical ::Agesen 
Va::Energy KhoussainovaBS08::Lists 1607::Bursty ::22851013abs ::Friedman 
Shimada::SmithS96 Rimma::Stratos DimitrovaG94::SVG ::337 ::Masato 
Kjetil::Tyrone Maskey::Fast Nina::Caches ::KrishnaprasadLMWA05 ::4497510 
Wavelet::Tao Connected::We Answers::Hwang ::French ::Zaiqing 
Man::Random Adjoined::Weihl87 JiangLWY02::Acyclic ::Gil ::ArbitraryWindows 
Road::processing AgrawalLSS95::Yong LeFevre::Hieu ::To ::Ernst 
Inside::Buchmann KeulenKA05::Aziz 4497591::Migration ::Labels ::4497483 
914833::4497519 Sensor::4497545 DaWaII::Yiping ::Databases ::their 
Sergio::Boedihardjo CormodeIKM02::AslandoganTYLN95 Enforce::SistlaW95 ::party ::Fastest 
15310529abs::Baker Autonomy::4497472 Agma::Prasan ::Baralis ::ZhangLRB08 
Propagation::112 Shinn::22850583abs Georgakopoulos::Jarek ::491 ::GongYQZ05 
Regulation::Avoiding 1002::Attribute Ranking::Strict ::15310345abs ::jodl 
RoussopoulosKV95::Sharoes Banu::SeshadriLR94 Mladenic::22850329abs ::193 ::15310673abs 
Serializability::Hwang Mozafari::Filtering Bhargav::TangYOCW08 ::Balakrishnan ::208 
Yossef::Cable 1367::Simoudis COLR::Halpern ::Dayal ::Minh 
Range::Response RantzauM06::Reorganize 500::Teubner ::Jakob ::22850576 
1460::GukalOR96 Fixed::4497541 WangZ02::WiwatwattanaJ08 ::425 ::Fits 
LiOW08::Ho LuoNE02::Fosca Wendy::Calders ::Gruber ::Road 
MoerkotteN08::Independent Novak::Batra BohmPS06::Jialie ::SPOT ::Christopher 
4497604::SrikantA95 SarmaTW08::Akiko Across::Synchronization ::SampleCFHSC02 ::Minghua 
Labels::Lakshmanan Parasuraman::CLAN Jianyong::Telcordia ::15310628abs ::Bhavani 
663::4497444 15310337::internet 22851147::FernandezS98 ::Abiteboul ::141 
Interpretation::Framework Notification::YinC05 HjelsvoldM94::Haslam ::Maximal ::Kasthurirangan 
1412::Sithirasenan HanFWCGKLLRSXZ96::Curves Dependency::Nearest ::Schroeder ::1397 
Nobutoshi::441 Autonomy::CandanHS98 12::1619 ::Kendig ::Kyun 
PhotoSpread::323 Yoon::SametA95 IvesT08::KumaranCH06 ::Physical ::ZaianeELL05 
BargaP95::Adam Source::WangM05 Kraus::434 ::GuptaHQ95 ::Lisa 
22850730abs::StodolskyGH93 Gamper::Hulgeri Till::Closest ::Kreplin ::LupuY06 
22850502abs::ChenCRM06 MannilaT97::568 Amlie::L ::4497531 ::Cui 
WuWLM06::4497479 Incomplete::ICDE98 1631::4497489 ::Va ::Laura 
HoutsmaS95::X08 914844::Ntarmos Ku::ChorLRS86 ::EggersOS81 ::SchallehnSS02 
Mittal::LeungWL89 606::Antoshenkov93 Bhalotia::TanselCGJSS93 ::ONeilG95 ::878 
Pipelined::icde98 Specific::Snodgrass95 GrayR93::Ernst ::1501 ::Vikas 
1385::ZivL77 BabuMWM05::Pipelined 4497418::Ken ::Megiddo ::Wikipedias 
417::Dinh Jason::Borr81 Sachindra::Palakal ::Arthur ::456 
GedikWYL08::Jianzhong 502::145 Dependable::ArbitraryWindows ::4497484 ::Multiple 
JainS94::Liangzhong Felipe::DayalHL91 ATM::Joon ::Fernando ::Zhiyuan 
Taming::Characterization Discriminative::Checking Scalable::1145 ::Rajaraman ::Usage 
914840::Susanne PhotoSpread::Orchid Blocking::Nicoleta ::Skeen ::Zahir 
497::22851133 Employing::TaoXP06 Narasayya::TangYOW08 ::Scripting ::Ordered 
ChenHY96::Plans ConsensLO06::Webs Apurva::4497445 ::Lomet93 ::Ansorge 
Aaron::Guoyu Papadimitriou::Walk SpaceTwist::Pontieri ::4497408 ::VBI 
4497631::Rong 1579::490 Dimensional::4497513 ::Palopoli ::586 
Link::Zahir Katsumi::Galpin Kien::Aoying ::161 ::ModelGen 
952::Gravano Hiroomi::Profiles Editor::Schubert ::Lal ::Timely 
GutingZC89::BohmHLW08 Stratos::DesslochHWRZ08 50::TanselCGJSS93 ::Gadia88 ::Barzan 
Jeonghee::Juchang 22850949abs::Rafiei AgrawalBGKLR05::HP ::Avoiding ::Relations 
Mortazavi::Surface Quasi::4497625 1530::Srivastava ::10010143abs ::22850256abs 
BernsteinHM90::OWL Campi::1082 Chaum85::Centric ::WangR91 ::Increasing 
Cliff::cs Qi::1516 Masato::Graefe ::4497623 ::BhowmickP06 
Sridhar::Pinto Giorgio::Hope Hisashi::1357 ::1147 ::From 
CareyHSACFFLNPTWW95::SizovSTW02 ShethR93::Hara 1116::395 ::Clients ::Raffaele 
933::Malik WebOQL::Lars Hua::Salzberg ::fm ::Pushpraj 
706::Markus 550::party Wee::Freksa92 ::601 ::MartinGH08 
187::After Weighted::Sample Hidden::List ::Brian ::1627 
914829::Choi Klaus::Minghua Selections::1001 ::Blakeley96 ::JagadishMR97 
ZhouW08::Fegaras08 Ixent::1534 Building::Salzberg ::BargaP95 ::Sources 
Noise::HenrichSW89 Saikat::876 370::22850020abs ::jcss ::4497637 
RaoM06::4497442 15310297abs::AssfalgKKKPR08 Tolani::That ::Betty ::Type 
528::speak John::Optimizing Expression::Suciu96 ::l ::Rong 
System::CareyL91 Business::Suresh 533::Bin ::Bernhard ::1200 
XStream::Ramez CuiLXCDZ08::668 BryanEF08::Legaria ::PapadiasYMT05 ::431 
1127::1531 IR::DengDRZ08 4497574::Daxin ::440 ::22850949abs 
Halverson::Meets Pudi::Among Comer79::Better ::Mei ::speak 
Transactions::Velegrakis 176::Economically LoR96::Amarmend ::Aziz ::Biological 
Pautasso::1567 923::Per Dessloch::SametA95 ::Hamid ::Pajarola 
121::Directly Kwang::Author Hoa::HuhtalaKPT98 ::Ioannis ::Determine 
Servers::Ling Fatih::639 Jerry::Jonas ::P086 ::YangSRG06 
WhangKW94::Till Zhuge::Glimcher ChenCRM06::Gustavo ::Hett ::Pascal 
Poulsen::Vikram Gionis::Kit Gignere01::BenatallahSND02 ::Z ::Incremental 
author::Chang82 author::Bartlett81 4497495::Abdelmounaam ::Retrieval ::Models 
220::Functions Feng::LoR96 0::ZhangLKW06 ::22850190 ::Yip 
Nakamura::4497522 567::Ziyang Hellerstein::1623 ::Controlled ::tm 
bancilhonDK92::4497416 Reynold::208 4497597::ShriraX05 ::Venkataraman ::Yuqing 
Laws::Across Bhowmick::KemperK93 Joan::Utkarsh ::ZhouOT05 ::Loosely 
ZhaoDN97::524 Dumas::GangerK97 JeungSZ08::Haggai ::1180 ::Ivanova 
Shanmugasundaram::Maintaining Flesca::Raffaele 150::1430 ::Gio ::Verma 
Newton::Davidson Huang::Sarah Chairs::Sridhar ::Maskey ::Zeng 
AntovaJKO08::Trial Joseph::1367 15310309abs::Phrase ::Ramamohanarao ::Type 
LiuP95::1277 Kraus::Malaika KellerB96::Manuel ::843 ::Daniel 
TangYOCW08::The Mittal::257 Kundu::DengSXL06 ::GeertsKM06 ::Harold 
Harizopoulos::Benatallah Containing::PDM Similarity::Morishima ::764 ::Complete 
CastellanosBR08::4497451 Cochinwala01::Arjen 22850693abs::JoshiJ06 ::535 ::15310697abs 
Behzad::Vasilis ChenDER05::MegalooikonomouWLF05 LangOKT98::LangOS97 ::1336 ::Preservation 
ShethL90::43 Ranking::DimitrovaG94 Improving::JohnsonS97 ::85 ::Neumann 
Sheth::Extension Lindsay::fayyadPSU96 AtzeniMM97::P466 ::281 ::Workflows 
4497560::278 Objective::KotidisSV06 Toolsuite::Preda ::507 ::Nick 
1555::Doulkeridis Problem::Li Weihl88::Azer ::15310005abs ::Non 
291::For Billing::Lutz Greedy::Chaudhary ::Fatih ::TrombettaJBB08 
Nicoleta::EggersOS81 1316::666 Referential::Simitsis ::BorzsonyiKS01 ::Support 
LiBRHCN05::27 Raschid::22850804abs Traina::Accuracy ::Suman ::Principled 
Deng::72 1480::Neighbor Pavel::GirodMNRTBM08 ::545 ::Vectors 
Hoare69::IP ECA::Video Quang::Acyclic ::ZouC08 ::15310176abs 
once::Tian SimitsisVS05::UNIDOOR 1334::4497474 ::546 ::604 
PapaemmanouilC05::MohanLO86 Integrating::1124 Christian::P241 ::Qiao ::Shimada 
Lomet92::Monitoring Graefe::Tracking Gudes::Knuth73a ::BohmPS06 ::Proces 
Expression::Zeng Koloniari::34 Periods::HibinoR98 ::Sacc ::134 
Identifiers::Geometric Projected::ieeemm LometS89::Zadeh89 ::Uemura ::Alex 
914873::Frederick Gone::StockerKBK01 Pathak01::Skeen02 ::P351 ::Si 
Querying::THALIA Probabilistic::Optimizing Wenning::Rasin ::AhmadN08 ::Todd 
Stonebraker::22850502abs 80::Ann 779::Change ::1159 ::294 
Schallehn::El KuZWW06::310 GounarisPSFSW06::524 ::Better ::Exponentially 
308::4497590 4497547::22850841abs AbiteboulMZ08::Felber ::481 ::873 
791::Block HeinzKRS08::Size Koubarakis::Down ::Hao ::22850186abs 
4497564::We Latency::4497570 DuS82::P014 ::Whose ::Valduriez 
GawlickK85::914831 BINGO::22850547 Developed::Event ::Berchtold ::22850446abs 
Azer::Twee Feher::Phrase Cleaning::Quality ::LiedesW06 ::Mirco 
Jennifer::Developing Cui::All Byron::Padmanabhan ::Samet90 ::RaoPML06 
Grtner::XiaZT08 Factorization::Sengar MalinS06::Berchtold ::Third ::Jiying 
284::Haruo COUNT::138 4497480::22850656abs ::DeWittKOSSW84 ::JiangLWY02 
AlexeCMT08::ChengYHY08 Palakal::Cherniack Wenliang::Interactive ::Factorization ::GardarinGT95 
Milano::913 GhandeharizadehHJ92::SistlaYV97 pldi::Regular ::Archival ::323 
ConsensLO06::WolskiKP96 RusinkiewiczKTWM95::Leymann LiuC08::McWherter ::SellentinM98 ::Mortazavi 
385::Lan Archival::Spatio dke::Dam97 ::Saikat ::Omiecinski 
Christoph::ssd Mannila::tm Vijay::ShafiqSBG06 ::CormodeKT08 ::Sessions 
Lookups::for EELs::1379 22850322::22850730abs ::RothH93 ::MotwaniNT08 
Snodgrass95::X06 AggarwalY08::15310261 168::167 ::Marts ::2008 
4497636::Yk Satkin::123 ElghandourAZCBBZ08::Archival ::SmythG91 ::Ahn 
GraefeM93::Elements WuDY06::tcs Marcelo::Chang82 ::Message ::Karthikeyan 
15310543abs::446 1048::Girish ShaLJ88::YuC84 ::Numeric ::369 
Yoon::Dialani P004::Structured Benatallah::Molina ::Chain ::Interpreted 
Sihem::vldb P598::Wu Mazza::Ramasamy ::1426 ::Milena 
Autonomy::Wayfinder 473::Ashwin domain::Salzberg88 ::Paraskevas ::Shaped 
Sourav::NambiarK06 Provide::Systematic Anna::Hwang ::Stonebraker ::Zaiqing 
Reducers::Direct LudascherGM01::Cerquitelli KochSS08::Resources ::Duplicate ::BayerM72 
Research::Sreeram Adjoined::Objects 4497502::Informative ::Arnon ::Product 
ZouSL98::Sugata Nearest::Redmond Dou::15310335 ::486 ::Rabindra 
Friendly::Arnab External::Avoiding Study::Kian ::GongYQZ05 ::FungYLY05 
Haslam::Manjhi Uri::Markov Brett::Rosa ::Yidong ::level 
YuHC05::1998 Hammer::Checker Sridhar::Jigyasu ::intensive ::Attacks 
Correlations::KimCD05 Detection::Xiaofei Roelof::Alomari ::ChenRDEGS06 ::Moving 
676::914808 827::Pathak01 Rys::JeungSZ08 ::Error ::4497548 
Yuxin::Fabret BancilhonR86::Wloka Randomized::Tung ::Networking ::Lisa 
LittleAFGRSV93::914850 Xing::Cubes Jhingran::We ::PattersonBA08 ::Nakano 
Mema::Si Control::ArbitraryWindows ZhouOTY06::SrikantA95 ::Adjourn ::Goh 
4497629::P192 Jan::60 Chair::Labels ::Chandel ::CQ 
Onizuka::Random Mortazavi::DuschkaL97 465::Tadashi ::Andrew ::Ryan 
P297::326 Oracle::ADEPT2 914833::LeeSZ05 ::AndresO98 ::VenkataramanLN95 
Csar::4497618 123::Vinayak SQL::Victor ::KumarLMT08 ::KatayamaS97 
ai::jodl 183::62 Matching::AmmannJR97 ::Markov ::914836 
Ntarmos::Updates BronczWK98::348 Rotem91::Connectivity ::DanielsSHLMWW82 ::BentleyF79 
Pathak01::3D Gmach::End Bases::Tomography ::Janne ::P436 
Yao::Scott Mortazavi::Srilekha 1112::Building ::15310488 ::On 
218::1035 Linkage::Evaluation partite::P351 ::Calimlim ::453 
Vectors::ShivakumarG96 BernsteinL96::ParkKL01 22850533abs::Leymann ::CarterBZ91 ::440 
Wiederhold92::Elizabeth Inside::HuaYL06 from::178 ::ChenOR08 ::Aref 
Busatto::1367 4497397::ichi Tanveer::54 ::Malakasiotis ::4497448 
KeCN06::StodolskyGH93 Stanley::ReSF06 22850403abs::Venkitasubramaniam ::Dominant ::Ellis 
Skylining::SchmidtKW01 Effect::Zeeshan Convertible::22850631abs ::Future ::Narang 
WhangLLKH05::Guoyu Sugata::NabeelB08 DoanH02::Combining ::P542 ::Hieu 
1348::Mohan96 Inferring::Kossmann Clusters::Filter ::Value ::Condensed 
Naomi::partite Dirty::Shaull FudosPP02::22851135 ::4497449 ::Skylining 
PabmanabhanG06::309 toWeb::Deligiannakis Malkemus::Crowley ::BayerM72 ::icde2006 
Seidl::1515 Cochrane::Hse GrayC89::LorentzosM97 ::sac ::Orchid 
Gil::Elmeleegy Logan::Chai X05r::Gang ::22850459abs ::Ganesh 
1543::Walk EswarranGLT76::an Ferlez::Stanley ::aaai ::58 
FAST::SubrahmanianJ96 ChanG85::4497627 Kasthurirangan::Chin ::BancilhonR86 ::ZukowskiHNB06 
SEA::22850668abs Sameer::Editor BancilhonDK92::Xiaodan ::246 ::SrikantA96 
22851013abs::Westmann Partial::Chiew 1445::764 ::Gail ::914827 
Lian::4497498 Services::wi Asl::Tat ::P522 ::1083 
1116::Sam 205::PeiHPCDH01 WuAA02::Parties ::Orenstein91 ::Maged 
Mikkel::Outstanding Franoise::BernsteinN96 Vanitha::Assuring ::Gignere ::Inseok 
Family::Fastest Nita::CormodeKMW08 1530::Q ::1436 ::4497599 
Rene::Ellis LiuC08::Stream Adlib::Ishikawa ::Pietzuch ::QoS 
4497455::BonczQK96 WebIQ::Probabilistic Ganti::Hyong ::Madlmayr ::Frank 
916::Family JiangVBCB05::ZhangWL08 10010661abs::Andrew ::Differential ::RosenblumO92 
4497605::Derivation 635::Bartlett81 Braga::Rys ::Aranyak ::Giorgio 
1160::Cube 522::308 Manuel::ChanSL98 ::P182 ::KumarLMT08 
KivinenM95::Banich 1100::Qili IHE::Nick ::Mic ::ke 
Miyuki::Joachim 4497494::Bouganim Deng::P456 ::15310309abs ::Itemset 
4497416::4497428 Relevance::L 136::Douglas ::Iwen ::SmithC96 
22851106::1355 KashimaTINHEF05::GeorgiadisKCNS08 149::Rui ::Uchiyama ::Sets 
Man::Kanamori McWherterSAH05::4497447 Yuqing::rtdb ::503 ::Attributes 
Clean::Si Machanavajjhala::Chun KitsuregawaO90::GrustKGHS97 ::1119 ::418 
Stoumpos::Vivek LuccheseVRY08::Evangelos Pavel::Servers ::BrunoC08 ::Constructing 
59::Srinivasan 15310329::Musicant kl::cdrom ::oodbs ::Ariel 
Ioana::Spiekermann 815::Qiang Devices::10010651abs ::385 ::4497571 
Disease::518 Hyun::P392 4497465::Lead ::889 ::at 
Sreeram::Upendra AttieSSR93::Newton 22850188::529 ::Fekete ::49 
Exploration::BlumrichLADFS94 4497426::Industrial artdb::Engines ::Rjaibi ::Helmer 
Michle::Hsiao92 Utkarsh::MolinaKS98 Nithya::Ng ::Milind ::P599 
237::Boncz ShivakumarG97::KasneciSIRW08 ChangC02::Mor ::Fegaras08 ::Ullman97 
Predator::CormodeKT08 Dixit::401 4497419::Huiming ::Ives ::22850705abs 
Floris::1336 1552::Schlatter Dina::22850578abs ::Obermair ::Terms 
Hoarding::Traceability Legaria::Braga Biton::841 ::Cammert ::Randomized 
FukudaMMT96::Iman 128::Alink 22850446abs::195 ::Dong ::914837 
SayalCDS02::4497510 Nagaraj::Balakrishna Composition::Streaming ::Wisam ::Processes 
PapadiasTKZ02::1462 BergD95::Portal 1540::297 ::Palios ::Baker 
MIX::CocciTDS08 PopekK79::SenR05 914841::LuoNE02 ::Histogram ::Proactive 
273::Ajay LiuP98::Sumit Sikka::VBI ::RinderleWR06 ::HungDS05 
Visualizing::Hongjun MUSE::Koki Holistic::IBM ::Dimensional ::ChristophidesCM96 
JakobGHN05::PapadiasYMT05 KriegelKPR06::Zaane DeRoseCGSDBZ08::Melliyal ::Qing ::Profiles 
Working::1417 fayyadPSU96::Ramakrishnan08 1387::Projected ::Jim ::Margo 
1509::Freeston95 Qiming::Jayapandian Harald::LjosaBS06 ::Thomsen ::Papapetrou 
PageChaser::Relations Persistent::Multiple Qiao::914828 ::Mikkel ::AutoGlobe 
Q::Edward About::22850490abs Phrase::JaffarYZ06 ::Check ::Petkovic 
Alexey::HOLAP AlonsoBPHK01::528 1998::Hwang ::CasanovaFP84 ::LehnerCPZ01 
Muhammad::Fabret EsterKX95::el 37::Fabian ::Change ::Rishi 
HwangPS98::Ander Dayns::426 Bedell98::914842 ::Estan ::4497548 
Ferri::Intelligent LimN01::LiSDKG01 Rigsby::Reverse ::ElmeleegyOE08 ::862 
Function::4497563 Picture::Airoldi Shigeru::1399 ::gis ::Third 
15310272::Thanh Rohit::Naidu 224::P424 ::595 ::Jiaheng 
73::ChengYHY08 Sizov::ZhouOTY06 ThuraisinghamHRM98::Latent ::Fishman ::Maxim 
